strategy,model,style,sample_id,language,pred,hit,similarities
S2,mbert,zero-shot,MID0358,Arabic,A,0,"[0.36499592661857605, 0.313887357711792, 0.3055696487426758, 0.2779499888420105]"
S2,mbert,zero-shot,MID0363,Arabic,A,1,"[0.4128964841365814, 0.3903178572654724, 0.36996379494667053, 0.36577123403549194]"
S2,mbert,zero-shot,MID0487,Arabic,D,0,"[0.36836355924606323, 0.34370866417884827, 0.33548885583877563, 0.38891980051994324]"
S2,mbert,zero-shot,MID0705,Arabic,B,0,"[0.3780810236930847, 0.3927358090877533, 0.25629734992980957, 0.3525386452674866]"
S2,mbert,zero-shot,MID0596,Arabic,D,1,"[0.2899231016635895, 0.29965221881866455, 0.31549325585365295, 0.3177092671394348]"
S2,mbert,zero-shot,MID0552,Arabic,A,1,"[0.39035648107528687, 0.3224925696849823, 0.38069528341293335, 0.37352246046066284]"
S2,mbert,zero-shot,MID0031,Arabic,B,1,"[0.32561835646629333, 0.36247479915618896, 0.3531489670276642, 0.3147885501384735]"
S2,mbert,zero-shot,MID0591,Arabic,B,0,"[0.4681425988674164, 0.5231072306632996, 0.4536338448524475, 0.4971144199371338]"
S2,mbert,zero-shot,MID0522,Arabic,C,0,"[0.23740129172801971, 0.2819536030292511, 0.2933591902256012, 0.2892257571220398]"
S2,mbert,zero-shot,MID0216,Arabic,D,0,"[0.419827401638031, 0.3917216956615448, 0.35043013095855713, 0.4480465054512024]"
S2,mbert,zero-shot,MID0064,Arabic,A,0,"[0.45603039860725403, 0.4051220417022705, 0.44166919589042664, 0.44875505566596985]"
S2,mbert,zero-shot,MID0317,Arabic,B,0,"[0.39966973662376404, 0.42412954568862915, 0.3835510015487671, 0.3740251660346985]"
S2,mbert,zero-shot,MID0040,Arabic,D,1,"[0.5318498611450195, 0.5058280825614929, 0.5189722180366516, 0.5448434948921204]"
S2,mbert,zero-shot,MID0236,Arabic,D,0,"[0.3040151596069336, 0.3125208616256714, 0.3210672438144684, 0.32838165760040283]"
S2,mbert,zero-shot,MID0862,Arabic,A,0,"[0.4378337264060974, 0.371537446975708, 0.42507055401802063, 0.4250255227088928]"
S2,mbert,zero-shot,MID0425,Arabic,B,0,"[0.34975185990333557, 0.40835100412368774, 0.36448943614959717, 0.3872627317905426]"
S2,mbert,zero-shot,MID0073,Arabic,B,0,"[0.20290951430797577, 0.22166453301906586, 0.19119837880134583, 0.2031315714120865]"
S2,mbert,zero-shot,MID0909,Arabic,A,1,"[0.3613916337490082, 0.31091123819351196, 0.34175553917884827, 0.35154077410697937]"
S2,mbert,zero-shot,MID0169,Arabic,A,0,"[0.473545640707016, 0.4143754541873932, 0.4665721356868744, 0.4647780656814575]"
S2,mbert,zero-shot,MID0767,Arabic,C,1,"[0.2699320912361145, 0.31009137630462646, 0.32931140065193176, 0.31120070815086365]"
S2,mbert,zero-shot,MID0622,Arabic,C,0,"[0.35503795742988586, 0.3677840530872345, 0.37174132466316223, 0.3240683376789093]"
S2,mbert,zero-shot,MID0071,Arabic,C,0,"[0.40539833903312683, 0.36983317136764526, 0.42696523666381836, 0.41088157892227173]"
S2,mbert,zero-shot,MID0068,Arabic,A,0,"[0.45188605785369873, 0.4221965968608856, 0.4182397723197937, 0.43959710001945496]"
S2,mbert,zero-shot,MID0307,Arabic,D,0,"[0.2289963662624359, 0.2903837561607361, 0.31034931540489197, 0.31052395701408386]"
S2,mbert,zero-shot,MID0820,Arabic,D,1,"[0.30139410495758057, 0.3112793564796448, 0.3072795867919922, 0.5336176753044128]"
S2,mbert,zero-shot,MID0719,Arabic,B,0,"[0.40316787362098694, 0.44627606868743896, 0.38771647214889526, 0.368337482213974]"
S2,mbert,zero-shot,MID0639,Arabic,B,1,"[0.37001585960388184, 0.4492267370223999, 0.38424646854400635, 0.424929141998291]"
S2,mbert,zero-shot,MID0322,Arabic,D,0,"[0.36598092317581177, 0.31544116139411926, 0.36476820707321167, 0.3974040746688843]"
S2,mbert,zero-shot,MID0785,Arabic,B,0,"[0.39499521255493164, 0.41793292760849, 0.36174464225769043, 0.34620359539985657]"
S2,mbert,zero-shot,MID0549,Arabic,C,0,"[0.3859955668449402, 0.3882180452346802, 0.3954063951969147, 0.34805071353912354]"
S2,mbert,zero-shot,MID0343,Arabic,A,0,"[0.40636715292930603, 0.38003888726234436, 0.4009084403514862, 0.3971523344516754]"
S2,mbert,zero-shot,MID0276,Arabic,D,0,"[0.3455970883369446, 0.29040059447288513, 0.30749788880348206, 0.41443341970443726]"
S2,mbert,zero-shot,MID0502,Arabic,A,0,"[0.44468221068382263, 0.3718131482601166, 0.3689534366130829, 0.40974295139312744]"
S2,mbert,zero-shot,MID0295,Arabic,C,0,"[0.37358781695365906, 0.36293718218803406, 0.3739508390426636, 0.36772987246513367]"
S2,mbert,zero-shot,MID0500,Arabic,A,0,"[0.3994172215461731, 0.36075329780578613, 0.3976750671863556, 0.369493305683136]"
S2,mbert,zero-shot,MID0631,Arabic,C,1,"[0.4194889962673187, 0.40261703729629517, 0.44855910539627075, 0.3504442870616913]"
S2,mbert,zero-shot,MID0024,Arabic,D,1,"[0.32756108045578003, 0.3082800507545471, 0.33748680353164673, 0.4467425048351288]"
S2,mbert,zero-shot,MID0441,Arabic,A,1,"[0.46071889996528625, 0.3102574050426483, 0.3215160369873047, 0.33141273260116577]"
S2,mbert,zero-shot,MID0412,Arabic,A,0,"[0.3907676041126251, 0.3591107726097107, 0.3880973756313324, 0.38888514041900635]"
S2,mbert,zero-shot,MID0219,Arabic,C,1,"[0.3099593222141266, 0.3066999614238739, 0.3617730140686035, 0.2833543121814728]"
S2,mbert,zero-shot,MID0523,Arabic,D,1,"[0.37984398007392883, 0.3797696530818939, 0.38249844312667847, 0.4134729504585266]"
S2,mbert,zero-shot,MID0614,Arabic,A,1,"[0.35160791873931885, 0.32789015769958496, 0.3264639675617218, 0.3365209996700287]"
S2,mbert,zero-shot,MID0912,Arabic,B,1,"[0.4800015091896057, 0.5033354759216309, 0.48967429995536804, 0.4892999231815338]"
S2,mbert,zero-shot,MID0755,Arabic,D,0,"[0.40662679076194763, 0.42249953746795654, 0.45235106348991394, 0.45592445135116577]"
S2,mbert,zero-shot,MID0605,Arabic,B,0,"[0.28709182143211365, 0.3396894931793213, 0.2873683273792267, 0.3282872438430786]"
S2,mbert,zero-shot,MID0826,Arabic,A,1,"[0.356583833694458, 0.3436829447746277, 0.35162854194641113, 0.35344237089157104]"
S2,mbert,zero-shot,MID0744,Arabic,A,0,"[0.44625696539878845, 0.41327980160713196, 0.4379537105560303, 0.4269701838493347]"
S2,mbert,zero-shot,YOR1930,Yoruba,A,1,"[0.48840048909187317, 0.32056912779808044, 0.32664954662323, 0.32521018385887146]"
S2,mbert,zero-shot,YOR1569,Yoruba,B,1,"[0.3487204611301422, 0.4135235846042633, 0.3837623596191406, 0.35321667790412903]"
S2,mbert,zero-shot,YOR2171,Yoruba,C,1,"[0.3164387345314026, 0.31054288148880005, 0.37296706438064575, 0.3275410234928131]"
S2,mbert,zero-shot,YOR1240,Yoruba,D,1,"[0.34491443634033203, 0.32428792119026184, 0.3038230836391449, 0.4595223367214203]"
S2,mbert,zero-shot,YOR3981,Yoruba,A,1,"[0.43597888946533203, 0.2700611650943756, 0.2680393159389496, 0.25972795486450195]"
S2,mbert,zero-shot,YOR1407,Yoruba,B,1,"[0.314217209815979, 0.4475427269935608, 0.32744908332824707, 0.3204442262649536]"
S2,mbert,zero-shot,YOR2410,Yoruba,C,1,"[0.25698572397232056, 0.2413611114025116, 0.3188713490962982, 0.26449015736579895]"
S2,mbert,zero-shot,YOR1521,Yoruba,D,1,"[0.25641703605651855, 0.25504133105278015, 0.2495337426662445, 0.30401611328125]"
S2,mbert,zero-shot,YOR3426,Yoruba,C,0,"[0.299348920583725, 0.32651475071907043, 0.3311505615711212, 0.32021376490592957]"
S2,mbert,zero-shot,YOR1130,Yoruba,B,1,"[0.2726222574710846, 0.4004218578338623, 0.31209462881088257, 0.29094281792640686]"
S2,mbert,zero-shot,YOR0370,Yoruba,B,0,"[0.45006608963012695, 0.476993203163147, 0.45652684569358826, 0.42795735597610474]"
S2,mbert,zero-shot,YOR2447,Yoruba,C,0,"[0.2638488709926605, 0.22905628383159637, 0.3249072730541229, 0.2639613747596741]"
S2,mbert,zero-shot,YOR0938,Yoruba,D,0,"[0.3515391945838928, 0.31869322061538696, 0.28683164715766907, 0.4023400843143463]"
S2,mbert,zero-shot,YOR2476,Yoruba,C,0,"[0.2969176173210144, 0.3063420355319977, 0.33750805258750916, 0.3203416168689728]"
S2,mbert,zero-shot,YOR2639,Yoruba,C,1,"[0.345207542181015, 0.3283962309360504, 0.3461463451385498, 0.33178454637527466]"
S2,mbert,zero-shot,YOR2231,Yoruba,D,1,"[0.2682790458202362, 0.2669965624809265, 0.2690650522708893, 0.3625273108482361]"
S2,mbert,zero-shot,YOR0708,Yoruba,A,1,"[0.40712133049964905, 0.2757202088832855, 0.2506335377693176, 0.2404797524213791]"
S2,mbert,zero-shot,YOR1886,Yoruba,B,1,"[0.3361644148826599, 0.6765535473823547, 0.37398120760917664, 0.34286993741989136]"
S2,mbert,zero-shot,YOR0015,Yoruba,C,1,"[0.3076024651527405, 0.3010627031326294, 0.3685092329978943, 0.31897419691085815]"
S2,mbert,zero-shot,YOR1449,Yoruba,A,0,"[0.3067033886909485, 0.28135520219802856, 0.30620983242988586, 0.2237071990966797]"
S2,mbert,zero-shot,YOR4105,Yoruba,C,0,"[0.31528761982917786, 0.32097128033638, 0.3224180340766907, 0.2927057445049286]"
S2,mbert,zero-shot,YOR1710,Yoruba,B,1,"[0.34994831681251526, 0.4480186104774475, 0.36241310834884644, 0.3445050120353699]"
S2,mbert,zero-shot,YOR1463,Yoruba,D,0,"[0.3483668863773346, 0.3297836184501648, 0.3280268907546997, 0.39521342515945435]"
S2,mbert,zero-shot,YOR1685,Yoruba,B,0,"[0.2997932434082031, 0.3666348159313202, 0.33925098180770874, 0.28918758034706116]"
S2,mbert,zero-shot,YOR2232,Yoruba,A,1,"[0.34290602803230286, 0.27454546093940735, 0.2787981629371643, 0.2681323289871216]"
S2,mbert,zero-shot,YOR1583,Yoruba,B,1,"[0.310699462890625, 0.5458279848098755, 0.3465099334716797, 0.30748680233955383]"
S2,mbert,zero-shot,YOR3430,Yoruba,C,1,"[0.29574909806251526, 0.2915686070919037, 0.4714661240577698, 0.30579066276550293]"
S2,mbert,zero-shot,YOR3039,Yoruba,D,1,"[0.2780371606349945, 0.27905967831611633, 0.2815144956111908, 0.35952991247177124]"
S2,mbert,zero-shot,YOR0282,Yoruba,D,0,"[0.23854641616344452, 0.2826525568962097, 0.31497156620025635, 0.3416830897331238]"
S2,mbert,zero-shot,YOR3313,Yoruba,C,0,"[0.4433249235153198, 0.43255797028541565, 0.5112811923027039, 0.5088911056518555]"
S2,mbert,zero-shot,YOR0761,Yoruba,B,0,"[0.19450092315673828, 0.25472506880760193, 0.20864813029766083, 0.23819658160209656]"
S2,mbert,zero-shot,YOR1731,Yoruba,D,1,"[0.30409741401672363, 0.28623726963996887, 0.2748267352581024, 0.45712462067604065]"
S2,mbert,zero-shot,YOR1250,Yoruba,A,1,"[0.4015992283821106, 0.3218613564968109, 0.2972521185874939, 0.2966366112232208]"
S2,mbert,zero-shot,YOR0174,Yoruba,C,0,"[0.36440855264663696, 0.3352292776107788, 0.37512919306755066, 0.3454565405845642]"
S2,mbert,zero-shot,YOR3670,Yoruba,C,1,"[0.3014439046382904, 0.2980699837207794, 0.5366162061691284, 0.3194819688796997]"
S2,mbert,zero-shot,YOR3579,Yoruba,C,0,"[0.4027916193008423, 0.41994723677635193, 0.45698660612106323, 0.40223366022109985]"
S2,mbert,zero-shot,YOR1139,Yoruba,B,0,"[0.3376820385456085, 0.37315213680267334, 0.352429062128067, 0.3386315107345581]"
S2,mbert,zero-shot,YOR3887,Yoruba,B,1,"[0.26073145866394043, 0.3376428782939911, 0.27671316266059875, 0.2661980390548706]"
S2,mbert,zero-shot,YOR1776,Yoruba,C,1,"[0.30708545446395874, 0.2990543842315674, 0.3932155966758728, 0.3229328393936157]"
S2,mbert,zero-shot,YOR0204,Yoruba,D,1,"[0.2979638874530792, 0.2791929543018341, 0.2637302577495575, 0.3805922567844391]"
S2,mbert,zero-shot,YOR2401,Yoruba,D,0,"[0.3660922050476074, 0.31794458627700806, 0.3262515962123871, 0.3664301335811615]"
S2,mbert,zero-shot,YOR1873,Yoruba,D,0,"[0.33738473057746887, 0.3085552155971527, 0.3516269326210022, 0.39518988132476807]"
S2,mbert,zero-shot,YOR0996,Yoruba,C,1,"[0.2849251925945282, 0.2862453758716583, 0.5650933980941772, 0.3033026456832886]"
S2,mbert,zero-shot,YOR1495,Yoruba,B,0,"[0.348109632730484, 0.3801625967025757, 0.3194026052951813, 0.37777337431907654]"
S2,mbert,zero-shot,YOR2834,Yoruba,A,1,"[0.3805045485496521, 0.3038008213043213, 0.2871708571910858, 0.28538450598716736]"
S2,mbert,zero-shot,YOR2677,Yoruba,D,0,"[0.28166964650154114, 0.2931672930717468, 0.25885888934135437, 0.3141505718231201]"
S2,mbert,zero-shot,YOR0827,Yoruba,B,0,"[0.3277745842933655, 0.3835704028606415, 0.34511837363243103, 0.3311142027378082]"
S2,mbert,zero-shot,YOR0033,Yoruba,B,0,"[0.3607839345932007, 0.374683141708374, 0.35033145546913147, 0.36679136753082275]"
S2,mbert,zero-shot,YOR0072,Yoruba,A,1,"[0.30480268597602844, 0.29023292660713196, 0.28458914160728455, 0.2821970582008362]"
S2,mbert,zero-shot,YOR4139,Yoruba,B,1,"[0.3037903606891632, 0.5782826542854309, 0.3267999589443207, 0.31589603424072266]"
S1,xlmr,zero-shot,ENG2109,English,A,1,"[1.0, 0.9945802688598633, 0.994435727596283, 0.9951454997062683]"
S1,xlmr,zero-shot,ENG2245,English,B,1,"[0.9959462285041809, 0.9999999403953552, 0.9963154196739197, 0.9966331720352173]"
S1,xlmr,zero-shot,ENG1267,English,C,1,"[0.996898889541626, 0.9953911304473877, 1.0, 0.9969340562820435]"
S1,xlmr,zero-shot,ENG1238,English,D,1,"[0.9963218569755554, 0.9966927766799927, 0.9966054558753967, 1.0]"
S1,xlmr,zero-shot,ENG1638,English,A,1,"[1.0, 0.9932913184165955, 0.9946940541267395, 0.9939693808555603]"
S1,xlmr,zero-shot,ENG0113,English,B,1,"[0.9955011606216431, 1.0000001192092896, 0.9932823181152344, 0.9968540668487549]"
S1,xlmr,zero-shot,ENG0148,English,C,1,"[0.9888672232627869, 0.9943994879722595, 1.0, 0.9947250485420227]"
S1,xlmr,zero-shot,ENG0432,English,D,1,"[0.9938507676124573, 0.9974761009216309, 0.9965146780014038, 1.0]"
S1,xlmr,zero-shot,ENG1450,English,A,1,"[1.0000001192092896, 0.9952033162117004, 0.9955059885978699, 0.9943118691444397]"
S1,xlmr,zero-shot,ENG0319,English,B,1,"[0.9949862360954285, 1.0, 0.9959378838539124, 0.993834912776947]"
S1,xlmr,zero-shot,ENG2038,English,C,1,"[0.9963446259498596, 0.997019350528717, 0.9999999403953552, 0.9970369338989258]"
S1,xlmr,zero-shot,ENG1126,English,D,1,"[0.9936507344245911, 0.9953114986419678, 0.9947216510772705, 1.0]"
S1,xlmr,zero-shot,ENG1569,English,A,1,"[0.9999999403953552, 0.9969155788421631, 0.9966725707054138, 0.9972841143608093]"
S1,xlmr,zero-shot,ENG2028,English,B,1,"[0.9872159957885742, 0.9999998807907104, 0.9868287444114685, 0.9886671304702759]"
S1,xlmr,zero-shot,ENG0378,English,C,1,"[0.9961390495300293, 0.9904608130455017, 0.9999999403953552, 0.9961504340171814]"
S1,xlmr,zero-shot,ENG0566,English,D,1,"[0.9919642806053162, 0.9941145181655884, 0.9955334067344666, 1.0000001192092896]"
S1,xlmr,zero-shot,ENG0304,English,A,1,"[0.9999999403953552, 0.9949391484260559, 0.9969285726547241, 0.9967741966247559]"
S1,xlmr,zero-shot,ENG0572,English,B,1,"[0.9963036179542542, 1.0000001192092896, 0.9964019656181335, 0.9963694214820862]"
S1,xlmr,zero-shot,ENG0366,English,C,1,"[0.9974333643913269, 0.9927942156791687, 1.0, 0.9972505569458008]"
S1,xlmr,zero-shot,ENG0819,English,D,1,"[0.991264283657074, 0.9928803443908691, 0.9937554001808167, 1.0000001192092896]"
S1,xlmr,zero-shot,ENG2013,English,A,1,"[0.9999999403953552, 0.9970523118972778, 0.9941146373748779, 0.993789792060852]"
S1,xlmr,zero-shot,ENG0068,English,B,1,"[0.9961379766464233, 1.0, 0.9952608942985535, 0.9957461357116699]"
S1,xlmr,zero-shot,ENG1613,English,C,1,"[0.9964650273323059, 0.9962472915649414, 1.0, 0.9936850666999817]"
S1,xlmr,zero-shot,ENG0225,English,D,1,"[0.9922899603843689, 0.991980254650116, 0.993311882019043, 1.0]"
S1,xlmr,zero-shot,ENG1589,English,A,1,"[0.9999999403953552, 0.9955552220344543, 0.996586799621582, 0.9947131276130676]"
S1,xlmr,zero-shot,ENG1956,English,B,1,"[0.9973444938659668, 1.0, 0.9904138445854187, 0.9954917430877686]"
S1,xlmr,zero-shot,ENG1244,English,C,1,"[0.9977160096168518, 0.9957430362701416, 1.0000001192092896, 0.9980207085609436]"
S1,xlmr,zero-shot,ENG0463,English,D,1,"[0.9932848811149597, 0.9965365529060364, 0.997581422328949, 1.0000001192092896]"
S1,xlmr,zero-shot,ENG0663,English,A,1,"[1.0, 0.9930666089057922, 0.9941918849945068, 0.9959220886230469]"
S1,xlmr,zero-shot,ENG1785,English,B,1,"[0.9970523715019226, 0.9999999403953552, 0.9941906929016113, 0.9972461462020874]"
S1,xlmr,zero-shot,ENG1032,English,C,1,"[0.9928569197654724, 0.993299126625061, 1.0, 0.9962009191513062]"
S1,xlmr,zero-shot,ENG1771,English,D,1,"[0.9956188201904297, 0.9965404272079468, 0.9973860383033752, 0.9999999403953552]"
S1,xlmr,zero-shot,ENG1628,English,A,1,"[1.0000001192092896, 0.9967126846313477, 0.9964443445205688, 0.9968060255050659]"
S1,xlmr,zero-shot,ENG2018,English,B,1,"[0.9961761236190796, 1.0, 0.9963403344154358, 0.9970231056213379]"
S1,xlmr,zero-shot,ENG1923,English,C,1,"[0.9970212578773499, 0.9975376725196838, 1.0, 0.9968830943107605]"
S1,xlmr,zero-shot,ENG0313,English,D,1,"[0.9967634677886963, 0.9960676431655884, 0.9868287444114685, 1.0]"
S1,xlmr,zero-shot,ENG2189,English,A,1,"[1.0, 0.9975058436393738, 0.9952481389045715, 0.997793436050415]"
S1,xlmr,zero-shot,ENG1876,English,B,1,"[0.9940688610076904, 1.0000001192092896, 0.9970707297325134, 0.9967514872550964]"
S1,xlmr,zero-shot,ENG1655,English,C,1,"[0.9960055947303772, 0.9956014752388, 0.9999999403953552, 0.9957920908927917]"
S1,xlmr,zero-shot,ENG1321,English,D,1,"[0.9962533712387085, 0.9975247383117676, 0.996562123298645, 1.0]"
S1,xlmr,zero-shot,ENG1010,English,A,1,"[1.0, 0.9960177540779114, 0.9933471083641052, 0.9966533780097961]"
S1,xlmr,zero-shot,ENG0370,English,B,1,"[0.996086597442627, 1.0, 0.9961762428283691, 0.9907917380332947]"
S1,xlmr,zero-shot,ENG0109,English,C,1,"[0.9959030747413635, 0.9929558634757996, 1.0000001192092896, 0.9946404099464417]"
S1,xlmr,zero-shot,ENG1944,English,D,1,"[0.9970664381980896, 0.9947077035903931, 0.9954258799552917, 1.0]"
S1,xlmr,zero-shot,ENG0450,English,A,1,"[1.0000001192092896, 0.9967375993728638, 0.9974498748779297, 0.9961019158363342]"
S1,xlmr,zero-shot,ENG0928,English,B,1,"[0.9928578734397888, 1.0, 0.9964295029640198, 0.9957371950149536]"
S1,xlmr,zero-shot,ENG2124,English,C,1,"[0.9971147775650024, 0.9962032437324524, 0.9999999403953552, 0.997048556804657]"
S1,xlmr,zero-shot,ENG0498,English,D,1,"[0.9976121783256531, 0.9963218569755554, 0.9936164617538452, 1.0]"
S1,xlmr,zero-shot,ENG1133,English,A,1,"[1.0, 0.9968024492263794, 0.9969330430030823, 0.9976280927658081]"
S1,xlmr,zero-shot,ENG1644,English,B,1,"[0.99749755859375, 0.9999999403953552, 0.9950823187828064, 0.993294358253479]"
S1,xlmr,zero-shot,MID0381,Arabic,C,0,"[0.994430422782898, 0.9933030009269714, 0.9946168065071106, 0.9933890104293823]"
S1,xlmr,zero-shot,MID0854,Arabic,B,1,"[0.9943667054176331, 0.9953085780143738, 0.9945297837257385, 0.9945773482322693]"
S1,xlmr,zero-shot,MID0356,Arabic,A,0,"[0.9962902665138245, 0.9955089688301086, 0.9928888082504272, 0.9955005049705505]"
S1,xlmr,zero-shot,MID0358,Arabic,C,0,"[0.994815468788147, 0.991844117641449, 0.9953902363777161, 0.9948092103004456]"
S1,xlmr,zero-shot,MID0363,Arabic,A,1,"[0.9935364723205566, 0.9921686053276062, 0.9932340383529663, 0.9928990602493286]"
S1,xlmr,zero-shot,MID0487,Arabic,C,0,"[0.9936646223068237, 0.9936065077781677, 0.9940259456634521, 0.9928857088088989]"
S1,xlmr,zero-shot,MID0705,Arabic,C,1,"[0.9938085079193115, 0.9942302703857422, 0.9962811470031738, 0.9923222064971924]"
S1,xlmr,zero-shot,MID0596,Arabic,D,1,"[0.9949573874473572, 0.9941785335540771, 0.9928245544433594, 0.995072066783905]"
S1,xlmr,zero-shot,MID0552,Arabic,D,0,"[0.9922652840614319, 0.9842193722724915, 0.9942235350608826, 0.9945507645606995]"
S1,xlmr,zero-shot,MID0031,Arabic,C,0,"[0.9925111532211304, 0.9935231804847717, 0.9952239990234375, 0.9928795695304871]"
S1,xlmr,zero-shot,MID0591,Arabic,B,0,"[0.9938180446624756, 0.9938817620277405, 0.9932719469070435, 0.9917842745780945]"
S1,xlmr,zero-shot,MID0522,Arabic,C,0,"[0.9929715394973755, 0.9914807677268982, 0.9939108490943909, 0.9875434041023254]"
S1,xlmr,zero-shot,MID0216,Arabic,A,1,"[0.9923605918884277, 0.9836578369140625, 0.9858605265617371, 0.9862483143806458]"
S1,xlmr,zero-shot,MID0064,Arabic,D,0,"[0.9895917773246765, 0.9931025505065918, 0.9836645722389221, 0.9932308197021484]"
S1,xlmr,zero-shot,MID0317,Arabic,A,0,"[0.9949115514755249, 0.9938212633132935, 0.9948443174362183, 0.9941105842590332]"
S1,xlmr,zero-shot,MID0040,Arabic,C,0,"[0.9915867447853088, 0.9951884150505066, 0.9954161047935486, 0.9953784346580505]"
S1,xlmr,zero-shot,MID0236,Arabic,D,0,"[0.9942079782485962, 0.9952040910720825, 0.9955980777740479, 0.9963545203208923]"
S1,xlmr,zero-shot,MID0862,Arabic,D,0,"[0.9874284267425537, 0.989597737789154, 0.9904982447624207, 0.9909785985946655]"
S1,xlmr,zero-shot,MID0425,Arabic,A,0,"[0.9926360249519348, 0.9918844103813171, 0.9922491908073425, 0.9922202229499817]"
S1,xlmr,zero-shot,MID0073,Arabic,B,0,"[0.9964348673820496, 0.9971854090690613, 0.9940410256385803, 0.996286928653717]"
S1,xlmr,zero-shot,MID0909,Arabic,A,1,"[0.9950708150863647, 0.9919266700744629, 0.9947096109390259, 0.9949593544006348]"
S1,xlmr,zero-shot,MID0169,Arabic,B,1,"[0.9871534109115601, 0.9912644028663635, 0.9911453127861023, 0.9911037087440491]"
S1,xlmr,zero-shot,MID0767,Arabic,A,0,"[0.9944521188735962, 0.9943181276321411, 0.9934454560279846, 0.9921844005584717]"
S1,xlmr,zero-shot,MID0622,Arabic,D,1,"[0.994453489780426, 0.9931690096855164, 0.9951727986335754, 0.9956845641136169]"
S1,xlmr,zero-shot,MID0071,Arabic,D,0,"[0.9921801090240479, 0.994140088558197, 0.9946236610412598, 0.9957268834114075]"
S1,xlmr,zero-shot,MID0068,Arabic,A,0,"[0.9942781925201416, 0.9922624230384827, 0.9898228645324707, 0.9914305806159973]"
S1,xlmr,zero-shot,MID0307,Arabic,A,0,"[0.9929368495941162, 0.9925191402435303, 0.9911146759986877, 0.9918401837348938]"
S1,xlmr,zero-shot,MID0820,Arabic,D,1,"[0.994062602519989, 0.9847092628479004, 0.9896560907363892, 0.9944224953651428]"
S1,xlmr,zero-shot,MID0719,Arabic,A,1,"[0.9945865869522095, 0.9932585954666138, 0.993531346321106, 0.9939082860946655]"
S1,xlmr,zero-shot,MID0639,Arabic,D,0,"[0.991149365901947, 0.9924020171165466, 0.9932167530059814, 0.9934018850326538]"
S1,xlmr,zero-shot,MID0322,Arabic,A,0,"[0.9931860566139221, 0.9927944540977478, 0.9916694164276123, 0.992289662361145]"
S1,xlmr,zero-shot,MID0785,Arabic,A,0,"[0.9941939115524292, 0.9913474917411804, 0.9898806810379028, 0.993626058101654]"
S1,xlmr,zero-shot,MID0549,Arabic,C,0,"[0.9929749369621277, 0.9931917190551758, 0.9935551285743713, 0.9903367757797241]"
S1,xlmr,zero-shot,MID0343,Arabic,A,0,"[0.9935415387153625, 0.9915353059768677, 0.9927852153778076, 0.9899425506591797]"
S1,xlmr,zero-shot,MID0276,Arabic,D,0,"[0.9933214783668518, 0.9951784014701843, 0.9947776198387146, 0.9955999255180359]"
S1,xlmr,zero-shot,MID0502,Arabic,C,0,"[0.995318591594696, 0.9940479397773743, 0.9963343739509583, 0.9910668134689331]"
S1,xlmr,zero-shot,MID0295,Arabic,C,0,"[0.9944625496864319, 0.9938729405403137, 0.9949820041656494, 0.9932596683502197]"
S1,xlmr,zero-shot,MID0500,Arabic,B,1,"[0.9905970692634583, 0.9942640066146851, 0.9910223484039307, 0.9918259978294373]"
S1,xlmr,zero-shot,MID0631,Arabic,D,0,"[0.993736207485199, 0.9863316416740417, 0.9930638074874878, 0.9943368434906006]"
S1,xlmr,zero-shot,MID0024,Arabic,D,1,"[0.9953269362449646, 0.9949590563774109, 0.9949972629547119, 0.9959256649017334]"
S1,xlmr,zero-shot,MID0441,Arabic,B,0,"[0.9944241642951965, 0.9955260753631592, 0.9953835010528564, 0.9950536489486694]"
S1,xlmr,zero-shot,MID0412,Arabic,A,0,"[0.9947324395179749, 0.9853773713111877, 0.9909960627555847, 0.9891947507858276]"
S1,xlmr,zero-shot,MID0219,Arabic,D,0,"[0.9960666298866272, 0.9937794208526611, 0.9933323860168457, 0.9963437914848328]"
S1,xlmr,zero-shot,MID0523,Arabic,D,1,"[0.9936796426773071, 0.9945045113563538, 0.9938895106315613, 0.9945114850997925]"
S1,xlmr,zero-shot,MID0614,Arabic,A,1,"[0.993278443813324, 0.992771327495575, 0.9917815327644348, 0.9921871423721313]"
S1,xlmr,zero-shot,MID0912,Arabic,A,0,"[0.9968593716621399, 0.9960793852806091, 0.9950355291366577, 0.9960162043571472]"
S1,xlmr,zero-shot,MID0755,Arabic,C,1,"[0.9906455278396606, 0.9910405874252319, 0.9928341507911682, 0.9908457398414612]"
S1,xlmr,zero-shot,MID0605,Arabic,C,0,"[0.9943697452545166, 0.9943178296089172, 0.9946503043174744, 0.9913470149040222]"
S1,xlmr,zero-shot,MID0826,Arabic,C,0,"[0.9926586747169495, 0.9942277073860168, 0.9945246577262878, 0.9934711456298828]"
S1,xlmr,zero-shot,MID0744,Arabic,D,0,"[0.9916236996650696, 0.9873945713043213, 0.9929399490356445, 0.995025098323822]"
S1,xlmr,zero-shot,YOR1930,Yoruba,C,0,"[0.9933255314826965, 0.9947996139526367, 0.9950535297393799, 0.9930276870727539]"
S1,xlmr,zero-shot,YOR1569,Yoruba,B,1,"[0.9927119016647339, 0.9949873089790344, 0.9933995604515076, 0.993022620677948]"
S1,xlmr,zero-shot,YOR2171,Yoruba,D,0,"[0.9932802319526672, 0.9923089742660522, 0.9923112392425537, 0.995102047920227]"
