task,strategy,language,sample_id,source_proverb,proverb_en,correct_meaning,cultural_context_available,Choice_A,Choice_B,Choice_C,Choice_D,Answer,distractor_1,distractor_2,distractor_3,raw_response,parse,complete,len_r,distinct,quality
b,cot_xl,Arabic,MID0216,اصبوعي في حلوجهم وصبوعهم في عيوني.,Evil in return for god deed.,One of the popular proverbs that expresses the rejection of ingratitude. It means that there are those who do a lot of good and in return they only receive ingratitude.,True,One of the popular proverbs that expresses the rejection of ingratitude. It means that there are those who do a lot of good and in return they only receive ingratitude.,A phrase emphasizing the importance of revenge in situations of ingratitude.,A metaphorical representation of the destructive power of envy.,A commentary on the societal pressures that often lead to ingratitude.,A,A phrase emphasizing the importance of revenge in situations of ingratitude.,A metaphorical representation of the destructive power of envy.,A commentary on the societal pressures that often lead to ingratitude.,"[""A phrase emphasizing the importance of revenge in situations of ingratitude."", ""A metaphorical representation of the destructive power of envy."", ""A commentary on the societal pressures that often lead to ingratitude.""]",1.0,1.0,0.34,0.84,95.2
b,cot_xl,Arabic,MID0217,اعمل خير وعقه بحر,Do good and cast it into the sea.,"It is used to encourage people to do good deeds, regardless of who deserves them or not.",True,"If you do good and cast it into the sea, you're wasting your effort on marine life.","If you cast good deeds into the sea, they'll be swallowed by the fish.","It is used to encourage people to do good deeds, regardless of who deserves them or not.","If you do good and cast it into the sea, people think the sea is a charitable organization.",C,"If you cast good deeds into the sea, they'll be swallowed by the fish.","If you do good and cast it into the sea, people think the sea is a charitable organization.","If you do good and cast it into the sea, you're wasting your effort on marine life.","[""If you cast good deeds into the sea, they'll be swallowed by the fish."",
""If you do good and cast it into the sea, people think the sea is a charitable organization."",
""If you do good and cast it into the sea, you're wasting your effort on marine life.""]",1.0,1.0,0.96,0.66,89.8
b,cot_xl,Arabic,MID0218,اقنع تشبع.,Contentment is wealth.,"The proverb is an advice for people to be content with Allah's allottation for them, and they will feel like they are rich.",True,A content person is more likely to be a wealthy person in the eyes of society due to their humility.,The idea of contentment leading to wealth is actually a warning against excessive indulgence.,People who are content often have more wealth because they are more willing to take calculated risks.,"The proverb is an advice for people to be content with Allah's allottation for them, and they will feel like they are rich.",D,A content person is more likely to be a wealthy person in the eyes of society due to their humility.,The idea of contentment leading to wealth is actually a warning against excessive indulgence.,People who are content often have more wealth because they are more willing to take calculated risks.,"[""A content person is more likely to be a wealthy person in the eyes of society due to their humility."", ""The idea of contentment leading to wealth is actually a warning against excessive indulgence."", ""People who are content often have more wealth because they are more willing to take calculated risks.""]",1.0,1.0,0.74,0.88,96.4
b,cot_xl,Arabic,MID0219,البحر فيه لاغش,The worst is yet to come.,(لاغش: an unusual movement of the wave). It indicates the existence of an action that will lead to a devastating disaster.,True,The proverb means that the ocean has no shortage of water.,The proverb is referring to the worst part of the day.,(لاغش: an unusual movement of the wave). It indicates the existence of an action that will lead to a devastating disaster.,The prophet is warning about the dangers of the sea.,C,The prophet is warning about the dangers of the sea.,The proverb is referring to the worst part of the day.,The proverb means that the ocean has no shortage of water.,"[""The prophet is warning about the dangers of the sea."", ""The proverb is referring to the worst part of the day."", ""The proverb means that the ocean has no shortage of water.""]",1.0,1.0,0.51,0.82,94.6
b,cot_xl,Arabic,MID0220,البحر له ناس لفيحه، يعرفون التوح من اليره، موب كل من تاح سريحه، قال هذا خيط وبيره.,Never send a boy to do a man's job.,"An Emirati proverb that is said to emphasize that every person has his own specialty, and every profession has its own experts and craftsmen.",True,"In this context, the proverb suggests that any form of violence is a form of 'taweem' that needs to be avoided.","An Emirati proverb that is said to emphasize that every person has his own specialty, and every profession has its own experts and craftsmen.",The proverb emphasizes the importance of secrecy and keeping one's intentions hidden from others.,The proverb advises against taking risks or making bold decisions.,B,"In this context, the proverb suggests that any form of violence is a form of 'taweem' that needs to be avoided.",The proverb advises against taking risks or making bold decisions.,The proverb emphasizes the importance of secrecy and keeping one's intentions hidden from others.,"[""In this context, the proverb suggests that any form of violence is a form of 'taweem' that needs to be avoided."", ""The proverb advises against taking risks or making bold decisions."", ""The proverb emphasizes the importance of secrecy and keeping one's intentions hidden from others.""]",1.0,1.0,0.62,0.91,97.3
b,cot_xl,Arabic,MID0221,"البعد بعد القلوب موب بعد الدروب.
","Love knows no distance.

or 

Distance means so little, when you mean so much.","This proverb is said to someone who is not reassured about his loved ones and does not care about them due to the long distance. Therefore, the real distance is the distance from the heart and mind, not the distance from the land or place.",True,"This proverb suggests that love is more important than physical health, and one should prioritize it over personal well-being.","This proverb is said to someone who is not reassured about his loved ones and does not care about them due to the long distance. Therefore, the real distance is the distance from the heart and mind, not the distance from the land or place.","This proverb implies that in times of war, the distance between enemy camps is negligible compared to the love and loyalty of soldiers.","This proverb refers to the vastness of space, and how love can transcend galaxies.",B,"This proverb refers to the vastness of space, and how love can transcend galaxies.","This proverb suggests that love is more important than physical health, and one should prioritize it over personal well-being.","This proverb implies that in times of war, the distance between enemy camps is negligible compared to the love and loyalty of soldiers.","[""This proverb refers to the vastness of space, and how love can transcend galaxies."", ""This proverb suggests that love is more important than physical health, and one should prioritize it over personal well-being."", ""This proverb implies that in times of war, the distance between enemy camps is negligible compared to the love and loyalty of soldiers.""]",1.0,1.0,0.41,0.81,94.3
b,cot_xl,Arabic,MID0222,الحب يطلع على بذره.,You reap what you sow.,"The meaning of the proverb is that when the seeds are planted, they produce good plants if the seed is good. If it is good, the crop will be good, but if it is bad, the crop will be affected and spoiled. This proverb shows the importance of raising children properly and bringing them up with good qualities, good values ​​and examples that are passed on from one generation to the next.",True,The seeds of a good crop are only planted during full moons.,"If a person is not good-looking, they will not reap a good harvest.",Planting seeds during the winter months will guarantee a poor harvest in the following spring.,"The meaning of the proverb is that when the seeds are planted, they produce good plants if the seed is good. If it is good, the crop will be good, but if it is bad, the crop will be affected and spoiled. This proverb shows the importance of raising children properly and bringing them up with good qualities, good values ​​and examples that are passed on from one generation to the next.",D,"If a person is not good-looking, they will not reap a good harvest.",The seeds of a good crop are only planted during full moons.,Planting seeds during the winter months will guarantee a poor harvest in the following spring.,"[""If a person is not good-looking, they will not reap a good harvest."", ""The seeds of a good crop are only planted during full moons."", ""Planting seeds during the winter months will guarantee a poor harvest in the following spring.""]",1.0,1.0,0.19,0.88,96.4
b,cot_xl,Arabic,MID0223,الحسود لا يسود,Jealousy eats away at the jealous.,It indicates that the envious person lives in misery and does not gain any good from envy.,True,Being jealous actually makes you stronger,It's a warning that jealousy can be a physical parasite that consumes a person's body,This proverb means that the act of being envious can be contagious and affect those around you,It indicates that the envious person lives in misery and does not gain any good from envy.,D,Being jealous actually makes you stronger,This proverb means that the act of being envious can be contagious and affect those around you,It's a warning that jealousy can be a physical parasite that consumes a person's body,"[""Being jealous actually makes you stronger"", ""This proverb means that the act of being envious can be contagious and affect those around you"", ""It's a warning that jealousy can be a physical parasite that consumes a person's body""]",1.0,1.0,0.75,0.93,97.9
b,cot_xl,Arabic,MID0224,الديك يصقع في البيضه,A pint-sized man. ,"The proverb shows that a boy's manliness and chivalry are evident from a young age, and people understand his movements, and hopes are attached to him, so he is treated like a man.",True,"This proverb is likely referencing the small size of the man's shoes, not his physical stature.","In this culture, roosters are often associated with weakness rather than masculinity.",The small size of the rooster is due to the cage it is being kept in.,"The proverb shows that a boy's manliness and chivalry are evident from a young age, and people understand his movements, and hopes are attached to him, so he is treated like a man.",D,The small size of the rooster is due to the cage it is being kept in.,"In this culture, roosters are often associated with weakness rather than masculinity.","This proverb is likely referencing the small size of the man's shoes, not his physical stature.","[""The small size of the rooster is due to the cage it is being kept in."", ""In this culture, roosters are often associated with weakness rather than masculinity."", ""This proverb is likely referencing the small size of the man's shoes, not his physical stature.""]",1.0,1.0,0.44,0.91,97.3
b,cot_xl,Arabic,MID0225,الزاد يفنى والربيع يدوم.,"If everything perishes, a loyal friend will remain.","It means that material things will inevitably pass away, but a loyal friend will remain.",True,"It means that material things will inevitably pass away, but a loyal friend will remain.","If you have a loyal friend, you'll be able to find all your lost belongings.","The longer you live, the more loyal friends you'll find.",A loyal friend is only valuable when everything else is lost or destroyed.,A,"If you have a loyal friend, you'll be able to find all your lost belongings.",A loyal friend is only valuable when everything else is lost or destroyed.,"The longer you live, the more loyal friends you'll find.","[""If you have a loyal friend, you'll be able to find all your lost belongings."", ""A loyal friend is only valuable when everything else is lost or destroyed."", ""The longer you live, the more loyal friends you'll find.""]",1.0,1.0,0.84,0.89,96.7
b,cot_xl,Arabic,MID0226,السمكة الخايسة تخيس السمك كله,The rotten apple injures its neighbor.,This proverb warns against associating with fools and the dishonorable.,True,This proverb warns against associating with fools and the dishonorable.,A person who has eaten spoiled food may become so weakened that they cannot protect their neighbor from injury.,"This proverb suggests that the rotten fish itself is the one being injured, not the neighbor.",The people of the coastal town are more prone to eating spoiled fish due to the limited access to fresh seafood.,A,The people of the coastal town are more prone to eating spoiled fish due to the limited access to fresh seafood.,"This proverb suggests that the rotten fish itself is the one being injured, not the neighbor.",A person who has eaten spoiled food may become so weakened that they cannot protect their neighbor from injury.,"[""The people of the coastal town are more prone to eating spoiled fish due to the limited access to fresh seafood."", ""This proverb suggests that the rotten fish itself is the one being injured, not the neighbor."", ""A person who has eaten spoiled food may become so weakened that they cannot protect their neighbor from injury.""]",1.0,1.0,1.87,0.96,98.8
b,cot_xl,Arabic,MID0227,الشيفة شيفة، والمعاني ضعيفة,still waters run deep.,"This Emirati proverb is said when you see a person with a good appearance and you admire him and get a positive impression of him, while he is bad in character and work.",True,Quiet individuals often hide their inability to speak Arabic.,"In still waters, the water level is more prone to fluctuation.",The waters are stagnant because they lack a strong current.,"This Emirati proverb is said when you see a person with a good appearance and you admire him and get a positive impression of him, while he is bad in character and work.",D,The waters are stagnant because they lack a strong current.,"In still waters, the water level is more prone to fluctuation.",Quiet individuals often hide their inability to speak Arabic.,"[""The waters are stagnant because they lack a strong current."", ""In still waters, the water level is more prone to fluctuation."", ""Quiet individuals often hide their inability to speak Arabic.""]",1.0,1.0,0.3,0.97,99.1
b,cot_xl,Arabic,MID0228,الصافع ينسى والمصفوع ما ينسى,"The axe forgets but the tree remembers.
or
The tree remembers what the axe forgets.","This proverb is said when someone who hurts another person may have a good relationship with him. The one who hurts may forget his wrongdoing, but the one who was hurt cannot forget it.",True,This proverb means that a strong object can overpower a weak one and forget its own strength.,The tree's memory is a symbol of its ability to withstand the axe's power and continue growing.,"This proverb is said when someone who hurts another person may have a good relationship with him. The one who hurts may forget his wrongdoing, but the one who was hurt cannot forget it.",The axe is superior to the tree because it can forget.,C,The axe is superior to the tree because it can forget.,This proverb means that a strong object can overpower a weak one and forget its own strength.,The tree's memory is a symbol of its ability to withstand the axe's power and continue growing.,"[""The axe is superior to the tree because it can forget."", ""This proverb means that a strong object can overpower a weak one and forget its own strength."", ""The tree's memory is a symbol of its ability to withstand the axe's power and continue growing.""]",1.0,1.0,0.44,0.91,97.3
b,cot_xl,Arabic,MID0229,الصديج قبل الطريج,Choose a partner/ friend before choosing a path.,It shows the importance of a friend.,True,To prioritize a friend over a goal.,It shows the importance of a friend.,This saying suggests that a partner is more important than a leader.,Choose the right friend and you'll never miss the right opportunity.,B,To prioritize a friend over a goal.,This saying suggests that a partner is more important than a leader.,Choose the right friend and you'll never miss the right opportunity.,"[""To prioritize a friend over a goal."", ""This saying suggests that a partner is more important than a leader."", ""Choose the right friend and you'll never miss the right opportunity.""]",1.0,1.0,1.43,0.96,98.8
b,cot_xl,Arabic,MID0230,الضرب في الميت حرام.,Don't beat a dead horse.,"There is no point in hitting and insulting someone who does not feel or feel pain, he is like a dead person, so hitting and talking to him is useless.",True,"When a horse is already dead, it's better to give it a proper burial.","In ancient Egypt, beating a dead mummy was an art form.",It's not worth getting a tattoo on a corpse.,"There is no point in hitting and insulting someone who does not feel or feel pain, he is like a dead person, so hitting and talking to him is useless.",D,It's not worth getting a tattoo on a corpse.,"When a horse is already dead, it's better to give it a proper burial.","In ancient Egypt, beating a dead mummy was an art form.","[""It's not worth getting a tattoo on a corpse."", ""When a horse is already dead, it's better to give it a proper burial."", ""In ancient Egypt, beating a dead mummy was an art form.""]",1.0,1.0,0.38,0.93,97.9
b,cot_xl,Arabic,MID0231,العين بصيرة، واليد قصيرة,the eyes desire what the hands can't reach.,"It indicates that the speaker is talking about his experience and knowledge of things, but the little money or management he has in his hand hides his ability and good conduct.",True,This phrase implies that the quality of one's eyesight directly correlates with one's financial potential.,The proverb suggests that people with good vision are doomed to be short-lived.,"It indicates that the speaker is talking about his experience and knowledge of things, but the little money or management he has in his hand hides his ability and good conduct.",It implies that wealthy individuals are often blind to reality.,C,The proverb suggests that people with good vision are doomed to be short-lived.,It implies that wealthy individuals are often blind to reality.,This phrase implies that the quality of one's eyesight directly correlates with one's financial potential.,"[""The proverb suggests that people with good vision are doomed to be short-lived."", ""It implies that wealthy individuals are often blind to reality."", ""This phrase implies that the quality of one's eyesight directly correlates with one's financial potential.""]",1.0,1.0,0.41,0.88,96.4
b,cot_xl,Arabic,MID0232,الفضول قتل العيوز.,Curiosity killed the cat.,"This proverb calls for staying away from curiosity, and it goes back to a story about an old woman who died because of her curiosity.",True,The old woman's curiosity led to a groundbreaking discovery that saved her life.,"The cat died to make way for a new, more efficient predator.",Curiosity is the key to unlocking knowledge and wisdom.,"This proverb calls for staying away from curiosity, and it goes back to a story about an old woman who died because of her curiosity.",D,Curiosity is the key to unlocking knowledge and wisdom.,"The cat died to make way for a new, more efficient predator.",The old woman's curiosity led to a groundbreaking discovery that saved her life.,"[""Curiosity is the key to unlocking knowledge and wisdom."", ""The cat died to make way for a new, more efficient predator."", ""The old woman's curiosity led to a groundbreaking discovery that saved her life.""]",1.0,1.0,0.45,0.87,96.1
b,cot_xl,Arabic,MID0233,القطو العود ما يتربى.,You can't teach an old dog new tricks. ,The meaning of this proverb is that a corrupt adult who has reached adulthood is difficult to re-educated.,True,The proverb implies that old dogs have a short memory span and therefore can't absorb new information.,The proverb suggests that old dogs are more likely to be lazy.,The meaning of this proverb is that a corrupt adult who has reached adulthood is difficult to re-educated.,The saying implies that it's impossible to teach a dog to perform its natural instincts differently.,C,The proverb suggests that old dogs are more likely to be lazy.,The saying implies that it's impossible to teach a dog to perform its natural instincts differently.,The proverb implies that old dogs have a short memory span and therefore can't absorb new information.,"[""The proverb suggests that old dogs are more likely to be lazy."", 
""The saying implies that it's impossible to teach a dog to perform its natural instincts differently."", 
""The proverb implies that old dogs have a short memory span and therefore can't absorb new information.""]",1.0,1.0,0.83,0.84,95.2
b,cot_xl,Arabic,MID0234,الكذب حبله قصير.,Lies will get found out.,"It indicates that lies are usually eventually exposed, and have limited or short-lived impact.",True,"It indicates that lies are usually eventually exposed, and have limited or short-lived impact.","Culturally, this proverb highlights the importance of short-lived or temporary deceptions in social hierarchies.","In this proverb, the speaker is expressing disdain for the idea of tall, muscular men.",The phrase 'short love' implies that relationships built on lies are fleeting and romantic.,A,"In this proverb, the speaker is expressing disdain for the idea of tall, muscular men.",The phrase 'short love' implies that relationships built on lies are fleeting and romantic.,"Culturally, this proverb highlights the importance of short-lived or temporary deceptions in social hierarchies.","[""In this proverb, the speaker is expressing disdain for the idea of tall, muscular men."", ""The phrase 'short love' implies that relationships built on lies are fleeting and romantic."", ""Culturally, this proverb highlights the importance of short-lived or temporary deceptions in social hierarchies.""]",1.0,1.0,1.02,0.92,97.6
b,cot_xl,Arabic,MID0235,الكلب ما ينبح الا عند دار أهله,The dog only barks at its owner's house.,A sign of the dog's loyalty and appreciation for those who take care of it,True,A sign of the dog's loyalty and appreciation for those who take care of it,The dog is warning other animals to stay away from its owner's household because it senses competition,The dog is only aggressive towards its owner's household because it is threatened by the owner's authority,The dog is indicating that it is jealous of the amount of attention given to its owner's family,A,The dog is only aggressive towards its owner's household because it is threatened by the owner's authority,The dog is indicating that it is jealous of the amount of attention given to its owner's family,The dog is warning other animals to stay away from its owner's household because it senses competition,"[""The dog is only aggressive towards its owner's household because it is threatened by the owner's authority"", ""The dog is indicating that it is jealous of the amount of attention given to its owner's family"", ""The dog is warning other animals to stay away from its owner's household because it senses competition""]",1.0,1.0,1.16,0.7,91.0
b,cot_xl,Arabic,MID0236,اللي فات مات.,let bygones be bygones.,"This proverb is effective psychological advice for those whose thinking is mortgaged to the past, which is a serious psychological illness because it harms sound thinking and paralyzes a person’s movement towards the future. Thinking makes a person become a prisoner of the past and its bitter memories, and makes him cry over the ruins of those who have passed away, but the tear that falls will not return, and this proverb spreads a spirit of optimism and a new start.",True,People who let bygones be bygones are cowards because they don't stand up for themselves.,Those who are late are weak because they can't catch up.,This proverb is a message to people to ignore their personal problems and focus on getting richer.,"This proverb is effective psychological advice for those whose thinking is mortgaged to the past, which is a serious psychological illness because it harms sound thinking and paralyzes a person’s movement towards the future. Thinking makes a person become a prisoner of the past and its bitter memories, and makes him cry over the ruins of those who have passed away, but the tear that falls will not return, and this proverb spreads a spirit of optimism and a new start.",D,Those who are late are weak because they can't catch up.,People who let bygones be bygones are cowards because they don't stand up for themselves.,This proverb is a message to people to ignore their personal problems and focus on getting richer.,"[""Those who are late are weak because they can't catch up."",
""People who let bygones be bygones are cowards because they don't stand up for themselves."",
""This proverb is a message to people to ignore their personal problems and focus on getting richer.""]",1.0,1.0,0.18,0.92,97.6
b,cot_xl,Arabic,MID0237,اللي في القدر يطلعه الملاس,Let's wait and hold to see what the future holds.,"It indicates that the news that is currently hidden will be revealed with time, and it is similar to the Levantine proverb “Tomorrow the snow will melt and the meadow will appear.”",True,The ability to predict the future is a gift given to those who possess it,The phrase is a warning to not be too optimistic about the future,"It indicates that the news that is currently hidden will be revealed with time, and it is similar to the Levantine proverb “Tomorrow the snow will melt and the meadow will appear.”",The future may bring a curse that cannot be escaped,C,The future may bring a curse that cannot be escaped,The phrase is a warning to not be too optimistic about the future,The ability to predict the future is a gift given to those who possess it,"[""The future may bring a curse that cannot be escaped"",
""The phrase is a warning to not be too optimistic about the future"",
""The ability to predict the future is a gift given to those who possess it""]",1.0,1.0,0.4,0.79,93.7
b,cot_xl,Arabic,MID0238,اللي في قلبه صلاة ما تفوته.,"The key to success is to focus on goals, not obstacles.
\ Don’t wait for opportunity, Create it.","Whoever wants something will strive for it, and circumstances will not make him forget his goals.",True,"The key to success is in the heart, not the mind.",The one who has money always has prayer.,"Whoever wants something will strive for it, and circumstances will not make him forget his goals.",Those with strong faith will always achieve their goals.,C,The one who has money always has prayer.,"The key to success is in the heart, not the mind.",Those with strong faith will always achieve their goals.,"[""The one who has money always has prayer."", ""The key to success is in the heart, not the mind."", ""Those with strong faith will always achieve their goals."" ]",1.0,1.0,0.58,0.96,98.8
b,cot_xl,Arabic,MID0239,اللي ما عنده عمل يكاري له جمل واللي ما عنده حيله يلعب التيله,A cat in gloves catches no mice.,One of the proverbs that calls for work and staying away from idleness and unemployment.,True,One should always prioritize appearances over actual accomplishments.,Those who are skilled at deception will often go unnoticed by their enemies.,An individual in a position of power will always find someone to do the dirty work for them.,One of the proverbs that calls for work and staying away from idleness and unemployment.,D,An individual in a position of power will always find someone to do the dirty work for them.,One should always prioritize appearances over actual accomplishments.,Those who are skilled at deception will often go unnoticed by their enemies.,"[""An individual in a position of power will always find someone to do the dirty work for them."", ""One should always prioritize appearances over actual accomplishments."", ""Those who are skilled at deception will often go unnoticed by their enemies.""]",1.0,1.0,0.87,0.98,99.4
b,cot_xl,Arabic,MID0240,اللي ما له أول ما له تالي.,"Without a past, there is no present.","A popular Emirati proverb used to emphasize that he who has no past has no present, and Emirati citizens should be proud of the past that brought them to this present.",True,You can't move forward in life without a solid understanding of your past self.,"In order to succeed, you need to leave your past behind and not learn from it.","A popular Emirati proverb used to emphasize that he who has no past has no present, and Emirati citizens should be proud of the past that brought them to this present.","The more time you spend in the past, the better your present will be.",C,"The more time you spend in the past, the better your present will be.",You can't move forward in life without a solid understanding of your past self.,"In order to succeed, you need to leave your past behind and not learn from it.","[""The more time you spend in the past, the better your present will be."", ""You can't move forward in life without a solid understanding of your past self."", ""In order to succeed, you need to leave your past behind and not learn from it.""]",1.0,1.0,0.47,0.86,95.8
b,cot_xl,Arabic,MID0241,اللي ماله صدر ماله تفر.,"No beginning, no end.",(تفر) is the stern of the ship and (صدر) is the front of the ship. The meaning of this proverb is that everything has a beginning and an end.,True,"The 'صدر' in this proverb refers to a person's stomach and 'تفر' refers to their mouth, so it means that when your stomach is empty, your mouth is too.","The ship's stern is a symbol of bad luck, so this proverb means that when you have bad luck, you're doomed to repeat it.",(تفر) is the stern of the ship and (صدر) is the front of the ship. The meaning of this proverb is that everything has a beginning and an end.,"The proverb is actually about the phases of the moon, where 'صدر' represents the full moon and 'تفر' represents the new moon, so it means that there's a cycle to life.",C,"The ship's stern is a symbol of bad luck, so this proverb means that when you have bad luck, you're doomed to repeat it.","The 'صدر' in this proverb refers to a person's stomach and 'تفر' refers to their mouth, so it means that when your stomach is empty, your mouth is too.","The proverb is actually about the phases of the moon, where 'صدر' represents the full moon and 'تفر' represents the new moon, so it means that there's a cycle to life.","[""The ship's stern is a symbol of bad luck, so this proverb means that when you have bad luck, you're doomed to repeat it."", 
""The 'صدر' in this proverb refers to a person's stomach and 'تفر' refers to their mouth, so it means that when your stomach is empty, your mouth is too."", 
""The proverb is actually about the phases of the moon, where 'صدر' represents the full moon and 'تفر' represents the n",1.0,1.0,0.97,0.72,91.6
b,cot_xl,Arabic,MID0242,اللي يطيع أبوه يطيعونه عياله.,Like father like son.,"One of the popular proverbs in the UAE about children being dutiful to their parents, and that everything returns to a person, if he obeys his parents he will grow up, and then his children will obey him.",True,The proverb suggests that a person's relationship with their in-laws is directly tied to their obedience to their parents.,The proverb is warning parents that they will be held accountable for their children's actions.,"One of the popular proverbs in the UAE about children being dutiful to their parents, and that everything returns to a person, if he obeys his parents he will grow up, and then his children will obey him.",This saying implies that one will never be able to change their family dynamics and social status.,C,The proverb is warning parents that they will be held accountable for their children's actions.,This saying implies that one will never be able to change their family dynamics and social status.,The proverb suggests that a person's relationship with their in-laws is directly tied to their obedience to their parents.,"[""wrong 1"" : ""The proverb is warning parents that they will be held accountable for their children's actions."", 
""wrong 2"" : ""This saying implies that one will never be able to change their family dynamics and social status."", 
""wrong 3"" : ""The proverb suggests that a person's relationship with their in-laws is directly tied to their obedience to their parents."" ]",1.0,1.0,0.45,0.85,95.5
b,cot_xl,Arabic,MID0243,المطر قطرة على قطرة يظول غدير., A journey of thousand miles begins with a single step.,"Repetition and consistency can create great success or impact over time, just as every raindrop contributes to a pond or stream.",True,"Repetition and consistency can create great success or impact over time, just as every raindrop contributes to a pond or stream.",The proverb implies that a single step can only be taken at night.,"The proverb is advising against large-scale action, as it's better to focus on individual drops of rain.",The proverb suggests that a single step is only necessary if you're planning a journey to a pond.,A,The proverb implies that a single step can only be taken at night.,The proverb suggests that a single step is only necessary if you're planning a journey to a pond.,"The proverb is advising against large-scale action, as it's better to focus on individual drops of rain.","[""The proverb implies that a single step can only be taken at night."",
""The proverb suggests that a single step is only necessary if you're planning a journey to a pond."",
""The proverb is advising against large-scale action, as it's better to focus on individual drops of rain.""]",1.0,1.0,0.76,0.82,94.6
b,cot_xl,Arabic,MID0244,اليوز لو ما تكسره ما تاكل لبه,"Nothing ventured, nothing gained./ Whoever strives shall find, whoever sows shall reap.","اليوز: walnut, the letter jim is reversed, لبه: the fruit. It means that reaching the goal requires effort, fatigue, and strength in order to obtain it.",True,The phrase is a metaphor for the struggle of walnut trees to produce fruit in arid environments.,The proverb warns against eating walnuts before they're fully ripe.,It suggests that the letter 'jim' itself holds spiritual significance.,"اليوز: walnut, the letter jim is reversed, لبه: the fruit. It means that reaching the goal requires effort, fatigue, and strength in order to obtain it.",D,The proverb warns against eating walnuts before they're fully ripe.,It suggests that the letter 'jim' itself holds spiritual significance.,The phrase is a metaphor for the struggle of walnut trees to produce fruit in arid environments.,"[""The proverb warns against eating walnuts before they're fully ripe."", ""It suggests that the letter 'jim' itself holds spiritual significance."", ""The phrase is a metaphor for the struggle of walnut trees to produce fruit in arid environments.""]",1.0,1.0,0.47,0.96,98.8
b,cot_xl,Arabic,MID0245,انفخ يا شريم قال برطم ما هست,Born to suffer./ You can not escape bad luck,"(برطم: lip), (شريم: the person with a cleft lip). The proverb means that the person with cleft lips cannot blow, and this proverb is used to describe a person who wishes for something but does not get it because of obstacles.",True,"(برطم: lip), (شريم: the person with a cleft lip). The proverb means that the person with cleft lips cannot blow, and this proverb is used to describe a person who wishes for something but does not get it because of obstacles.","In this proverb, the person with a cleft lip is a metaphor for a person who has a talent for making music, but is restricted from expressing it.","In this context, the cleft lip is a symbol of a person's ability to hold their breath, and the proverb suggests that they should not blow their chances in life.","In Arabic culture, a person with a cleft lip is seen as a sign of great good fortune, but they must be careful not to blow their luck.",A,"In Arabic culture, a person with a cleft lip is seen as a sign of great good fortune, but they must be careful not to blow their luck.","In this proverb, the person with a cleft lip is a metaphor for a person who has a talent for making music, but is restricted from expressing it.","In this context, the cleft lip is a symbol of a person's ability to hold their breath, and the proverb suggests that they should not blow their chances in life.","[""In Arabic culture, a person with a cleft lip is seen as a sign of great good fortune, but they must be careful not to blow their luck."",
""In this proverb, the person with a cleft lip is a metaphor for a person who has a talent for making music, but is restricted from expressing it."",
""In this context, the cleft lip is a symbol of a person's ability to hold their breath, and the proverb suggests ",1.0,1.0,0.7,0.79,93.7
b,cot_xl,Arabic,MID0246,بغاها طرب صارت نشب.,Gild the lily.,This proverb is used when the results are contrary to expectations. There are many things started as a joke and then became a reality. The pranks and incidents on this matter are too numerous to count.,True,This proverb is used when one has too much confidence in their success.,This proverb is used when the results are contrary to expectations. There are many things started as a joke and then became a reality. The pranks and incidents on this matter are too numerous to count.,"In this cultural context, the phrase is used when one finds pleasure in deliberately causing chaos.","The phrase implies that something that is already beautiful, does not need additional ornaments.",B,This proverb is used when one has too much confidence in their success.,"The phrase implies that something that is already beautiful, does not need additional ornaments.","In this cultural context, the phrase is used when one finds pleasure in deliberately causing chaos.","[""This proverb is used when one has too much confidence in their success."", ""The phrase implies that something that is already beautiful, does not need additional ornaments."", ""In this cultural context, the phrase is used when one finds pleasure in deliberately causing chaos.""]",1.0,1.0,0.4,0.86,95.8
b,cot_xl,Arabic,MID0247,بغى يكحلها عماها.,Gild the lily.,"Such as saying: make matters worse, or pour oil on the fire. The proverb refers to a person who wants to fix something but accidentally destroys it. It is said that the story of this proverb is a fairy tale that goes back to a dog who wanted to put kohl in his eye and put his claws in it.",True,,,,,,,,,"[""wrong 1"": The person is trying to add a romantic gesture to an unromantic situation, as the story of the dog implies a desire for intimacy, 
""wrong 2"": The phrase is an idiom for someone who wants to take a more direct and efficient approach, as the dog is trying to apply kohl directly to its eye, 
""wrong 3"": The phrase refers to a situation where someone is blinded by their own emotions, as the",0.0,0.0,0.0,0.0,0.0
b,cot_xl,Arabic,MID0248,بو طبيع ما ايوز عن طبعه (ايوز: يبتعد),Old habits die hard.,"It indicates that every person has a trait that is difficult for him to get rid of, and it is often used as an example of bad traits.",True,The proverb is describing a person who is very healthy and has a long lifespan.,The proverb suggests that old people are stronger than younger people.,The proverb is encouraging children to maintain their physical fitness by practicing good habits from a young age.,"It indicates that every person has a trait that is difficult for him to get rid of, and it is often used as an example of bad traits.",D,The proverb is describing a person who is very healthy and has a long lifespan.,The proverb suggests that old people are stronger than younger people.,The proverb is encouraging children to maintain their physical fitness by practicing good habits from a young age.,"[""The proverb is describing a person who is very healthy and has a long lifespan."", ""The proverb suggests that old people are stronger than younger people."", ""The proverb is encouraging children to maintain their physical fitness by practicing good habits from a young age.""]",1.0,1.0,0.52,0.9,97.0
