task,strategy,lang,source_proverb,correct_text,correct_answer,reasoning,Choice_A,Choice_B,Choice_C,Choice_D
a,cot_xl,English,Speak softly and carry a big stick,Speak softly and carry a big stick,A,Regex Parse,Speak softly and carry a big stick,Carry a big heart and speak loudly,Speak loudly and carry a small drum,Carry a big stone and speak firmly
a,cot_xl,English,Forbidden fruit is the sweetest.,Forbidden fruit is the sweetest.,B,Regex Parse,Forbidden fruit tastes the sweetest always.,Forbidden fruit is the sweetest.,Forbidden fruit is the most sweet.,The forbidden fruit tastes the sweetest.
a,cot_xl,English,The gods send nuts to those who have no teeth,The gods send nuts to those who have no teeth,C,Regex Parse,The gods give gifts to the toothless ones.,The gods provide food to those with no jaw.,The gods send nuts to those who have no teeth,The gods send fruit to those without bite.
a,cot_xl,English,You can have too much of a good thing,You can have too much of a good thing,B,Regex Parse,You can have too much goodness,You can have too much of a good thing,Having too much of something good is bad,You can have too much in a good way
a,cot_xl,English,Pity is akin to love.,Pity is akin to love.,D,"The proverb states that pity is similar to love in its nature. This comparison suggests that pity has a strong emotional component, which is a key aspect of love. The statement is straightforward and lacks complexity, making it difficult to generate distractors that match the tone and complexity while being distinct in meaning.",Pity is similar to love in many ways.,"Pity is a form of love, but not always acknowledged as such.",Love is often mistaken for pity.,Pity is akin to love.
a,cot_xl,English,Stolen fruit is sweet,Stolen fruit is sweet,C,"The proverb suggests that something gained illicitly can be more appealing or desirable due to its forbidden nature. The correct answer maintains the same structure and word count as the proverb, making it a direct representation of the idea. The distractors will aim to preserve this essence while altering the wording.",Pilfered goods are irresistible,Acquired by stealth is more alluring,Stolen fruit is sweet,Illicit gains taste sweeter
a,cot_xl,English,The bane of my life,The bane of my life,D,Regex Parse,A perpetual source of woe,A constant thorn in my side,The source of endless strife,The bane of my life
a,cot_xl,English,Prosperity makes friends; adversity tries them,Prosperity makes friends; adversity tries them,A,Regex Parse,Prosperity makes friends; adversity tries them,Riches create companions; hardship reveals them,Wealth builds friendships; hardship tests them,Affluence attracts friends; adversity unmasks them
a,cot_xl,English,ounce of discretion is worth a pound of wit.,ounce of discretion is worth a pound of wit.,A,Regex Parse,ounce of discretion is worth a pound of wit.,A pound of prudence is worth an ounce of cleverness.,A single pound of wisdom is worth an ounce of cleverness.,A single ounce of caution is equivalent to a pound of intelligence.
a,cot_xl,English,He that is not with me is against me,He that is not with me is against me,A,"The proverb is a direct quote from the Bible (Matthew 12:30) and has a specific, direct meaning. To create distractors, I will use the same grammatical structure and tone while replacing some words to create different phrases that still fit within the context of the original proverb.",He that is not with me is against me,He who is not on my side is against me,He that does not stand with me is against me,He that does not support me is against me
a,cot_xl,English,Rome was not built in a day.,Rome was not built in a day.,A,"The proverb 'Rome was not built in a day' conveys the idea that complex tasks or projects take time to complete. To generate distractors, we need to preserve the word count, grammatical complexity, tone, and metaphor presence while using keywords from the proverb. The correct answer has 6 words. We will aim for distractors within 6 +/- 10% (5.4 to 6.6 words).",Rome was not built in a day.,Rome was not built overnight.,Rome wasn't built in just a day.,Rome wasn't constructed in one day.
a,cot_xl,English,Necessity knows no law,Necessity knows no law,D,Regex Parse,Necessity disregards the lawbook,Necessity breaks every regulation.,Necessity ignores all rules.,Necessity knows no law
a,cot_xl,English,Every horse thinks its own pack is heaviest,Every horse thinks its own pack is heaviest,A,"The proverb suggests that individuals tend to perceive their own problems or burdens as more significant than those faced by others. This is a common phenomenon where people overestimate the weight of their own issues, while underestimating those of others. To generate distractors that are indistinguishable from the correct answer, we need to maintain the same word count, grammatical complexity, tone, and lexical overlap. The correct answer has 7 words, so the distractors should be within 7 +/- 10% word count (6.3 to 7.7 words).",Every horse thinks its own pack is heaviest,Every horse believes its own load is heaviest,Every horse thinks its own burden is heaviest,Every horse thinks its own load is heaviest
a,cot_xl,English,{Costs an arm and a leg},{Costs an arm and a leg},A,Regex Parse,{Costs an arm and a leg},Priced to the bone,Money pits,Broke the bank
a,cot_xl,English,Call no man happy till he is dead,Call no man happy till he is dead,B,Regex Parse,It is unwise to deem a person contented until they have reached their final rest.,Call no man happy till he is dead,No one should be regarded as joyful until the day of their demise.,Do not label a person fortunate until their passing has occurred.
b,zs,English,No man can serve two masters,A person cannot divide their loyalties or pursue two contradictory goals.,C,Regex Parse,One cannot simultaneously pledge allegiance to conflicting interests.,An individual cannot simultaneously dedicate themselves to opposing objectives.,A person cannot divide their loyalties or pursue two contradictory goals.,"It is impossible for someone to maintain multiple, mutually exclusive priorities."
b,zs,English,Never test the depth of water with both feet,"If you’re testing the depth of water with both feet down, you risk being drowned if the water turns out to be deep. But if you test with one foot, you can pull away. The proverb means that before going whole hog into something unknown, assess the risk well.",B,Regex Parse,"Investing in a new stock without doing thorough research can be compared to testing the depth of water with both feet. You risk losing your entire investment if the stock market fluctuates unexpectedly. Conversely, taking a cautious approach by testing with one foot, in this case, by analyzing the company's financial reports, can help you evaluate the risks and make a more informed investment decision.","If you’re testing the depth of water with both feet down, you risk being drowned if the water turns out to be deep. But if you test with one foot, you can pull away. The proverb means that before going whole hog into something unknown, assess the risk well.","When faced with uncertainty, it's essential to pace yourself before diving headfirst into a situation. Testing the depth of water with both feet is a metaphor for acting impulsively without considering the consequences. By taking a measured approach and testing with one foot, you can better assess the risks and make a more informed decision.","Starting a new business venture without researching its feasibility can be likened to testing the depth of water with both feet. You risk losing everything if the venture turns out to be unprofitable. On the other hand, taking a cautious approach and testing with one foot, in this case, by conducting market research, can help you gauge the risks involved and make an informed decision."
b,zs,English,Count your chickens before they are hatched,Don't be hasty in evaluating one's assets.,D,Regex Parse,Avoid premature assessments of wealth or accomplishments.,Be cautious not to overestimate the value of one's possessions until they have been secured.,It's premature to calculate the benefits of an investment before it has come to fruition.,Don't be hasty in evaluating one's assets.
b,zs,English,"Translators, traitors",Translating a sentence perfectly from one language to another is technically impossible.,B,Regex Parse,"Translating between languages often leads to semantic ambiguities, rendering perfect equivalence unattainable.",Translating a sentence perfectly from one language to another is technically impossible.,"The task of translating a sentence from one language to another is inherently fraught with difficulties, making flawless rendition an impossible feat.","In attempting to convey meaning across linguistic boundaries, translators inevitably confront the limitations of language, thus making complete fidelity an elusive goal."
b,zs,English,Rain on someone's parade.,Spoil someone's plans.,B,Regex Parse,Derail someone's meticulously planned endeavors.,Spoil someone's plans.,Upset someone's well-organized goals and objectives.,Disrupt someone's carefully laid strategies.
b,zs,English,Marriage makes or mars a man,Being married can either help or hinder you in your life.,A,Regex Parse,Being married can either help or hinder you in your life.,Being married may either provide a sense of stability and companionship or introduce new challenges to navigate.,The institution of marriage can either contribute positively or negatively to a person's overall well-being.,"A person's marital status can have a significant impact, either enhancing or undermining their personal growth and development."
b,zs,English,God tempers the wind to the shorn lamb.,Heaven is more kind to the weak.,A,Regex Parse,Heaven is more kind to the weak.,The universe is more gentle with those who possess limited strength.,Divine providence shields the vulnerable from harsh realities.,The cosmos adjusts its tests to match the capabilities of the feeble.
b,zs,English,"If you can't beat 'em, join 'em",It is sometimes necessary to surrender one’s pride and conform to another person’s or group’s way of doing things.,A,Regex Parse,It is sometimes necessary to surrender one’s pride and conform to another person’s or group’s way of doing things.,"Sometimes, it's essential to set aside personal convictions and conform to the norms and practices of others in order to achieve a common goal.","To achieve success, it may be necessary to put aside one's individuality and adapt to the customs of a particular group.","In certain situations, one must be willing to compromise personal values and align with the methods of others."
b,zs,English,There's small choice in rotten apples,"If you have a lot of options, but they are all bad, it is the same as having few or no options at all.",D,Regex Parse,"When faced with numerous undesirable options, it's equivalent to having limited or no alternatives.",A multitude of unsatisfactory options leaves you with little to no real choice in the matter.,Having several poor choices doesn't differ much from having only a few or none at all.,"If you have a lot of options, but they are all bad, it is the same as having few or no options at all."
b,zs,English,"He is unworthy to live, who lives only for himself","It is important to think of the needs of others, not only your own.",A,Regex Parse,"It is important to think of the needs of others, not only your own.",One's existence is meaningless if it revolves solely around personal desires.,It's a futile existence that concentrates solely on individual ambitions without acknowledging those of others.,"To live a fulfilling life, one must consider the requirements of others alongside their own."
b,zs,English,"Wise men learn by other men’s mistakes, fools by their own",Wise people are observant so that they can learn by example rather than t hrough the time and energy wasted in their own failed experiences.,A,Regex Parse,Wise people are observant so that they can learn by example rather than t hrough the time and energy wasted in their own failed experiences.,"Wise people are perceptive and learn from the experiences of others, thereby sidestepping the pitfalls of their own mistakes and the wasted time invested in trial and error.",Wise individuals are attentive observers that enable them to acquire knowledge by witnessing the blunders of others thus avoiding the unnecessary stress and resources consumed by their own failed endeavors.,"Wise individuals are astute learners that utilize the knowledge gained from the missteps of others, thereby saving themselves from the exhaustion and loss associated with their own failed attempts."
b,zs,English,Love is without reason,You can’t explain why people fall in love with each other.,C,Regex Parse,It's not possible to rationalize the depth of emotions that form between people.,The intricacies of human relationships are impossible to break down into logical explanations.,You can’t explain why people fall in love with each other.,There's no real logic behind the profound connections humans form with one another.
b,zs,English,Every law has a loophole,"If one tries hard enough, they can find their way ar ound any law or rule.",C,Regex Parse,"With determination and perseverance, individuals can often discover a means to circumvent or navigate through any given regulation or ordinance.","Through persistent effort and clever thinking, it is frequently possible to find an exception or a workaround to any rule or statute.","If one tries hard enough, they can find their way ar ound any law or rule.","In most cases, a person who is diligent and resourceful can uncover a way to bypass or sidestep any law or decree."
b,zs,English,People who live in glass houses should not throw stones.,One should not criticize others for faults similar to one's own and risk retaliation.,C,Regex Parse,"One must refrain from condemning others for flaws akin to those found within oneself, to avoid reciprocal consequences.","It's prudent not to condemn others for defects parallel to those resident within one's own heart, lest it provoke reprisal.",One should not criticize others for faults similar to one's own and risk retaliation.,"It's unwise to judge others for transgressions comparable to one's own, lest they exact vengeance."
b,zs,English,"While there is life, there is hope","As long as you are alive, there is always hope of better times and better things to come, so don’t give up trying to improve your circumstances or make positive changes.",A,Regex Parse,"As long as you are alive, there is always hope of better times and better things to come, so don’t give up trying to improve your circumstances or make positive changes.","For as long as you draw breath, there is a glimmer of possibility that your situation will change for the better, so don't surrender to the status quo and keep working towards a more fulfilling existence.","Since every day is a chance to rebuild and restart, don't lose faith in your ability to overcome adversity and find a path towards a more prosperous life.","As long as life remains, you can expect opportunities for improvement and a chance to break free from hardships, so persevere and strive for a brighter future."
b,zs,English,"A prophet is not without honor, save in his own country",People are more likely to believe in a foreign expert than one from their own kin.,B,Regex Parse,A person from outside the town may be viewed as a more credible expert than a neighbor or a family member.,People are more likely to believe in a foreign expert than one from their own kin.,It is often easier for people to accept an outsider's advice than that of someone from their own community.,Locals might appreciate the expertise of a foreigner over a family member.
b,zs,English,He who wills the end wills the means,"If one is determined enough to reach their goal, they will make any sacrifices and take the necessary risks to do so.",A,Regex Parse,"If one is determined enough to reach their goal, they will make any sacrifices and take the necessary risks to do so.",Anyone who is unwavering in their ambition will be willing to endure hardship and face uncertainty in order to succeed.,"If one sets their sights on a target, they will take every step and make every concession to achieve it.","Those who are resolute in their pursuit will find a way to overcome any obstacle, no matter the cost or challenge."
b,zs,English,Be just before you are generous,Make sure your own debts are paid before lending to others.,B,Regex Parse,See to it that your own financial accounts are balanced before lending a helping hand to others.,Make sure your own debts are paid before lending to others.,Prioritize settling your own financial obligations before offering assistance to those in need.,Ensure that your own financial responsibilities are fulfilled before extending loans or support to others.
b,zs,English,Burning the midnight oil,"To 'burn the midnight oil' is to work late into the night. Originally this was by the light of an oil lamp or candle. More recently, the phrase is used figuratively, alluding back its use before electric lighting.",A,Regex Parse,"To 'burn the midnight oil' is to work late into the night. Originally this was by the light of an oil lamp or candle. More recently, the phrase is used figuratively, alluding back its use before electric lighting.","This phrase is derived from the practice of keeping oil lamps or candles alight overnight to provide light for late-night work, and now it is used to describe putting in extra hours at night, typically when one's regular workday is done.","The phrase 'burn the midnight oil' originated from the use of oil lamps during the night, illuminating people who were working late, and is now used to describe any activity that takes place in the late hours of the night.","This phrase is a metaphor for working late, often when others are asleep, which was initially facilitated by the use of oil lamps or candles for light, and is now used to describe any late-night endeavors."
b,zs,English,When the cat's away the mice will play.,"Without supervision, people misbehave.",D,Regex Parse,"When left unchecked, individuals tend to behave erratically.",Lack of oversight breeds reckless behavior.,"In the absence of authority, chaos ensues.","Without supervision, people misbehave."
b,zs,English,Fake it until you make it,One who imitat es a desired quality with confidence will eventually realize that quality.,A,Regex Parse,One who imitat es a desired quality with confidence will eventually realize that quality.,A person who manifests a certain quality with assurance will ultimately come to embody that quality.,A person who embodies a trait with conviction will ultimately discover that trait within themselves.,One who assumes a certain attribute with poise will eventually find that attribute to be their own.
b,zs,English,Power corrupts,"When people get authority and influence with less accountability, they tend to use that influence in their own interests.",D,Regex Parse,"Authority often brings out the worst in individuals, causing them to prioritize their own desires over collective well-being.","As people gain greater control and influence, they frequently become more self-serving, often to the detriment of others.","The more power one has, the more likely they are to make decisions that benefit themselves, rather than the group as a whole.","When people get authority and influence with less accountability, they tend to use that influence in their own interests."
b,zs,English,Don’t throw the baby out with the bathwater,Avoid discarding valuables.,D,Regex Parse,{'text': 'Avoid eliminating valuable elements in the process of simplifying.'},{'text': 'Beware of jettisoning priceless assets during a thorough cleaning.'},"{'text': ""Don't discard the valuable components in a sweeping reform.""}",Avoid discarding valuables.
b,zs,English,Fortune favors the brave.,"If you carry out your plans boldly, luck is more likely to favor you.",D,Regex Parse,"If you embark on your objectives fearlessly, fate has a greater tendency to align with your goals.","If you tackle your objectives with courage, destiny tends to be more lenient and supportive of your endeavors.","Boldly pursuing your ambitions, you increase the likelihood that fortune will smile upon your endeavors.","If you carry out your plans boldly, luck is more likely to favor you."
b,zs,English,Never go to bed on an argument,Resolve disputes before sleeping.,A,Regex Parse,Resolve disputes before sleeping.,Make amends to preserve a peaceful slumber.,Settle disputes before the dawn breaks.,Avoid letting disagreements fester overnight.
b,zs,English,From the sublime to the ridiculous is but a step,Something beautiful or amazing can easily be followed by something mundane or foolish.,C,Regex Parse,The grand and the mundane coexist in an unpredictable continuum.,A breathtaking sight can often be succeeded by something laughably ordinary.,Something beautiful or amazing can easily be followed by something mundane or foolish.,"From majesty to absurdity, a single misstep can occur."
b,zs,English,Saved by the bell.,Rescued at the last moment.,D,Regex Parse,Snatched from disaster when it seemed too late.,Pulled from the jaws of defeat just in the nick of time.,Extracted from a precarious situation just as all hope seemed lost.,Rescued at the last moment.
b,zs,English,One swallow does not make a summer,A single sign does not mean that a major change has occurred.,C,Regex Parse,A single symptom cannot signify a drastic transformation.,One isolated signal does not guarantee a significant alteration in circumstances.,A single sign does not mean that a major change has occurred.,Just a single indicator does not confirm a profound shift in the environment.
b,zs,English,Accidents will happen,Mistakes or mishaps are inevitable.,A,Regex Parse,Mistakes or mishaps are inevitable.,Occurrences of misfortune or calamity are inescapable.,Incidents or setbacks are bound to occur.,Unforeseen events or disasters are unavoidable.
b,zs,English,"If you're not paying, you're the product",Nothing is for free.,C,Regex Parse,Everything has a hidden cost attached.,Nothing ever comes without a price tag.,Nothing is for free.,You always pay one way or another.
b,zs,English,Might is right.,Those with the most strength or power think they can do whatever they want.,B,Regex Parse,Some people with considerable physical force or social influence think they can disregard the law.,Those with the most strength or power think they can do whatever they want.,Those who wield significant physical or social power often believe they can do as they please.,Those who possess the greatest physical prowess or authority believe they can act unencumbered by rules.
b,zs,English,Liars need good memories.,People who do not tell the truth must be careful to remember what they say.,A,Regex Parse,People who do not tell the truth must be careful to remember what they say.,Those who frequently engage in dishonest behavior must be cautious to recall their misleading claims.,Individuals who intentionally deceive others should be meticulous in recalling their fabricated statements.,People who habitually disregard the truth must be diligent in remembering the falsehoods they utter.
b,zs,English,Love lives in cottages as well as in courts,All kinds of people fall in love regardless of their social or financial status.,B,Regex Parse,"Regardless of one's position in society or financial situation, love knows no boundaries and can touch the hearts of all.",All kinds of people fall in love regardless of their social or financial status.,"Love is not exclusive to those with high social or economic status, and people of various backgrounds can fall in love.","People from all walks of life, regardless of their social standing or material wealth, experience romantic love."
b,zs,English,Rather death than shame,Honor is more important than life itself.,D,Parse Failed,API Failure A,API Failure B,API Failure C,Honor is more important than life itself.
b,zs,English,Everybody loves a winner,"Successful people tend to attract followers, while the less fortunate get left behind .",B,Regex Parse,"A person's achievements often draw people to them, whereas those who struggle may find themselves isolated.","Successful people tend to attract followers, while the less fortunate get left behind .","Winners typically garner a crowd of admirers, whereas those who are less successful often get overlooked.","People are naturally drawn to success, and those who achieve their goals tend to attract a following, whereas the unsuccessful may fall by the wayside."
b,zs,English,Speak softly and carry a big stick,"Speak softly and carry a big stick' is a proverbial saying advising the tactic of caution and non-aggression, backed up by the ability to carry out violent action if required.",A,Regex Parse,"Speak softly and carry a big stick' is a proverbial saying advising the tactic of caution and non-aggression, backed up by the ability to carry out violent action if required.","This proverbial phrase advocates for a measured approach, characterized by gentle communication, coupled with the readiness to exercise forceful measures when necessary.","The idea behind this idiom is to convey the importance of diplomacy and restraint, bolstered by the capability to implement coercive actions if required.","This metaphorical expression suggests that a calm demeanor and effective use of powerful tools can be a potent strategy, allowing for a balance between peaceful resolution and forceful intervention."
b,zs,English,Forbidden fruit is the sweetest.,"When something is not allowed, we are more tempted to it.",B,Regex Parse,The absence of availability can heighten our longing for things that are restricted.,"When something is not allowed, we are more tempted to it.",The allure of something forbidden tends to intensify our desire for it.,Being prohibited from something often makes it more appealing and tempting.
b,zs,English,The gods send nuts to those who have no teeth,Good fortune sometimes comes to people who can no longer use it or enjoy it.,C,Regex Parse,Prosperity can unexpectedly reach those who are unable to partake in its pleasures.,Good luck can occasionally find its way to those who are no longer in a position to appreciate it.,Good fortune sometimes comes to people who can no longer use it or enjoy it.,Fortune often smiles upon individuals who are no longer capable of benefiting from it.
b,zs,English,You can have too much of a good thing,Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.,B,Regex Parse,Having something that's pleasurable doesn't always imply an endless supply is best.,Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.,The mere fact that something is enjoyable doesn't necessarily dictate it should be consumed without limits.,"Although something may offer benefits, it's possible to overindulge and regret the consequences."
b,zs,English,Pity is akin to love.,"If you begin to feel sorry for someone, you may start to love them.",D,Regex Parse,"When empathy takes hold, it can blossom into a deeper affection.",Feeling compassion towards someone can ultimately lead to a deeper emotional bond.,Sympathy can be the initial spark that ignites romantic feelings.,"If you begin to feel sorry for someone, you may start to love them."
b,zs,English,Stolen fruit is sweet,What is forbidden is the most tempting.,C,Regex Parse,What's hidden is often the most enchanting,The allure of what's denied is the greatest,What is forbidden is the most tempting.,That which is forbidden is the sweetest temptation
b,zs,English,The bane of my life,The agent of ruin or woe.,D,Regex Parse,The precipitator of disaster,The scourge of my existence,The harbinger of calamity,The agent of ruin or woe.
b,zs,English,Prosperity makes friends; adversity tries them,"It is easy to make friends when life is comfortable, but when we face hard times, we find out who our true friends are.",A,Regex Parse,"It is easy to make friends when life is comfortable, but when we face hard times, we find out who our true friends are.","Prosperity often begets camaraderie, but genuine friendships are forged in the fire of adversity.","Life's smooth sailing can create a network of acquaintances, yet it's during turbulent periods that we discover the authenticity of our relationships.","Comfort and success may bring an abundance of social connections, but adversity is the true test of a friend's loyalty and character."
b,zs,English,ounce of discretion is worth a pound of wit.,It is better to be cautious and discreet than to try to be funny.,A,Regex Parse,It is better to be cautious and discreet than to try to be funny.,Prudence often supersedes the value of cleverness.,Moderation and tact are typically worth more than sharp wit and humor.,Cautious reserve is frequently more valuable than sharp intellect.
b,zs,English,He that is not with me is against me,Some people take the stand that if someone is not supportive of their cause then they automatic ally consider them to be against it.,A,Regex Parse,Some people take the stand that if someone is not supportive of their cause then they automatic ally consider them to be against it.,"Some individuals are of the opinion that those who do not actively support their movement are, by default, against it.","A considerable number of people subscribe to the notion that those who fail to back their cause are, in effect, working against it.",There are those who firmly believe that anyone not endorsing their ideology is inherently opposed to it.
b,zs,English,Rome was not built in a day.,"Great tasks take time, hard work and perseverance.",A,Regex Parse,"Great tasks take time, hard work and perseverance.","Grand endeavors demand a prolonged duration, diligent effort and unwavering resolve.","Venerable projects require a substantial amount of time, unremitting labor and unyielding persistence.","Majestic undertakings necessitate an extended timeframe, unrelenting toil and unshakeable determination."
b,zs,English,Necessity knows no law,Being desperate may lead you to do illegal things.,D,Regex Parse,"When circumstances become dire, people may resort to actions typically considered unlawful in more ordinary situations.","Desperation often propels individuals into actions they normally wouldn't take, including those that defy the law.","In times of dire need, one may cross the line into illicit activities.",Being desperate may lead you to do illegal things.
b,zs,English,Every horse thinks its own pack is heaviest,We think that we work the hardest. This is also called responsibility bias: People tend to overvalue their own contributions and undervalue contributions of others.,A,Regex Parse,We think that we work the hardest. This is also called responsibility bias: People tend to overvalue their own contributions and undervalue contributions of others.,It's natural for each of us to feel that our portion of the load is the heaviest. This psychological bias is referred to as the responsibility distortion: People tend to overvalue their own input and undervalue the contributions of others.,We assume that we carry the greatest weight in our shared responsibilities. This phenomenon is called the self-importance bias: People often overestimate their own contributions and underestimate the efforts of others.,"We believe that our workload is the most burdensome. This phenomenon is known as accountability distortion, where individuals overestimate their efforts and underrate those of their colleagues."
b,zs,English,{Costs an arm and a leg},Very expensive.,A,Regex Parse,Very expensive.,"Extremely costly, a significant financial burden.","A purchase that requires a heavy expenditure, a significant outlay.",A price so steep it's like selling one's limbs.
b,zs,English,Call no man happy till he is dead,Happiness is fleeting.,B,Regex Parse,Joy is ephemeral.,Happiness is fleeting.,Bliss is transitory by nature.,Contentment is temporary.
b,cot_en,English,No man can serve two masters,A person cannot divide their loyalties or pursue two contradictory goals.,C,Regex Parse,One cannot divide their allegiance between two masters or pursue mutually exclusive goals.,It is impossible for a person to maintain loyalty to two conflicting masters or objectives.,A person cannot divide their loyalties or pursue two contradictory goals.,An individual cannot simultaneously serve two competing interests or masters.
b,cot_en,English,Never test the depth of water with both feet,"If you’re testing the depth of water with both feet down, you risk being drowned if the water turns out to be deep. But if you test with one foot, you can pull away. The proverb means that before going whole hog into something unknown, assess the risk well.",B,"To generate distractors indistinguishable to a blind evaluator, I will create three phrases that match the word count, complexity, tone, and lexical overlap of the correct answer. The correct answer has a word count of 156 words, so the distractors should be within +/- 10% of this count, i.e., between 140 and 172 words. The correct answer has a formal tone and uses metaphors, so the distractors should also have a similar tone and metaphor presence. The keywords from the proverb, such as 'depth', 'water', 'test', and 'risk', should be used in the distractors.","Before wading into uncharted waters, it's vital to sound out the depth, lest you succumb to the perils that lie beneath the surface. By testing the waters with one foot, you can retreat if the depth proves too great, but if you charge in with both feet, you risk being engulfed by the very circumstances you sought to navigate. This adage warns against reckless abandon, instead promoting a cautious and informed approach, where one can gauge the risks and adjust their course accordingly, thereby avoiding the pitfalls that can arise from impetuous decision-making.","If you’re testing the depth of water with both feet down, you risk being drowned if the water turns out to be deep. But if you test with one foot, you can pull away. The proverb means that before going whole hog into something unknown, assess the risk well.","Assessing the risks and consequences of a situation is crucial before taking the plunge, much like testing the depth of a body of water. By probing the unknown with a single foot, you can withdraw if the waters prove too treacherous, whereas committing fully can lead to being swept away. This axiom cautions against impulsive decisions, advocating for a more thoughtful and deliberate approach, which can be the difference between success and catastrophe, especially in unfamiliar or turbulent environments.","When exploring uncharted territories, it's essential to gauge the depth of the situation with caution, lest you find yourself in over your head. Testing the waters with a single toe, rather than diving in headfirst, allows for a more measured approach, minimizing the risk of being overwhelmed. This prudent strategy enables you to assess the situation and make informed decisions, rather than recklessly plunging into the unknown, which can lead to disastrous consequences."
b,cot_en,English,Count your chickens before they are hatched,Don't be hasty in evaluating one's assets.,D,Regex Parse,Do not hastily assess your financial assets.,Avoid premature assessment of your resources.,Refrain from quick judgment of one's possessions.,Don't be hasty in evaluating one's assets.
b,cot_en,English,"Translators, traitors",Translating a sentence perfectly from one language to another is technically impossible.,B,"The correct answer explains the idea behind the proverb 'Translators, traitors' by highlighting the challenges of perfect translation. To create distractors, we need to maintain a similar word count, grammatical complexity, tone, and use keywords like 'translators' and 'traitors'. The distractors should be indistinguishable from the correct answer in terms of these factors, while still conveying a different, yet plausible, message. We will use similar sentence structures and vocabulary to create the distractors.",Translators often face the dilemma of being seen as traitors due to the inevitable loss of meaning in the translation process.,Translating a sentence perfectly from one language to another is technically impossible.,"Despite their best efforts, translators can be perceived as traitors when cultural nuances are lost in translation, altering the original intent.","The saying 'Translators, traitors' underscores the difficulty of translating complex ideas without being viewed as traitors to the original context and meaning."
b,cot_en,English,Rain on someone's parade.,Spoil someone's plans.,B,Regex Parse,Storm their celebration,Spoil someone's plans.,Cloud someone's event,Dampen the party mood
b,cot_en,English,Marriage makes or mars a man,Being married can either help or hinder you in your life.,A,Regex Parse,Being married can either help or hinder you in your life.,Marriage has the potential to either improve or worsen one's life.,Being in a marriage can significantly affect your personal life.,The state of being married can have a positive or negative impact.
b,cot_en,English,God tempers the wind to the shorn lamb.,Heaven is more kind to the weak.,A,Regex Parse,Heaven is more kind to the weak.,The Almighty protects the gentle heart.,Divine hands shield the frail soul.,Providence cares for the vulnerable ones.
b,cot_en,English,"If you can't beat 'em, join 'em",It is sometimes necessary to surrender one’s pride and conform to another person’s or group’s way of doing things.,A,Regex Parse,It is sometimes necessary to surrender one’s pride and conform to another person’s or group’s way of doing things.,"Through the act of surrendering pride and joining others, individuals can gain new insights and experiences that foster personal and collective growth.","Joining forces with others can provide a strategic advantage, allowing for the achievement of common goals through unity rather than competition.","Sometimes, surrendering one’s competitive edge to conform with others can lead to unforeseen benefits and harmony."
b,cot_en,English,There's small choice in rotten apples,"If you have a lot of options, but they are all bad, it is the same as having few or no options at all.",D,No response,API Failure A,API Failure C,API Failure B,"If you have a lot of options, but they are all bad, it is the same as having few or no options at all."
b,cot_en,English,"He is unworthy to live, who lives only for himself","It is important to think of the needs of others, not only your own.",A,No response,"It is important to think of the needs of others, not only your own.",API Failure A,API Failure C,API Failure B
b,cot_en,English,"Wise men learn by other men’s mistakes, fools by their own",Wise people are observant so that they can learn by example rather than t hrough the time and energy wasted in their own failed experiences.,A,No response,Wise people are observant so that they can learn by example rather than t hrough the time and energy wasted in their own failed experiences.,API Failure B,API Failure A,API Failure C
b,cot_en,English,Love is without reason,You can’t explain why people fall in love with each other.,C,No response,API Failure A,API Failure C,You can’t explain why people fall in love with each other.,API Failure B
b,cot_en,English,Every law has a loophole,"If one tries hard enough, they can find their way ar ound any law or rule.",C,No response,API Failure A,API Failure C,"If one tries hard enough, they can find their way ar ound any law or rule.",API Failure B
b,cot_en,English,People who live in glass houses should not throw stones.,One should not criticize others for faults similar to one's own and risk retaliation.,C,No response,API Failure B,API Failure C,One should not criticize others for faults similar to one's own and risk retaliation.,API Failure A
b,cot_en,English,"While there is life, there is hope","As long as you are alive, there is always hope of better times and better things to come, so don’t give up trying to improve your circumstances or make positive changes.",A,No response,"As long as you are alive, there is always hope of better times and better things to come, so don’t give up trying to improve your circumstances or make positive changes.",API Failure C,API Failure B,API Failure A
b,cot_en,English,"A prophet is not without honor, save in his own country",People are more likely to believe in a foreign expert than one from their own kin.,B,"To generate distractors indistinguishable to a blind evaluator, I analyzed the given proverb 'A prophet is not without honor, save in his own country' and the correct answer 'People are more likely to believe in a foreign expert than one from their own kin.' The correct answer conveys the idea that people often underestimate or undervalue those who are from their own community or family, preferring instead to trust outsiders. The distractors must match the word count, grammatical complexity, tone, and use similar keywords to the correct answer. The tone of the correct answer is formal and does not contain metaphors, so the distractors will be constructed to match this formality and literalness. Keywords from the proverb and the correct answer, such as 'expert,' 'own,' and 'believe,' will be incorporated into the distractors. With these requirements in mind, the distractors are crafted to be plausible interpretations of the proverb that closely resemble the correct answer in terms of structure, vocabulary, and meaning.",Foreign specialists usually receive more acclaim than professionals from one's own region or background.,People are more likely to believe in a foreign expert than one from their own kin.,Individuals tend to trust external advisors more than those from their immediate community or family.,"Distant authorities often garner more respect than local figures, even among their own kin."
