task,strategy,lang,source_proverb,correct_text,correct_answer,reasoning,Choice_A,Choice_B,Choice_C,Choice_D
a,zs,Yoruba,"Ẹni tí yó kọ igba lóko, ìrìn ẹsẹ́-ẹ rẹ̀ là ńwò.",The person who vows to make two hundred heaps on the farm: one should pay attention to how he walks.,C,Regex Parse,"The person who promises to create a hundred loads in the orchard, it's his steps that should be watched carefully.",The person who vows to make a hundred mountains of hay in the farm: his path should be carefully observed.,The person who vows to make two hundred heaps on the farm: one should pay attention to how he walks.,The one who swears to build one hundred piles of grain in the field: we must consider his every step.
a,zs,Yoruba,Ìyàwó jẹ ọkà jẹ igbá.,The wife ate the yam-flour meal and ate the calabash with it.,B,Regex Parse,The wife ate the yam-flour meal and used the calabash with it.,The wife ate the yam-flour meal and ate the calabash with it.,The wife ate the meal made of yam-flour and ate with the calabash.,The wife ate the yam-flour meal and used the calabash in eating with it.
a,zs,Yoruba,"Bí a kò bá lè dá Tápà, Tápà kì í dáni.","If one cannot throw a Nupe man in a wrestling match, he should not throw one.",D,Regex Parse,"If one cannot wrestle with a Nupe, then they should be cautious about wrestling anyone.","Do not try to challenge someone you know you cannot overpower, or you will suffer the consequences.","It is pointless to engage in a wrestling match with someone you cannot defeat, so avoid confrontations altogether.","If one cannot throw a Nupe man in a wrestling match, he should not throw one."
a,zs,Yoruba,"Bí a kò bá pàdé lókè, a ó pàdé lódò.","If we do not meet up on high, we will meet down below.",C,Regex Parse,"If we don't align on the crest, we'll collide in the depths.","If our pinnacles don't meet, we'll collide at the bottom.","If we do not meet up on high, we will meet down below.","If our ascent is not synchronized, we'll collide at the base."
a,zs,Yoruba,Olè kì í gbọ́ orúkọ ẹ̀ kó dúró.,A thief does not hear his name and stand in place.,D,Regex Parse,A burglar doesn't hear his name called and stop moving.,A burglar doesn't hear his identity and remain still.,A thief does not hear his alias and stay put.,A thief does not hear his name and stand in place.
a,zs,Yoruba,"Ọkọ̀ ńjò, ọkọ̀ ńjò! Ìgbà tó bá rì, kò parí ná?","The boat is leaking, the boat is leaking! After it sinks, won’t matters end?",A,Regex Parse,"The boat is leaking, the boat is leaking! After it sinks, won’t matters end?","The vessel is leaking, the vessel is leaking! Once it's submerged, won't all problems cease?","The ship is sinking, the ship is sinking! When it finally goes down, will everything be over?","The watercraft is leaking, the watercraft is leaking! Once it meets its demise, will all concerns end?"
a,zs,Yoruba,Ọmọ tó káwọ́ sókè ló fẹ́ ká gbé òun.,It is the child who raises its arms that induces people to lift it.,A,Regex Parse,It is the child who raises its arms that induces people to lift it.,It is the one who stretches their hands that encourages others to carry them.,It is the child who lifts its hands that compels people to take it up.,The one who raises their arms is the one who forces people to pick them up.
a,zs,Yoruba,"Ìyà mẹ́ta a-fàdá-pa-ikún: ikún lọ, àdá nù, aládàá ní òun ó gba àdá òun.","Three misfortunes that befell the person who would kill a squirrel with a cutlass: the squirrel escaped, the cutlass was lost, and the owner of the cutlass demanded its return.",A,Regex Parse,"Three misfortunes that befell the person who would kill a squirrel with a cutlass: the squirrel escaped, the cutlass was lost, and the owner of the cutlass demanded its return.","Four disasters that struck the individual who attempted to slay a squirrel with a blade: the squirrel escaped unnoticed, the blade was lost in the bush, and the owner of the blade claimed it back.","Three calamities that befell the person who tried to eliminate a squirrel with an axe: the squirrel fled swiftly, the axe was misplaced, and the owner of the axe insisted on its return.","Three mishaps that befell the hunter who employed a machete to capture a squirrel: the squirrel evaded, the machete was misplaced, and the owner of the machete requested its retrieval."
a,zs,Yoruba,Àgùntàn ò pa aṣọ èṣí dà.,The sheep does not change its clothing from year to year.,A,Regex Parse,The sheep does not change its clothing from year to year.,The sheep doesn't change its garments seasonally.,The sheep doesn't change its wardrobe periodically.,The sheep doesn't alter its attire annually.
a,zs,Yoruba,Kí á lé akátá jìnnà ká tó bá adìẹ wí.,One should first chase the jackal away before reprimanding the chicken.,D,No reasoning provided,One should first vanquish the deceitful before reprimanding the naive.,It is advisable to chase the sly one away before correcting the innocent.,You must first handle the rogue before reprimanding the humble one.,One should first chase the jackal away before reprimanding the chicken.
a,zs,Yoruba,A kì í mọ́ egbò fúnra ẹni ká sunkún.,One does not treat one’s own sore and yet cry from the pain.,A,Regex Parse,One does not treat one’s own sore and yet cry from the pain.,A kì í mọ́ egbò fúnra ẹni ká mọ́kànkàn.,A kì í mọ́ egbò fúnra ẹni ká fúnra gberé.,A kì í mọ́ egbò fúnra ẹni ká pín pín.
a,zs,Yoruba,Àbúrò kì í pa ẹ̀gbọ́n nítàn.,The younger person does not give the older person history lectures.,A,Regex Parse,The younger person does not give the older person history lectures.,The immature individual doesn't provide life lessons to the elderly person.,Younger individuals do not give lectures on past events to older people.,An immature person doesn't deliver historical accounts to someone older than them.
a,zs,Yoruba,Òjò pa gbòdògì ró wọ̀rọ̀-wọ̀rọ̀,"The rain pounds the gbòdògì, producing a loud noise.",B,Regex Parse,"Persistent rainfall pounds the old zinc roof, generating a deafening sound.","The rain pounds the gbòdògì, producing a loud noise.","Heavy showers pummel the corroded metal sheet, producing a cacophony of noise.","The downpour strikes the rusty roof, causing an uproar."
a,zs,Arabic,اللي ما رضى خببزة يرضى بنصها ,Half a loaf is better than no bread,C,Regex Parse,Any crumbs are better than a completely empty cupboard.,A small portion is better than an empty plate.,Half a loaf is better than no bread,More than nothing is always a little something.
a,zs,Arabic,إنك تضرب في حديد بارد,You are striking cold iron.,B,Regex Parse,You are beating a chilled metal.,You are striking cold iron.,You are pounding on a frozen anvil.,You are hitting an icy hammer.
a,zs,Arabic,إصرف ما في الجيب يأتيك ما في الغيب.,Spend money to make money.,D,Regex Parse,Invest your available funds to generate additional income.,Allocate your current resources to accumulate future wealth.,Spend wisely to attract more financial opportunities.,Spend money to make money.
a,zs,Arabic,الصديق وقت الضيق.,A friend in need is a friend indeed.,B,Regex Parse,A companion during hardship is an authentic companion.,A friend in need is a friend indeed.,"In times of trouble, a true friend is a true friend.",A trusted ally in times of distress is a trusted ally indeed.
a,zs,Arabic,أنا باللقمة لفمو وهو بالمشهاب لعيني.,Biting the hand that feeds him.,B,Regex Parse,Biting the hand that brings him his daily bread.,Biting the hand that feeds him.,Biting the hand that puts food in his mouth.,Biting the hand that supplies his food.
a,zs,Arabic,وِجّو بيقطع الرزق,a jinx on the house,A,Regex Parse,a jinx on the house,a bad omen on the premises,a curse on the household,an ill wind for the dwelling
a,zs,Arabic,إطعم الفم تستحى العين.,A bribe works miracles.,A,Regex Parse,A bribe works miracles.,A gift brings swift success.,A reward opens the gates of favor.,A favor buys a speedy solution.
a,zs,Arabic,إن ضاق بيك الأمر، اشرب زجاجة خمر,Let them drink and forget their poverty and remember their misery no more.,A,Regex Parse,Let them drink and forget their poverty and remember their misery no more.,"Let them drink and drown their hardships, and remember their troubles no more.","Let them drown in wine and be free from remembering their struggles, no more.","Let them drown their sorrows and forget their trials, and recall their hardships no longer."
a,zs,Arabic,جمل يعصر وجمل ياكل العصارة:,Climbing the ladder of success by stepping on others.,D,Regex Parse,Rungs of progress are built upon the shoulders of those beneath.,Promotion through the ranks is fueled by the failures of others' climb.,Success is a staircase that rises from the shadows of the fallen.,Climbing the ladder of success by stepping on others.
a,zs,Arabic,احفظ قرشك الأبيض ليومك الأسود.,"A penny saved is a penny earned.
",A,Regex Parse,"A penny saved is a penny earned.
",A coin conserved is a coin created.,A piece of money kept is a piece of money discovered.,A dollar preserved is a dollar received.
a,zs,Arabic,رمية من غير رامي,A flash in a pan.,A,Regex Parse,A flash in a pan.,A flare in the darkness,A spark in the void,A burst in the silence
a,zs,Arabic,فود عوجان.,He who goes out in search of wool often comes home shorn.,C,Regex Parse,He who ventures forth in pursuit of wealth often returns with naught but embers.,He who ventures out to fetch a fleece often returns with a singed cloak.,He who goes out in search of wool often comes home shorn.,One who sets out to gather threads often finds their own fabric torn.
a,zs,Arabic,اصبوعي في حلوجهم وصبوعهم في عيوني.,Evil in return for god deed.,C,Regex Parse,Malice in exchange for a pious act.,Deceit in recompense for a selfless gesture.,Evil in return for god deed.,Wickedness in response to a righteous deed.
a,zs,Arabic,المَمنُوع مَرْغُوب.,Forbidden fruit is the sweetest.,C,Regex Parse,Forbidden treasures are the most coveted.,Taboo pleasures are the most enticing.,Forbidden fruit is the sweetest.,Interdicted delicacy is the most delectable.
a,zs,Arabic,اللي فات مات (ماتلا عليه التلفات),let bygones be bygones.,A,Regex Parse,let bygones be bygones.,what's past is past and should be left to be forgotten,bygones should be bygones as is tradition,let the past remain in the past
a,zs,Arabic,الإفراط في التّواضع يجلب المذلّة," If you humble yourself too much, you will get trampled on.",B,Regex Parse,An overabundance of humility can result in being crushed.," If you humble yourself too much, you will get trampled on.",Too much modesty often leads to being stepped on.,"When excessive humility is shown, one will be walked all over."
a,zs,Arabic,اللي فات مات.,let bygones be bygones.,A,Regex Parse,let bygones be bygones.,bury the past and live in the present moment.,let past regrets be forgotten forever.,forgive and forget the wrongs of times past.
a,zs,Arabic,سماعك بالْمُعَيَدِيِّ خير من أن تراه سمك في ماء,Like a fish in water.,B,Regex Parse,Feeling at home like a fish gliding through the water.,Like a fish in water.,Like a fish swimming in its natural habitat.,As comfortable as a fish swimming in its element.
a,zs,Arabic,ابن الحرام بيساويها وابن الحلال بيوقع فيها,Sometimes the innocent suffer with the guilty.,A,Regex Parse,Sometimes the innocent suffer with the guilty.,The blameless often fall with the culpable.,Innocent ones are often punished with the guilty ones.,The blameless are sometimes punished with the guilty.
a,zs,Arabic,خاطبوا الناس على قدر عقولهم.,Address people in the language they can understand.,D,Regex Parse,Treat others with the intellectual vocabulary they can handle.,Engage in conversations tailored to the intellectual capacity of those you interact with.,Speak with individuals according to their level of comprehension.,Address people in the language they can understand.
a,zs,Arabic,الدنيا زي الغازية، ترقص لكل واحد شوية,The world is like a belly dancer: it dances for a little while for everyone,A,Regex Parse,The world is like a belly dancer: it dances for a little while for everyone,"The world is like a belly dancer, performing a little dance for every individual.","The world is like a belly dancer, dancing briefly for everybody.",The globe is like a belly dancer: it performs a few steps for each person.
a,zs,Arabic,ايش ياخد الريح من البلاط؟,where there is nothing the king loses his rights,D,Regex Parse,where is the wind in an empty palace,what's left in a vacant throne?,"when there's nothing, the mighty fall",where there is nothing the king loses his rights
a,zs,Arabic,تجيك التهايم وإنت نايم,Look what the cat dragged in.,D,Regex Parse,Notice what the sleepy traveler arrived with.,See what the child found asleep.,Look what the dog brought home.,Look what the cat dragged in.
a,zs,Arabic,بليلة المباشر ولا ضبيحة (طبيخة) المكاشر,"
Better is a dinner of herbs where love is, than a stalled ox and hatred therewith.",D,Regex Parse,"Better is a dinner of flowers where kindness is, than a slaughtered deer and resentment therewith.","Greater is a feast of berries where charity is, than a penned sheep and bitter animosity therewith.","More desirable is a meal of wild berries where compassion is, than a hunted boar and disdain therewith.","
Better is a dinner of herbs where love is, than a stalled ox and hatred therewith."
a,zs,Arabic,بین المطرقة والسندان.,Between the upper and nether millstone.,A,Regex Parse,Between the upper and nether millstone.,Between the heavy mallet and the crushing press.,Between the upper and lower grinding stone.,Between the hammer and the anvil head.
a,zs,Arabic,الوقاية خير من العلاج/ درهم وقاية خير من قنطار علاج ,Prevention is better than cure,C,Regex Parse,Caution is more valuable than costly remedies,Preventing troubles is better than treating them,Prevention is better than cure,Warning is better than treatment
a,zs,Arabic, انكشحت بين امعاه لحشيشَ.,To break the ice.,D,Regex Parse,To crack the frosty surface.,To shatter the frost.,To chip through the icy barrier.,To break the ice.
a,zs,Arabic,اللي ما يعرف الغلط ما يتعلم,He who does not know mistakes does not learn,C,Regex Parse,He who is unaware of the mistakes does not gain wisdom,He who is unfamiliar with the mistakes does not develop insight,He who does not know mistakes does not learn,He who does not understand errors does not acquire knowledge
a,zs,Arabic,اللي يخالط المسعدين يسعد.,Happiness is contagious.,A,Regex Parse,Happiness is contagious.,Pleasure is quickly spread from person to person.,Smiles are a highly communicable disease.,Joy is easily transmitted.
a,zs,Arabic,يجي الخريف.. واللواري بتقيف,Every dog has its day.,C,Regex Parse,Every bird has its morning.,Each cat has its time.,Every dog has its day.,Each horse has its hour.
a,zs,Arabic,كل بخنوس افعين امو اغزال,"Beauty is in the eye of the beholder.
",B,Regex Parse,The perception of beauty is in the hands of the beholder.,"Beauty is in the eye of the beholder.
",Beauty is seen through the eyes of the judge.,Beauty is in the heart of the observer.
a,zs,Arabic,الباب اللى إِيجيك منه الريح، سده واستريح ,If you are always dwelling in trouble change the address.,A,Regex Parse,If you are always dwelling in trouble change the address.,"When the storm hits you repeatedly, move to a safer place and calm down","If you keep knocking on the door of chaos, close it and find peace elsewhere","If the winds of hardship always blow against you, seal the window and rest in a more stable house"
a,zs,Arabic,بتقول للقمر غيبي وأنا مكانش.,A rose among thorns.,B,Regex Parse,A star among the dense foliage.,A rose among thorns.,The gem within a pile of stones.,A flower amidst the forest.
a,zs,Arabic, بِيشتَري سَمَك في بَحَر ,Buy a pig in a poke.,D,Regex Parse,Purchase a fish in the ocean,Buy a sheep in a sack,Purchase a bird in a basket,Buy a pig in a poke.
a,zs,Arabic,أتبدلت غزلانها بقرودها.,A falling master makes a standing servant. / It is a sorry house where the hens' crow and the cock is silent.,B,Regex Parse,A fallen leader makes a loyal subject.,A falling master makes a standing servant. / It is a sorry house where the hens' crow and the cock is silent.,"It's a pitiful home where the hens start crowing, and the rooster is quiet.","A downed king makes a humble vassal, and a house is poor where the females screech and the male is voiceless."
a,zs,Arabic,اللسان مافيه عظم.,Think before you speak.,A,Regex Parse,Think before you speak.,Reflect before you utter.,Consider before you communicate.,Pause before you express.
a,zs,Arabic,شو جاب الزرقا للبلقا.,Apples and oranges.,B,Regex Parse,Grapes and pineapples,Apples and oranges.,Apples and grapes,Pears and lemons
a,zs,Arabic,الفقيه اللي عملناه إقابل الجامع عاد فالحصاير طامع.,Give him an inch and he'll take a mile.,C,Regex Parse,Give him an inch and he'll ask for a yard.,Give him an inch and he'll expect a mile.,Give him an inch and he'll take a mile.,Give him an inch and he'll take a longer path.
a,zs,Arabic,مد رجليك قدر لحافك,Cut your coat according to your cloth.,B,Regex Parse,Adjust your expectations according to your capabilities.,Cut your coat according to your cloth.,Measure your ambitions by the yardstick of your resources.,Tailor your goals to the fabric of your situation.
a,zs,Arabic,إنّ الطيور على أشكالها تقع, Birds of a feather flock together.,D,Regex Parse,Birds of similar habits migrate as one.,Creatures of like nature tend to dwell together.,People of the same tribe tend to gather., Birds of a feather flock together.
a,zs,Arabic,شو بتعمل الماشطه بهالوش العكر.,Putting lipstick on a pig.,C,Regex Parse,Painting feathers on a bird in flight.,Adding glitter to a broken vase.,Putting lipstick on a pig.,Applying crowns to a dying tree.
a,zs,Arabic,لي خاف سلم. ,The one who shows his fears ensures his salvation.,D,Regex Parse,The person who acknowledges his terrors ensures his redemption.,The one who reveals his apprehensions secures his rescue.,One who confesses his anxieties guarantees his deliverance.,The one who shows his fears ensures his salvation.
a,zs,Arabic,البحر فيه لاغش,The worst is yet to come.,A,Regex Parse,The worst is yet to come.,The darkest hour is yet to strike.,The most difficult part is yet to unfold.,The greatest challenge is yet to arise.
a,zs,Arabic,قرصه في ناره وعينه على جاره.,The grass is always greener on the other side,A,Regex Parse,The grass is always greener on the other side,{'en': 'The grass is always fresher on the other side.'},{'en': 'The grass is always more vibrant beyond the fence.'},{'en': 'The grass is always more appealing to the neighbor.'}
a,zs,Arabic,القُفه ام اضنين بشيلوها نفرين.,It takes two to tango.,A,Regex Parse,It takes two to tango.,Two hands make a perfect harmony.,A match made in heaven requires two fires.,It takes two to dance the waltz.
a,zs,Arabic,كلّه عند العرب صابون,"For the Bedouin, it’s all soap",A,Regex Parse,"For the Bedouin, it’s all soap","{'answer': ""For the desert dwellers, it's all a gentle cleansing agent""}","{'answer': ""For the desert travelers, it's all a refreshing cleansing substance""}","{'answer': ""To the nomads, it's all a fragrant cleansing agent""}"
a,zs,Arabic,إنفخ يا شريم قال ماكو برطم ,Born to suffer./ You can not escape bad luck,D,Regex Parse,"Born under a cloud, no shelter from adversity","Fated to endure pain, none can outrun misfortune","Destined for hardship, no respite from calamity",Born to suffer./ You can not escape bad luck
a,zs,Arabic,التسوي كريت تلقى في جلدها.,What goes around comes around.,A,Regex Parse,What goes around comes around.,"What you plant, you'll eventually wear on your face.",All actions come back to haunt you in their own way.,"When you sow, you reap it in your own skin."
a,zs,Arabic,أحضر الناس جوابا من لم يغضب,The best answer will come from the person who is not angry.,A,Regex Parse,The best answer will come from the person who is not angry.,The wisest response will come from one who remains unperturbed.,A composed individual is likely to offer the most astute solution.,It is often the calmest mind that provides the most insightful answer.
a,zs,Arabic,كل من كان عالي وطى كل من كان سارح بالشياه هطى,Pride goes before a fall.,B,Regex Parse,"{'text': ""A person's haughtiness leads to their demise.""}",Pride goes before a fall.,"{'text': ""Excessive pride often precedes one's downfall.""}",{'text': 'Pride precedes its downfall.'}
