task,strategy,lang,source_proverb,correct_text,correct_answer,reasoning,Choice_A,Choice_B,Choice_C,Choice_D
a,cot_xl,Arabic,قرصه في ناره وعينه على جاره.,The grass is always greener on the other side,A,Regex Parse,The grass is always greener on the other side,The eye is on the neighbor always.,The fire is burning in his mouth.,His mouth is full of fire.
a,cot_xl,Arabic,القُفه ام اضنين بشيلوها نفرين.,It takes two to tango.,A,"The proverb 'القُفه ام اضنين بشيلوها نفرين' is a colloquial Arabic proverb that translates to 'The quilt or we both get cold.' It implies that in a situation where two people are involved, they must both participate or work together to achieve a common goal or avoid a negative outcome. This translates to the English proverb 'It takes two to tango,' which suggests that both parties are necessary for a situation or activity to unfold or for a conflict to escalate.",It takes two to tango.,The quilt or we both lose.,The quilt or we both get caught.,The quilt or we both freeze.
a,cot_xl,Arabic,كلّه عند العرب صابون,"For the Bedouin, it’s all soap",A,Regex Parse,"For the Bedouin, it’s all soap","For the Bedouin, soap is everything.","For the Bedouin, soap is the answer to every problem.","To the Bedouin, it's all about cleaning up."
a,cot_xl,Arabic,إنفخ يا شريم قال ماكو برطم ,Born to suffer./ You can not escape bad luck,D,"The proverb ""إنفخ يا شريم قال ماكو برطم"" is based on a metaphorical expression. The literal translation of ""إنفخ"" means 'to blow', ""شريم"" means 'a horn', ""قال"" means 'said', ""ماكو"" means 'no one', and ""برطم"" means 'a stubborn person'. The proverb is suggesting that just as a horn is blown to signal something, a stubborn person will always find a way to suffer or be unlucky, implying that bad luck is inevitable. The correct answer 'Born to suffer./ You can not escape bad luck' captures this essence.",إنفخ يا شريم قال يجد كل شئ برطم، يهرب من مصائب بلا طعم,إنفخ يا شريم قال يظل برطم، لا ينجو من مصائب,إنفخ يا شريم قال يجد كل شئ برطم، لا يهرب من مصائب,Born to suffer./ You can not escape bad luck
a,cot_xl,Arabic,التسوي كريت تلقى في جلدها.,What goes around comes around.,A,Regex Parse,What goes around comes around.,Actions taken will be reflected in the community.,The consequences of one's actions will be felt by others.,What is done to others will be done to their kin.
a,cot_xl,Arabic,أحضر الناس جوابا من لم يغضب,The best answer will come from the person who is not angry.,A,"The proverb ""أحضر الناس جوابا من لم يغضب"" is an Arabic idiom that suggests the best solution or answer often comes from someone who remains calm and composed, unaffected by emotions such as anger. This phrase is often used to encourage people to remain calm and objective when faced with a problem, as anger can cloud judgment and lead to impulsive decisions.",The best answer will come from the person who is not angry.,Someone from a distant town can offer the best response if they are not overcome with rage.,The wisest answer often comes from someone who is not consumed by wrath and remains collected.,The best solution is usually provided by those who maintain their composure and do not succumb to fury.
a,cot_xl,Arabic,كل من كان عالي وطى كل من كان سارح بالشياه هطى,Pride goes before a fall.,B,Regex Parse,العلو يسبق للنقص,Pride goes before a fall.,الذئب يسبق للذئب,الغرور يسبق للخزي
b,zs,Arabic,اللي ما رضى خببزة يرضى بنصها ,It is an example of a person who is not satisfied with what God has destinied for him and is forced to accept less in the end.,C,Regex Parse,"It represents a scenario where a person, unable to accept their predetermined path, reluctantly agrees to a significantly reduced amount of what they initially sought.",This phrase illustrates a situation in which an individual is not content with the circumstances they were meant to have and ultimately accepts a lesser portion.,It is an example of a person who is not satisfied with what God has destinied for him and is forced to accept less in the end.,It symbolizes a person who cannot accept their predestined fate and settles for a fraction of what they initially desired.
b,zs,Arabic,إنك تضرب في حديد بارد,You’re trying to change something that you can’t.,B,Regex Parse,"You're striving to alter something that's as immovable as a cold, unyielding metal.",You’re trying to change something that you can’t.,You're trying to hammer out a change in a situation that's already set in stone.,"You're attempting to mold something rigid, unyielding to your will."
b,zs,Arabic,إصرف ما في الجيب يأتيك ما في الغيب.,"A proverb encourages spending money, and Allah will grant you from where you do not expect. Pocket: a bag sewn into clothing to carry money and so on.",D,Regex Parse,إصرف ما في حزمة يؤدي إلى استلام ما غير متوقع.,إن إصدار ما في حقيبة يؤدي إلى استقبال ما في غيرها.,إن إفراغ ما في الحقيبة يؤدي إلى استجابة ما في الغيب.,"A proverb encourages spending money, and Allah will grant you from where you do not expect. Pocket: a bag sewn into clothing to carry money and so on."
b,zs,Arabic,الصديق وقت الضيق.,The proverb means that a true friend is the one who supports you when you face difficulties and problems in life.,B,Regex Parse,The proverb signifies that someone who consistently assists you during adverse circumstances is undoubtedly an authentic companion.,The proverb means that a true friend is the one who supports you when you face difficulties and problems in life.,A genuine companion is someone who stands by your side during periods of hardship and strife.,A loyal companion is the one who extends a helping hand when you encounter turmoil and adversity in life.
b,zs,Arabic,أنا باللقمة لفمو وهو بالمشهاب لعيني.,This proverb is used to describe a person who is ungrateful and betrays others.,B,Regex Parse,"This proverb is employed to characterize an individual who shows ingratitude and engages in deceitful behavior, betraying others' trust while maintaining a facade of loyalty.",This proverb is used to describe a person who is ungrateful and betrays others.,"This idiom signifies a person who displays ingratitude and acts treacherously towards others, all while attempting to conceal their intentions behind a mask of friendship.","This expression is utilized to depict a person who commits acts of disloyalty toward others while concealing their true feelings, all the while pretending to be on good terms."
b,zs,Arabic,وِجّو بيقطع الرزق,This phrase is said to refer to the unlucky people.,A,Regex Parse,This phrase is said to refer to the unlucky people.,People who are unfortunate and encounter continuous challenges are often referred to with this phrase.,This expression describes individuals who face hardships and misfortunes.,This term is used to describe individuals who experience recurring difficulties and unfortunate circumstances.
b,zs,Arabic,إطعم الفم تستحى العين.,"If you want someone to be by your side or to benefit from fhim, you have to be generous with them financially.",A,Regex Parse,"If you want someone to be by your side or to benefit from fhim, you have to be generous with them financially.","If you wish to have someone's companionship or benefit from their actions, you must provide for their financial well-being.","To ensure loyalty or a favorable outcome from someone, it is necessary to show them financial support.","To gain the loyalty or assistance of another person, it is crucial to be generous with them financially and provide for their material needs."
b,zs,Arabic,إن ضاق بيك الأمر، اشرب زجاجة خمر,"This proverb is widely used by the Ja'aliyin, Kawahla, Khawalda, and Arkaiyin in the Wad Madani region (according to the author), and the proverb is religiously, medically, scientifically, and logically rejected as well.",A,Regex Parse,"This proverb is widely used by the Ja'aliyin, Kawahla, Khawalda, and Arkaiyin in the Wad Madani region (according to the author), and the proverb is religiously, medically, scientifically, and logically rejected as well.","This proverb is a popular saying among the Ja'aliyin, Kawahla, Khawalda, and Arkaiyin tribes residing in the Wad Madani region, but its credibility is frequently disputed by experts across various fields including theology, medicine, science, and rational thought.","The usage of this proverb is predominantly found in the Wad Madani region among various tribes including the Ja'aliyin, Kawahla, Khawalda, and Arkaiyin, despite its rejection in multiple sectors such as religion, medicine, science, and logic.","This proverb is commonly employed by the nomadic tribes of the Wad Madani region, which includes the Ja'aliyin, Kawahla, Khawalda, and Arkaiyin, yet its validity is often disputed from a religious, medical, scientific, and logical standpoint."
b,zs,Arabic,جمل يعصر وجمل ياكل العصارة:,The proverb refers to people who succeed through the efforts of others.,D,Regex Parse,The proverb alludes to individuals who reap benefits without investing their own labor.,"This proverb highlights those who gain advantages by relying on the endeavors of others, rather than their own accomplishments.","It describes people who profit from the hard work of others, rather than making their own contributions.",The proverb refers to people who succeed through the efforts of others.
b,zs,Arabic,احفظ قرشك الأبيض ليومك الأسود.,It is a popular proverb used to emphasize the need to save and avoid extravagance.,A,Regex Parse,It is a popular proverb used to emphasize the need to save and avoid extravagance.,This phrase serves as a reminder to conserve one's resources for uncertain times.,"It cautions against excessive spending, advocating for the preservation of one's wealth.","The proverb encourages prudence in financial matters, advising restraint in spending."
b,zs,Arabic,رمية من غير رامي,It is a proverb when an unqualified person says something or makes a good statement and it is credited to him.,A,Regex Parse,It is a proverb when an unqualified person says something or makes a good statement and it is credited to him.,"An unschooled person's insightful remark is often attributed to them, without scrutiny.","When an unskilled individual utters words of wisdom, they are attributed to him.",A statement of merit spoken by an untrained individual is often mistakenly attributed to them.
b,zs,Arabic,فود عوجان.,"This proverb is used to describe a person who returns to their family after a long absence in search of benefit, but instead of bringing something positive, they bring something harmful or detrimental. ",C,Regex Parse,"This phrase portrays a person who leaves their family and after an extended absence, seeks to return and reap benefits, but ends up introducing malevolent elements.","This idiom refers to a person who departs their family, later returning after an extended separation, seeking to derive advantages, but unfortunately, they introduce pernicious influences.","This proverb is used to describe a person who returns to their family after a long absence in search of benefit, but instead of bringing something positive, they bring something harmful or detrimental. ","This expression characterizes an individual who departs their family, only to return after a prolonged absence, expecting to gain something positive, yet instead brings about damaging consequences."
b,zs,Arabic,اصبوعي في حلوجهم وصبوعهم في عيوني.,One of the popular proverbs that expresses the rejection of ingratitude. It means that there are those who do a lot of good and in return they only receive ingratitude.,C,Regex Parse,"An expression highlighting the tendency of some individuals to take things for granted, which often results in their actions being met with ingratitude.","A popular idiom that conveys the idea that some people consistently display ingratitude, even towards those who have done them significant favors.",One of the popular proverbs that expresses the rejection of ingratitude. It means that there are those who do a lot of good and in return they only receive ingratitude.,"A common saying that illustrates the phenomenon of ingratitude, where people fail to reciprocate kindness with anything more than resentment."
b,zs,Arabic,المَمنُوع مَرْغُوب.,Prohibition may increase people's desire to obtain or experience the forbidden thing.,C,Regex Parse,The imposition of a ban may inadvertently fuel the urge to acquire or explore the forbidden.,"Forbidding certain things can sometimes heighten the allure of those things, making them more desirable.",Prohibition may increase people's desire to obtain or experience the forbidden thing.,Restrictive measures can often intensify people's longing to indulge in what is normally off-limits.
b,zs,Arabic,اللي فات مات (ماتلا عليه التلفات),The proverb urges not to look back and regret what has passed.,A,Regex Parse,The proverb urges not to look back and regret what has passed.,"It's essential to move forward, not getting bogged down by what's been lost.","Don't let memories of the past overwhelm you, for it's gone forever.",The saying reminds one to avoid dwelling on past mistakes.
b,zs,Arabic,الإفراط في التّواضع يجلب المذلّة,It means that appearing too humble can demean a person and make him vulnerable to humiliation.,B,Regex Parse,It means that being overly humble can strip a person of their self-worth and leave them susceptible to being demeaned and humiliated.,It means that appearing too humble can demean a person and make him vulnerable to humiliation.,Excessive modesty can lead to a loss of dignity and make an individual more vulnerable to being belittled.,It means that excessive humility can undermine a person's self-respect and render him susceptible to public ridicule.
b,zs,Arabic,اللي فات مات.,"This proverb is effective psychological advice for those whose thinking is mortgaged to the past, which is a serious psychological illness because it harms sound thinking and paralyzes a person’s movement towards the future. Thinking makes a person become a prisoner of the past and its bitter memories, and makes him cry over the ruins of those who have passed away, but the tear that falls will not return, and this proverb spreads a spirit of optimism and a new start.",A,Regex Parse,"This proverb is effective psychological advice for those whose thinking is mortgaged to the past, which is a serious psychological illness because it harms sound thinking and paralyzes a person’s movement towards the future. Thinking makes a person become a prisoner of the past and its bitter memories, and makes him cry over the ruins of those who have passed away, but the tear that falls will not return, and this proverb spreads a spirit of optimism and a new start.","This proverb is essential for individuals whose perceptions are captive to the memories of the past, which can be a debilitating psychological affliction due to its detrimental effects on clear thinking and obstructing movement towards a better future. Being consumed by the past can render one a prisoner of its sorrowful recollections, prompting them to lament the demise of those who have departed, but the shed tear will not return, allowing this saying to foster a sense of optimism and a new start.","This proverb is helpful for those whose minds are enslaved to past experiences, which can be detrimental to mental health due to its negative impact on rational thinking and hindering movement towards a brighter tomorrow. Dwelling on the past can lead to becoming trapped in its memories, causing one to mourn the loss of those who have vanished, yet the fallen tear will not resurface, allowing this saying to instill a sense of hope and renewal.","For those whose thoughts are dominated by the remnants of the past, this proverb serves as a poignant reminder of the risks associated with being mired in nostalgia, which can impair sound judgment and stifle an individual's capacity for growth and progress. Getting caught up in the past can result in being imprisoned by its painful recollections, causing one to weep over the irreparable losses, but the fallen tear remains lost forever, making this proverb a beacon of positivity and a fresh beginning."
b,zs,Arabic,سماعك بالْمُعَيَدِيِّ خير من أن تراه سمك في ماء,Someone is a natural.,B,Regex Parse,Someone is more appreciated when they're a born talent.,Someone is a natural.,A person is more valued when they excel in their own field.,It's better to find someone who is naturally gifted than someone who's forced to perform.
b,zs,Arabic,ابن الحرام بيساويها وابن الحلال بيوقع فيها,The proverb means that the innocent person always bears the mistakes and consequences of what the guilty person does.,A,Regex Parse,The proverb means that the innocent person always bears the mistakes and consequences of what the guilty person does.,The proverb suggests that the offspring of the lawful is often caught in the consequences of the unlawful.,It means that the child of the righteous will suffer for their parent's wrongdoings.,The saying implies that the innocent progeny of the law-abiding will be entangled in the web of the lawless.
b,zs,Arabic,خاطبوا الناس على قدر عقولهم.,It means that communication with people should be done according to their level of understanding and intellect.,D,Regex Parse,Communication should be adjusted according to the cognitive abilities of those being spoken to.,People's responses should be gauged and addressed in proportion to their intellectual capabilities.,One should tailor their dialogue to fit the mental capacity of their audience.,It means that communication with people should be done according to their level of understanding and intellect.
b,zs,Arabic,الدنيا زي الغازية، ترقص لكل واحد شوية,Every dog has its day.,A,Regex Parse,Every dog has its day.,Every animal has its afternoon.,Each cat has its clock.,Every beast has its break.
b,zs,Arabic,ايش ياخد الريح من البلاط؟,"It is said about a person who no one covets because he does not own anything or has no value. This proverb is used in response to someone who says, “Beware, there are those who covet him.”",D,Regex Parse,This phrase is used when describing an individual who possesses nothing noteworthy and therefore does not spark envy in others.,"This expression is often used to describe a person who holds little to no value, prompting those around him to feel indifferent towards him, as he is not worth their envy.","It is a saying that refers to someone with no valuable possessions or standing, making him an unappealing target for those who would covet him.","It is said about a person who no one covets because he does not own anything or has no value. This proverb is used in response to someone who says, “Beware, there are those who covet him.”"
b,zs,Arabic,تجيك التهايم وإنت نايم,This proverb is used to describe an innocent person who is accused of committing something wrong.,D,Regex Parse,"{'distractor3': 'This phrase is utilized to depict a scenario where an innocent bystander is mistakenly accused of a transgression.', 'wordCount': 17}","{'distractor2': 'It is often used to describe a circumstance where someone is mistakenly held accountable for a misdeed.', 'wordCount': 16}","{'distractor1': 'This expression is employed to convey a situation where an uninvolved individual is mistakenly implicated in a wrongdoing.', 'wordCount': 16}",This proverb is used to describe an innocent person who is accused of committing something wrong.
b,zs,Arabic,بليلة المباشر ولا ضبيحة (طبيخة) المكاشر,"Someone who gives you a little with love and a smile is better than someone who gives you a lot but without kindness. It is like the Egyptian proverb ""Meet me, but don't feed me.""",D,Regex Parse,Someone who gives you a small favor with a warm heart is more valuable than one who gives you a lot but lacks genuine affection.,The person who gives you a small gift with a genuine smile is more appreciated than the one who gives you a lot but without any kindness.,A person who offers you a little with sincerity is preferable to someone who gives you much but lacks emotional support.,"Someone who gives you a little with love and a smile is better than someone who gives you a lot but without kindness. It is like the Egyptian proverb ""Meet me, but don't feed me."""
b,zs,Arabic,بین المطرقة والسندان.,"It means that a person or situation is in difficult circumstances and is confused about two difficult choices, where there is no easy way out. It refers to having to deal with pressure or challenges from two different or opposing sides.",A,Regex Parse,"It means that a person or situation is in difficult circumstances and is confused about two difficult choices, where there is no easy way out. It refers to having to deal with pressure or challenges from two different or opposing sides.","It refers to a person or situation that's stuck between a rock and a hard place, with no easy way out, and being constantly pressured or challenged from two opposing sides.","It describes a situation where a person is caught in a dilemma, forced to choose between two difficult paths, both of which pose significant challenges and pressures.","This phrase conveys that someone is faced with an extremely tough situation where they're being squeezed from two opposite directions, leaving them with no clear escape route."
b,zs,Arabic,الوقاية خير من العلاج/ درهم وقاية خير من قنطار علاج ,Taking preventive measures and procedures to avoid problems or diseases is much better than waiting until the problem occurs and then trying to treat it.,C,Regex Parse,Taking proactive measures and adopting preventative strategies to avoid difficulties or health issues is more preferable than waiting for them to arise and then attempting to treat them.,Preventing problems or ailments from happening in the first place through careful planning and execution is more advantageous than dealing with the consequences after they have materialized.,Taking preventive measures and procedures to avoid problems or diseases is much better than waiting until the problem occurs and then trying to treat it.,"It's more beneficial to take proactive steps and implement precautions to prevent issues or illnesses from arising, rather than waiting for them to occur and then attempting to rectify the situation."
b,zs,Arabic, انكشحت بين امعاه لحشيشَ.,It is used to describe the disappearance of reservations and the absence of barriers between people.,D,Regex Parse,It is utilized to describe the dissolution of boundaries and impediments that prevent people from freely connecting with one another.,This phrase is employed to convey the eradication of obstacles and social constraints that hinder interactions among individuals.,This proverb is often used to signify the elimination of barriers and hindrances that inhibit relationships and communication among people.,It is used to describe the disappearance of reservations and the absence of barriers between people.
b,zs,Arabic,اللي ما يعرف الغلط ما يتعلم,Mistakes are the best teachers — learn from errors.,C,Regex Parse,Mistakes are the keys to knowledge — learn from what went wrong.,The path to wisdom is paved with errors — learn from your blunders.,Mistakes are the best teachers — learn from errors.,Errors are the wisest mentors — learn from your mistakes.
b,zs,Arabic,اللي يخالط المسعدين يسعد.,"The proverb means that happiness is contagious. If you live with a happy person, you will be happy. A happy person may not give you any of his money, but he may show you the path to happiness.",A,Regex Parse,"The proverb means that happiness is contagious. If you live with a happy person, you will be happy. A happy person may not give you any of his money, but he may show you the path to happiness.","{'text': 'The saying implies that happiness is a highly contagious phenomenon. Surrounding oneself with people who are genuinely happy can lead to a similar state of being. Their presence may not bring tangible rewards, but it can provide invaluable guidance and insight.', 'word_count': 51}","{'text': ""This ancient wisdom implies that happiness has a way of spreading. Being in the company of someone who is at peace can have a profound impact on one's own well-being. Though they may not bestow material gifts, they can offer valuable life lessons."", 'word_count': 48}","{'text': 'The proverb suggests that joy is a communicable emotion. Living alongside a contented individual can lead to a similar state of contentment. Their guidance may not provide material wealth, but it can illuminate the path to inner fulfillment.', 'word_count': 49}"
b,zs,Arabic,يجي الخريف.. واللواري بتقيف,"A proverb used when a person needs something and this thing is with someone else he knows, so the other person refuses to give it to him. Therefore, the person in need reminds the other person that one day he will need something as well.",C,Regex Parse,لواري بتقيف.. ولواري بتقيف، بقي هحطلك على قيد الحياة وحدك؟,يا بني انا ما بحاجة لشيء.. بس اللومي بيفتقد، ولواري بتقيف.. ولواري بتقيف بس حلو انا هقعد اجيب ليك,"A proverb used when a person needs something and this thing is with someone else he knows, so the other person refuses to give it to him. Therefore, the person in need reminds the other person that one day he will need something as well.",لواري بتقيف.. لواري بيقول ليك انه ما عنده حاجة.. بس لواري بتقيف، هقول له انه لازم يبقي بقي حلو معي
b,zs,Arabic,كل بخنوس افعين امو اغزال,"It is said to express a mother's love for her children, who sees no fault in them, even if people see the opposite.",B,Regex Parse,"This saying represents a mother's perspective, where she views her children as perfect, even when others see their shortcomings.","It is said to express a mother's love for her children, who sees no fault in them, even if people see the opposite.","The proverb highlights a mother's unwavering love and acceptance of her children, overlooking their imperfections, even when others criticize.","It symbolizes a mother's unconditional love towards her kids, ignoring their flaws, despite others' disagreements."
b,zs,Arabic,الباب اللى إِيجيك منه الريح، سده واستريح ,"This proverb is used to urge people not to get into problems, quarrels, and matters that lead to disagreements and division, and to prevent the causes that raise conflicts and quarrels between people.",A,Regex Parse,"This proverb is used to urge people not to get into problems, quarrels, and matters that lead to disagreements and division, and to prevent the causes that raise conflicts and quarrels between people.","The saying advises people to close the door to problems and disputes, and to seek peace and tranquility by preventing causes that lead to disagreements and divisions among people.","This proverb serves as a reminder to avoid engaging in issues that may lead to disputes and disagreements, and to seal off the causes that fuel conflicts and troubles between individuals.","This proverb is often used to caution against getting involved in matters that result in quarrels and disagreements, and to block the paths that lead to conflicts and troubles between individuals and communities."
b,zs,Arabic,بتقول للقمر غيبي وأنا مكانش.,It is a popular proverb describes a woman who is as beautiful as the moonlight.,B,Regex Parse,"This timeless proverb paints a picture of a woman as luminous as the moon's serene beauty, leaving an indelible mark on those fortunate enough to behold her.",It is a popular proverb describes a woman who is as beautiful as the moonlight.,"This traditional saying portrays a woman as radiant as the moon's soft glow, effortlessly captivating all who lay eyes on her.",It is an ancient proverb describing a woman whose loveliness is comparable to the gentle luminescence of the night sky.
b,zs,Arabic, بِيشتَري سَمَك في بَحَر ,"This proverb is said when someone sells to another a product that he has not seen, or the seller does not want to show it to him, or he may promise to show it to him later, and asks him to set a specific price for it. Just as you cannot sell or buy fish while it is in the sea, you cannot buy something without seeing it and evaluating it. This proverb is used when you are wanted to express your opinion on something that you have not tried or seen.",D,Regex Parse,"This proverb is uttered when a vendor attempts to persuade a customer to purchase an item unseen, often concealing its true nature or promising a viewing at a later time, yet demanding a predetermined price. Similar to buying fish from the ocean, one cannot effectively purchase something without first laying eyes on it. This expression is frequently used to convey skepticism or uncertainty when faced with an unfamiliar product or service.","When a merchant tries to force a buyer to pay for an item unseen, this phrase is invoked. The vendor may refuse to display the product or promise a viewing at a later time, while insisting on a fixed price. Much like purchasing seafood while still in the water, it's impossible to make an informed purchase without inspecting the goods first. This idiom is employed to express hesitation or doubt when considering an untested or unseen product.","This expression is used to convey that one cannot make an informed decision about a product or service without first inspecting it. A vendor who attempts to sell an item unseen, often by concealing its true nature or promising a viewing at a later time, is said to be engaging in this practice. Just as buying fish from the ocean is an impossible task, making a purchase without seeing the item is equally futile. This proverb is invoked to express skepticism or uncertainty when faced with an unfamiliar product or service.","This proverb is said when someone sells to another a product that he has not seen, or the seller does not want to show it to him, or he may promise to show it to him later, and asks him to set a specific price for it. Just as you cannot sell or buy fish while it is in the sea, you cannot buy something without seeing it and evaluating it. This proverb is used when you are wanted to express your opinion on something that you have not tried or seen."
b,zs,Arabic,أتبدلت غزلانها بقرودها.,The proverb refers to the change of conditions and bad replaces good.,B,Regex Parse,The proverb signifies the transition of favorable circumstances to unfavorable ones.,The proverb refers to the change of conditions and bad replaces good.,"It signifies a shift in conditions, where something better is replaced by something worse.","The proverb implies a transformation in fortune, where good is exchanged for bad."
b,zs,Arabic,اللسان مافيه عظم.,This proverb urges being caution and think wisely before talking.,A,Regex Parse,This proverb urges being caution and think wisely before talking.,This idiom advises exercising prudence and deliberating thoughtfully before expressing oneself.,This saying warns against rashness and encourages careful consideration before articulating one's thoughts.,This proverb cautions against impulsive speech and encourages individuals to weigh their words carefully before speaking.
b,zs,Arabic,شو جاب الزرقا للبلقا.,It is used to compare two different places or two opposite things (Zarqa and Balqa are Jordanian cities),B,Regex Parse,It is applied to denote the comparison between two distinct locations or antithetical entities within a geographical framework (illustrating Zarqa and Balqa).,It is used to compare two different places or two opposite things (Zarqa and Balqa are Jordanian cities),It is employed to contrast two disparate regions or two contrasting elements within a geographical context.,This expression is utilized to distinguish between two distinct areas or opposing aspects (referencing Zarqa and Balqa as examples).
b,zs,Arabic,الفقيه اللي عملناه إقابل الجامع عاد فالحصاير طامع.,"This proverb is said about a person you thought well of, but he deserves you to think badly of him.",C,Regex Parse,"This proverb is used to describe a person who initially seemed good to you, but later turned out to be unworthy of your trust.","This proverb is used to express that a person who was initially thought to be of good character has revealed their true, disappointing nature.","This proverb is said about a person you thought well of, but he deserves you to think badly of him.",This phrase is utilized to convey that an individual who was initially perceived as respectable has ultimately proven to be undeserving of admiration.
b,zs,Arabic,مد رجليك قدر لحافك,"Always keep your ambitions within the limits of your financial and social status, and so on. For example, if a poor man wants to propose to a beautiful and wealthy girl, he is told, “Stretch your legs to the length of your blanket.”",B,Regex Parse,"Never overstep your means and social standing, lest you fall into a precarious situation. For instance, if a low-income individual aspires to wed a stunning and affluent woman, he is advised, 'Reach no further than your bed's cover.'","Always keep your ambitions within the limits of your financial and social status, and so on. For example, if a poor man wants to propose to a beautiful and wealthy girl, he is told, “Stretch your legs to the length of your blanket.”","To avoid stumbling, maintain a balance between your aspirations and your financial and social capabilities. For example, if a man with limited resources wishes to ask a lovely and well-off woman to marry him, he is cautioned, 'Don't overextend your footsteps beyond the edges of your bedding.'","Keep your goals in harmony with your socioeconomic circumstances, lest you encounter difficulties. For instance, if a poor man wishes to propose to a beautiful and wealthy woman, he is reminded, 'Don't stretch your reach beyond the confines of your bed's covering.'"
b,zs,Arabic,إنّ الطيور على أشكالها تقع,"It is a popular and common proverb, used to express the extent to which two people are similar or close in their actions or way of thinking and their compatibility with each other. The phrase has been used in some form since the mid-16th century, and a version of this phrase appeared in 1545 in a satire by the writer William Turner, who used a sentence from this proverb in his satirical comedy, On the Gentle Catholic, and the Rescue of the Romish Fox, in which he said: ""Birds of one kind and colour always fly in one flock"", the phrase was slightly different than it is today, but the main meaning is the same.",D,Regex Parse,"This ancient and widespread proverb, often used to convey the level of similarity or harmony between two individuals, has been documented since the 16th century. A variation of this phrase was first recorded in 1545 by the English writer William Turner in his satirical work, On the Gentle Catholic, and the Rescue of the Romish Fox. Turner's version, 'Birds of one kind and colour always fly in one flock', although differing slightly, retains the same underlying meaning.","This well-known proverb, used to describe the degree of compatibility or similarity between two people's actions and mentalities, has its roots in the 16th century. A related phrase was present in a 1545 satirical work by William Turner, On the Gentle Catholic, and the Rescue of the Romish Fox, where he spoke of 'Birds of one kind and colour always fly in one flock', conveying a notion similar to the contemporary expression, although with slight variations.","This proverb, reflecting on the extent to which two individuals share similarities in their actions and thought processes, has been a part of linguistic heritage since the mid-16th century. A precursor to this phrase was found in a 1545 satire by William Turner, titled On the Gentle Catholic, and the Rescue of the Romish Fox, where he used a phrase that echoes the modern expression, 'Birds of one kind and colour always fly in one flock'.","It is a popular and common proverb, used to express the extent to which two people are similar or close in their actions or way of thinking and their compatibility with each other. The phrase has been used in some form since the mid-16th century, and a version of this phrase appeared in 1545 in a satire by the writer William Turner, who used a sentence from this proverb in his satirical comedy, On the Gentle Catholic, and the Rescue of the Romish Fox, in which he said: ""Birds of one kind and colour always fly in one flock"", the phrase was slightly different than it is today, but the main meaning is the same."
b,zs,Arabic,شو بتعمل الماشطه بهالوش العكر.,This proverb is used to describe an ugly woman who is not helped by beautification.,C,Regex Parse,"{'distractor': 'This adage is employed to illustrate a woman who is unattractive, yet her appearance remains unchanged despite external enhancements.'}","{'distractor': 'This expression is used to convey the notion of a woman who, despite receiving aesthetic enhancements, retains an unattractive appearance.'}",This proverb is used to describe an ugly woman who is not helped by beautification.,{'distractor': 'The phrase is utilized to portray an unappealing female figure whose physical appearance remains unaffected by cosmetic improvements.'}
b,zs,Arabic,لي خاف سلم. ,That means don't involved in dangerous situations to stay safe.,D,Regex Parse,Maintaining a safe perimeter helps to avoid unforeseen hazards.,"To avoid potential risks, it is best to maintain a safe distance.",Remaining cautious is essential to prevent harm from unfolding.,That means don't involved in dangerous situations to stay safe.
b,zs,Arabic,البحر فيه لاغش,(لاغش: an unusual movement of the wave). It indicates the existence of an action that will lead to a devastating disaster.,A,Regex Parse,(لاغش: an unusual movement of the wave). It indicates the existence of an action that will lead to a devastating disaster.,"The ocean appears serene, concealing the turmoil beneath, an omen of an impending cataclysm.","The sea is calm, and yet its depths signify a tidal wave brewing beneath the surface.","A tranquil sea can belie a powerful undertow, foreshadowing a calamitous event that will soon follow."
b,zs,Arabic,قرصه في ناره وعينه على جاره.,"This proverb refers to the greed that may affect a person, which makes him greed to have what others have, without being content with his own livelihood.",A,Regex Parse,"This proverb refers to the greed that may affect a person, which makes him greed to have what others have, without being content with his own livelihood.","This proverb refers to the insatiable desire that consumes a person, causing him to covet the possessions of others and neglect his own blessings.","This proverbial expression highlights the destructive power of envy, which can drive a person to pursue wealth that isn't theirs, rather than appreciating what they already have.","This idiom speaks to the all-consuming nature of greed, where a person's eyes are fixed on the wealth of others, even as they themselves struggle to make ends meet."
b,zs,Arabic,القُفه ام اضنين بشيلوها نفرين.,"It indicates cooperation, solidarity and compassion among people. There is a similar proverb: “One hand can’t clap”, which conveys the same meaning, although it is in the context of urging cooperation.",A,Regex Parse,"It indicates cooperation, solidarity and compassion among people. There is a similar proverb: “One hand can’t clap”, which conveys the same meaning, although it is in the context of urging cooperation.","This proverb signifies the bonds of friendship, shared struggles, and collective aid. A related idiom is 'One foot cannot move ahead independently', which emphasizes the importance of cooperation.","It highlights the ties of camaraderie, shared burdens, and collective assistance. A similar saying is 'Two eyes cannot see separately', which also advocates for unity and mutual support.","It signifies unity, mutual support, and empathy among individuals. A comparable expression is 'Two wheels cannot revolve separately', aiming to promote collaboration."
b,zs,Arabic,كلّه عند العرب صابون,People without taste can’t discern the quality of different things.,A,Regex Parse,People without taste can’t discern the quality of different things.,Individuals without refinement find it challenging to differentiate between various items.,People lacking sophistication often have difficulty distinguishing the merits of different products.,Those unacquainted with finer things often struggle to evaluate diverse objects.
