task,strategy,lang,source_proverb,correct_text,correct_answer,reasoning,Choice_A,Choice_B,Choice_C,Choice_D
a,cot_xl,Yoruba,"À ńjọ- rìn, a kò mọ orí olówó.","Though we might travel as a group, we do not know who is destined to prosper.",C,"À ńjọ-rìn means traveling together, while a kò mọ orí olówó means not knowing who will prosper or be successful. In Yoruba culture, this proverb emphasizes the importance of individual determination and resilience in achieving success, even when surrounded by others who may not share the same level of ambition or potential. It encourages individuals to focus on their own goals and aspirations, rather than relying on the success of others.","Even if we walk together as friends, we do not know who will discover their good luck.","When we travel with a group, we do not know who will find their own success.","Though we might travel as a group, we do not know who is destined to prosper.","Though we might journey in a company, we do not know who will find fortune."
a,cot_xl,Yoruba,Ẹni à ńgbé gẹ̀gẹ̀ ni yó ba àrà rẹ̀ jẹ.,It is the person who is revered that will disgrace himself or herself.,A,"The proverb Ẹni à ńgbé gẹ̀gẹ̀ ni yó ba àrà rẹ̀ jẹ̣́, which translates to 'It is the person who is revered that will disgrace himself or herself', is a Yoruba proverb that cautions against taking oneself too seriously or becoming arrogant. The proverb warns that those who are revered or highly respected may end up disgracing themselves due to their own actions or pride. This saying is often used to encourage humility and modesty.",It is the person who is revered that will disgrace himself or herself.,"Àgba ni ó ba àrà rẹ̀ jẹ́, ó ńgbé gẹ̀gẹ̀.","Kò yẹ̀ ò ńgbé gẹ̀gẹ̀, ó ba àrà rẹ̀ jẹ́.",Ẹni à ńgbé gẹ̀gẹ̀ ni ó ba àrà rẹ̀ jẹ́.
a,cot_xl,Yoruba,Ọ̀já kan ò dàbí já òróòro; òkè kan ò dàbí Òkèe Gbadi; ọmú kan ò dùn bí ọmú ìyá ẹni.,No sash compares with the red sash; no hill compares with Gbadi Hill; no breast milk is as delicious as one’s mother’s breast milk.,C,"In Yoruba proverb, we often use metaphors and comparisons to convey deeper meanings. This proverb is no exception. It highlights the uniqueness and exclusivity of certain things. The red sash, Gbadi Hill, and one's mother's breast milk are all unique and incomparable. The proverb is urging us to appreciate and cherish these things, rather than trying to compare them to others. It's a reminder of the beauty of individuality and the importance of appreciating what makes each thing special.",Ọ̀já kan ò dàbí já ẹ̀dá; òkè kan ò dàbí Òkèe Ẹ̀gbẹ̀; ọmú kan ò dùn bí ọmú ẹni gbogbo.,Ọ̀já kan ò dàbí já àṣọ àgbà; òkè kan ò dàbí Òkèe òsun; ọmú kan ò dùn bí ọmú gbogbo ẹnìyàn.,No sash compares with the red sash; no hill compares with Gbadi Hill; no breast milk is as delicious as one’s mother’s breast milk.,Ọ̀já kan ò dàbí já àṣọ àmọ̀; òkè kan ò dàbí Òkèe Kẹ̀ẹ̀; ọmú kan ò dùn bí ọmú ẹni àṣẹ.
a,cot_xl,Yoruba,Ìbínú baba òṣì.,Anger [is the] father of hopelessness.,B,"Ìbínú baba òṣì means that anger can lead to hopelessness. In this proverb, 'ibinu' means anger, 'baba' means father, and 'osi' means hopelessness. It highlights the potential consequences of unchecked anger. This proverb is often used in Yoruba culture to caution against the negative effects of anger and to promote emotional balance and self-control.","Ìbínú baba òṣì, è s'ìṣà. (Anger is the father of hopelessness, which is a habit)",Anger [is the] father of hopelessness.,"Àìlàn baba òṣì, è s'ìṣà, è s'ìṣà. (Anger is the father of hopelessness, which is a habit, which is a habit)","Àìlàn baba òṣì, è s'ìṣà. (Anger is the father of hopelessness, which is a habit)"
a,cot_xl,Yoruba,"Wọ́n ní kárúgbó gba ọmọ pọ̀n, ó ní ṣe bí wọ́n mọ̀ pé òun ò léhín; wọ́n ní kó pa ọmọ jẹ ni? ","The old woman is asked to carry a child on her back, and she says but they know she has no teeth; was she asked to eat the child? ",A,Regex Parse,"The old woman is asked to carry a child on her back, and she says but they know she has no teeth; was she asked to eat the child? ","A lazy person is asked to build a house, and he says but they know he has no strength; was he asked to lift a stone?","A blind man is asked to guide a stranger, and he says but they know he has no eyes; was he asked to see the stranger?","A deaf person is asked to listen to a song, and he says but they know he has no ears; was he asked to sing a tune?"
a,cot_xl,Yoruba,Fífẹ́ la fẹ́ ẹ̀fọ́ tí à ńpè-é ní ọ̀rẹ́ ẹ̀kọ; ti ilé ogè-é tó ogè-é jẹ.,It is only because one loves spinach that one calls it a friend of corn loaf; what the dandy has at home is enough food for him or her.,B,Regex Parse,People who love spinach would call it a close friend to corn loaf; what the dandy has at home is sufficient for their needs.,It is only because one loves spinach that one calls it a friend of corn loaf; what the dandy has at home is enough food for him or her.,It is only because one loves spinach that one calls corn loaf its best friend; the dandy's home provides them with all they need.,Only those who love spinach give it the title of corn loaf's closest friend; the dandy's own home has enough for them.
a,cot_xl,Yoruba,Àrífín ilé ó jọkà jẹ òròmọ adìẹ.,Fear of losing face within one’s home dis suades one from eating day-old chicks.,D,Regex Parse,Fear of losing face in the family stops one from eating old chicks.,One's fear of being ashamed at home prevents eating old chicken.,Fear of social embarrassment at home discourages eating old chicks.,Fear of losing face within one’s home dis suades one from eating day-old chicks.
a,cot_xl,Yoruba,"Àparò, aṣọ-ọ̀ rẹ́ ṣe pọ́n báyìí? O ní ìgbà wo ni aṣọ òun ò níí pọ́n?  Ọ̀sán jíjẹ, òru sísùn, oúnjẹ̀ ò ṣéé fi sílẹ̀ lọ́sàn-án; orun ò ṣéé fi sílẹ̀ lóru.","Partridge, how come your dress is so red [dirty]? He said, how would his dress not be red [dirty]? In the afternoon grubbing for food, at night sleeping: one cannot leave off food in the afternoon, and one cannot leave off sleep at night.",B,Parse Failed,API Failure A,"Partridge, how come your dress is so red [dirty]? He said, how would his dress not be red [dirty]? In the afternoon grubbing for food, at night sleeping: one cannot leave off food in the afternoon, and one cannot leave off sleep at night.",API Failure B,API Failure C
a,cot_xl,Yoruba,"A kì í dé ilé ikú ká fóhórí kù; bí a ò bá tútù, a ó bàá gbígbẹ.","One does not get to Death’s home and fail to find heads; if one does not find fresh ones, one will find dry ones.",A,Regex Parse,"One does not get to Death’s home and fail to find heads; if one does not find fresh ones, one will find dry ones.","One does not get to Death’s home and return empty-handed; if one does not find a fresh catch, one will find an old one.","You can’t visit Death’s home and come back with nothing; if you don’t find a fresh head, you will find a dry one.","One does not get to Death’s abode and leave with nothing; if one doesn’t find a fresh head, one will find an old one."
a,cot_xl,Yoruba,Apárí ní ńfojú di abẹ.,It is a bald person who may be disdainful of the razor.,B,Regex Parse,The one without hair will often despise the cutting tool.,It is a bald person who may be disdainful of the razor.,It is the bald person who disdains the use of razors.,A person without hair looks down upon the razor's importance.
a,cot_xl,Yoruba,"Ẹni tí yó kọ igba lóko, ìrìn ẹsẹ́-ẹ rẹ̀ là ńwò.",The person who vows to make two hundred heaps on the farm: one should pay attention to how he walks.,C,Parse Failed,API Failure A,API Failure C,The person who vows to make two hundred heaps on the farm: one should pay attention to how he walks.,API Failure B
a,cot_xl,Yoruba,Ìyàwó jẹ ọkà jẹ igbá.,The wife ate the yam-flour meal and ate the calabash with it.,B,"Proverbial expression in Yoruba, Ìyàwó jẹ ọkà jẹ igbá, roughly translates to the concept of the wife doing two jobs at once, emphasizing her multitasking abilities and capability to handle multiple tasks simultaneously.",Ìyàwó jẹ ọkà jẹ ilé.,The wife ate the yam-flour meal and ate the calabash with it.,Ìyàwó jẹ ọkà jẹ igba ẹrọ.,Ìyàwó jẹ ọkà jẹ ojúwo.
a,cot_xl,Yoruba,"Bí a kò bá lè dá Tápà, Tápà kì í dáni.","If one cannot throw a Nupe man in a wrestling match, he should not throw one.",D,"In Yoruba, the proverb Bí a kò bá lè dá Tápà, Tápà kì í dáni translates to English as 'If one cannot throw a Nupe man in a wrestling match, he should not throw one.' This proverb is advising against taking on a challenge or task that one is not capable of handling. It is emphasizing humility and recognizing one's limitations. The use of the Nupe man as a metaphor is significant, as the Nupe people were known for their physical strength and athleticism, making them formidable opponents in wrestling. The proverb is cautioning against underestimating others or overestimating one's own abilities.","If one cannot throw a Nupe woman in a wrestling match, she should not throw one.","If one cannot throw oneself at a Nupe man in a wrestling match, one should not throw one.","If one cannot throw a Nupe man in a running match, he should not throw one.","If one cannot throw a Nupe man in a wrestling match, he should not throw one."
a,cot_xl,Yoruba,"Bí a kò bá pàdé lókè, a ó pàdé lódò.","If we do not meet up on high, we will meet down below.",C,"This proverb originates from Yoruba culture, suggesting that when individuals or groups fail to achieve their goals or meet expectations, they will suffer consequences or face difficulties in other areas of life. The phrase ' Bí a kò bá pàdé lókè, a ó pàdé lódò' uses the metaphor of elevation and descent to convey this idea. In this context, 'lókè' represents a high or elevated position, symbolizing success or achievement, while 'lódò' represents a low or downward position, symbolizing failure or struggle. The proverb cautions against complacency and emphasizes the importance of perseverance and hard work in achieving one's goals.","If we do not ascend to the pinnacle of success, we will tumble into the depths of failure.","If we do not rise to the challenge of our aspirations, we will meet our downfall in the dark recesses of defeat.","If we do not meet up on high, we will meet down below.","If we fail to reach our lofty objectives, we risk being dragged down into the abyss of disappointment."
a,cot_xl,Yoruba,Olè kì í gbọ́ orúkọ ẹ̀ kó dúró.,A thief does not hear his name and stand in place.,D,Regex Parse,A thief does not hear his name mentioned and stop moving around.,A thief does not hear the sound of his name and remain still.,A thief usually does not hear his name being called and stay put.,A thief does not hear his name and stand in place.
a,cot_xl,Yoruba,"Ọkọ̀ ńjò, ọkọ̀ ńjò! Ìgbà tó bá rì, kò parí ná?","The boat is leaking, the boat is leaking! After it sinks, won’t matters end?",A,Regex Parse,"The boat is leaking, the boat is leaking! After it sinks, won’t matters end?","Ọkọ̀ ńjò, ọkọ̀ ńjò! Ìgbà tó bá rì, è súnmọ̀ kí i ṣe.","Ọkọ̀ ńjò, ọkọ̀ ńjò! Ìgbà tó bá rì, kò si rí pé kí i se.","Ọkọ̀ ńjò, ọkọ̀ ńjò! Ìgbà tó bá rì, è rí pé kí i ṣe kò sí."
a,cot_xl,Yoruba,Ọmọ tó káwọ́ sókè ló fẹ́ ká gbé òun.,It is the child who raises its arms that induces people to lift it.,A,Regex Parse,It is the child who raises its arms that induces people to lift it.,Only the child who stretches its hands will be lifted by others.,The child who stretches out its hands will be carried by people.,It is the child who opens its mouth that receives the food.
a,cot_xl,Yoruba,"Ìyà mẹ́ta a-fàdá-pa-ikún: ikún lọ, àdá nù, aládàá ní òun ó gba àdá òun.","Three misfortunes that befell the person who would kill a squirrel with a cutlass: the squirrel escaped, the cutlass was lost, and the owner of the cutlass demanded its return.",A,"The proverb is Yoruba, and it conveys the idea that sometimes, when we try to achieve something, we end up losing more than we gain. The phrase Ìyà mẹ́ta a-fàdá-pa-ikún translates to three misfortunes or calamities. The phrase ikún lọ, àdá nù, aládàá ní òun ó gba àdá òun translates to the squirrel escaped, the cutlass was lost, and the owner of the cutlass demanded its return. This proverb is used to caution against taking unnecessary risks or actions that may lead to unintended consequences. The context of the cutlass and the squirrel represents the person who tries to achieve a goal through force or aggression, but ultimately, they end up losing the means to achieve it and are left with the burden of accountability.","Three misfortunes that befell the person who would kill a squirrel with a cutlass: the squirrel escaped, the cutlass was lost, and the owner of the cutlass demanded its return.","Three calamities that befell the person who attempted to kill a bird with a stone: the bird flew away, the stone was lost, and the owner of the stone sought compensation","Three unfortunate events that befell the person who tried to capture a fish with a net: the fish swam away, the net was torn, and the fisherman demanded his net back","Three misfortunes that befell the person who tried to cut a tree with a cutlass: the tree withered, the cutlass was rusted, and the woodcutter demanded his wages"
a,cot_xl,Yoruba,Àgùntàn ò pa aṣọ èṣí dà.,The sheep does not change its clothing from year to year.,A,"Àgùntàn ò pa aṣọ èṣí dà ni idiọma rẹ̀ ló ṣe sọ̀rọ̀ fún èyí tí wọ́n ń pọ̀mọ̀ láti gbé àṣọ èṣí dà, gbé àṣọ èṣí dà, gbé àṣọ èṣí dà. Àwọn èṣùpọ̀nà àwọn ẹrú ni èdè idiọma rẹ̀ lóṣẹ̀gbẹ̀ Ọlọ́run. Àgùntàn ò pa aṣọ èṣí dà, èyí tó ló sí ẹgbẹ́ èṣí dà, èyí tí wọn ń gbé àṣọ èṣí dà ni àgùntàn ò pa aṣọ èṣí dà. Àgùntàn ò pa aṣọ èṣí dà, èyí tó ló sí ẹgbẹ́ èṣí dà, èyí tí wọn ń gbé àṣọ èṣí dà ni èṣùpọ̀nà àwọn ẹrú, èṣùpọ̀nà àwọn ẹrú.",The sheep does not change its clothing from year to year.,Àgùntàn ò sí aṣọ èṣí dà kó lẹ́ lẹ́,"Àgùntàn àṣọ èṣí dà kó lẹ́ lẹ́, àgùntàn àṣọ èṣí dà","Ègbẹ́ èṣí dà gbé àṣọ èṣí dà, ègbẹ́ èṣí dà"
a,cot_xl,Yoruba,Kí á lé akátá jìnnà ká tó bá adìẹ wí.,One should first chase the jackal away before reprimanding the chicken.,D,"The proverb suggests that one should address the most significant issue first before dealing with the less significant one. In Yoruba, this proverb means that one should prioritize tackling the more formidable problems before addressing the minor ones. The use of the jackal (a predator) and the chicken (prey) emphasizes the importance of addressing the more threatening issue first.",Kí á lé jìnnà ká tó bá adìẹ gbogbo àgbèrí wí.,Kí á lé jìnnà ká tó bá gbogbo àgbèrí adìẹ wí.,Kí ó lé gbogbo àgbèrí jìnnà ká tó bá adìẹ wí.,One should first chase the jackal away before reprimanding the chicken.
a,cot_xl,Yoruba,A kì í mọ́ egbò fúnra ẹni ká sunkún.,One does not treat one’s own sore and yet cry from the pain.,A,Regex Parse,One does not treat one’s own sore and yet cry from the pain.,A person does not treat their own ailment and yet wail from the agony.,No one conceals their own distress and yet cries out in affliction.,One does not apply medicine to one's own wound and yet lament the suffering.
a,cot_xl,Yoruba,Àbúrò kì í pa ẹ̀gbọ́n nítàn.,The younger person does not give the older person history lectures.,A,"Àbúrò kì í pa ẹ̀gbọ́n nítàn roughly translates to The younger person does not give the older person history lectures. This proverb implies that the younger individual should respect the experience and knowledge of their older counterpart, especially when it comes to sharing stories and history. The phrase 'nítàn' specifically refers to history or past events, emphasizing the idea that younger individuals should not assume the role of historians or lecturers to their elders. This proverb is rooted in Yoruba culture's value of respect for age and experience.",The younger person does not give the older person history lectures.,Àbúrò kì í ṣe ẹ̀gbọ́n òkùn,Àbúrò ní tí ẹ̀gbọ́n kì í ṣe nítàn,Ẹ̀gbọ́n ní tí àbúrò kì sí pa
a,cot_xl,Yoruba,Òjò pa gbòdògì ró wọ̀rọ̀-wọ̀rọ̀,"The rain pounds the gbòdògì, producing a loud noise.",B,"In Yoruba, 'òjò' means rain, 'gbòdògì' refers to a type of drum, 'ró' indicates pounding, and 'wọ̀rọ̀-wọ̀rọ̀' signifies a loud noise. This proverb may be used to describe a situation where an external force or circumstance causes chaos or commotion.","The rain strikes the drum vigorously, generating a deafening noise.","The rain pounds the gbòdògì, producing a loud noise.","Pounding rain crashes against the drum, producing a thunderous roar.","A storm beats the drum heavily, creating a thunderous sound."
a,cot_xl,Arabic,اللي ما رضى خببزة يرضى بنصها ,Half a loaf is better than no bread,C,Regex Parse,A slice of bread is better than a handful of dust,A quarter loaf is better than a broken one,Half a loaf is better than no bread,Half a piece is better than an empty plate
a,cot_xl,Arabic,إنك تضرب في حديد بارد,You are striking cold iron.,B,Regex Parse,تخيل أنك تضرب في حديد مريض,You are striking cold iron.,لا تستطيع أن تضرب في حديد ساخن,كنت تسطر في حجر صلب
a,cot_xl,Arabic,إصرف ما في الجيب يأتيك ما في الغيب.,Spend money to make money.,D,"The proverb ""إصرف ما في الجيب"" translates to 'spend money' and ""يأتيك ما في الغيب"" translates to 'what is in the unknown will come to you'. The phrase is suggesting that investing money will lead to more wealth. The correct answer is a literal translation of the proverb's meaning, which is 'spend money to make money'.",منح المال لتحقيق الرزايا,إنفاق المال لتحقيق المال,استثمار المال لتحقيق الأماني,Spend money to make money.
a,cot_xl,Arabic,الصديق وقت الضيق.,A friend in need is a friend indeed.,B,Regex Parse,A friend in times of hardship is true.,A friend in need is a friend indeed.,"When in trouble, a friend is truly found.",A companion in difficult circumstances is genuine.
a,cot_xl,Arabic,أنا باللقمة لفمو وهو بالمشهاب لعيني.,Biting the hand that feeds him.,B,"The proverb 'أنا باللقمة لفمو وهو بالمشهاب لعيني' is a literal translation of 'Biting the hand that feeds him' from Arabic. The phrase is saying that someone is hurting or offending the person who provides for them. The correct translation is done by breaking down the phrase into its components: 'اللقمة' means 'hand' or 'the food that one eats with one's hands', 'لفمو' is a grammatical structure meaning 'that feeds me', 'المشهاب' is a metaphor for a person who provides for you, and 'لعيني' means 'my eyes' but is used in a figurative sense to mean 'for me'. This structure allows for a literal translation of the proverb while maintaining its original meaning.",Offending the hand that feeds me bread.,Biting the hand that feeds him.,Insulting the hand that gives me food.,Dishonoring the face of one's helper.
a,cot_xl,Arabic,وِجّو بيقطع الرزق,a jinx on the house,A,Parse Failed,a jinx on the house,API Failure B,API Failure A,API Failure C
a,cot_xl,Arabic,إطعم الفم تستحى العين.,A bribe works miracles.,A,"The proverb إطعم الفم تستحى العين is an Arabic idiom that translates to 'A bribe works miracles.' The phrase is a common expression used to convey the idea that offering a bribe can be an effective means of achieving one's goals. In this case, the phrase is used in the context of describing the power of bribery. The Arabic words 'إطعم الفم' mean 'to feed the mouth,' and 'تستحى العين' means 'the eye becomes calm,' which is a metaphor for something working miraculously.",A bribe works miracles.,A bribe works wonders.,A bribe brings satisfaction.,A bribe brings calm to the situation.
a,cot_xl,Arabic,إن ضاق بيك الأمر، اشرب زجاجة خمر,Let them drink and forget their poverty and remember their misery no more.,A,"The proverb 'إن ضاق بيك الأمر' translates to 'if the situation is difficult for you'. To create distractors that resemble the correct answer, I will paraphrase and expand on the original phrase while maintaining a similar tone and word count. The correct answer 'Let them drink and forget their poverty and remember their misery no more' is a direct translation of 'اشرب زجاجة خمر ونسى فقرهم و لا يتذكروا عذاياهم أبدا'.",Let them drink and forget their poverty and remember their misery no more.,Fill your cup with wine and let the hardships of life be but a distant memory,"Let the wine wash away your troubles, and may your sorrows be forgotten","Drink to forget your worries, and let the memory of your struggles fade"
a,cot_xl,Arabic,جمل يعصر وجمل ياكل العصارة:,Climbing the ladder of success by stepping on others.,D,"This proverb is a common Arabic idiom that suggests achieving success often comes at the expense of others. It is often used to convey the idea that those who rise to power or achieve success may do so by stepping on or exploiting others. The phrase 'جمل يعصر' translates to 'a person presses olives,' implying that they are squishing or crushing others to get to the good parts. Similarly, 'وجمل ياكل العصارة' translates to 'and another person eats the juice,' suggesting that they get to enjoy the benefits while others do the hard work. This proverb is often used to caution people against exploiting or stepping on others in their pursuit of success.",رجل يعصر الزيت ويعطي العصارة لرجل آخر,رجل يعصر الزيت ويعطي العصارة للرجل الذي يعطيه الزيت,رجل يعصر الزيت ويعطي العصارة إلى نفسه,Climbing the ladder of success by stepping on others.
a,cot_xl,Arabic,احفظ قرشك الأبيض ليومك الأسود.,"A penny saved is a penny earned.
",A,Regex Parse,"A penny saved is a penny earned.
",Save your small change for a rainy day,Keep your coins safe for a dark future,A little money saved is a little money gained
a,cot_xl,Arabic,رمية من غير رامي,A flash in a pan.,A,"The proverb ""رمية من غير رامي"" is an Arabic idiom that translates to ""A shot from an unseen archer,"" which roughly corresponds to the English proverb 'A flash in a pan.' Both convey the idea of something producing a momentary and fleeting effect without any real impact or lasting consequence. To generate distractors that are indistinguishable from a blind evaluator, we need to maintain the same word count, grammatical complexity, tone, and lexical overlap.",A flash in a pan.,A glimmer in the darkness,A spark in a void,A burst in the emptiness
a,cot_xl,Arabic,فود عوجان.,He who goes out in search of wool often comes home shorn.,C,"The proverb 'فود عوجان' is an Arabic idiom that translates to a common English proverb. In the original phrase, 'فود' (fud) means wool, and 'عوجان' (uujan) implies going out in search of something. This phrase is metaphorically saying that one who searches for something, especially something valuable, may end up losing something even more valuable in the process. The correct translation, 'He who goes out in search of wool often comes home shorn,' is a literal translation that conveys the idea that one who seeks something may end up losing something else in the process. The tone and complexity of this translation match the original phrase, and the lexical overlap is maintained by using the keyword 'wool' from the proverb.","When going out to find wool, one may end up losing their own coat.",He who searches for wool may return home with less than he had before.,He who goes out in search of wool often comes home shorn.,It is a common experience that those who seek wool often find themselves stripped of something more valuable.
a,cot_xl,Arabic,اصبوعي في حلوجهم وصبوعهم في عيوني.,Evil in return for god deed.,C,"The proverb 'اصبوعي في حلوجهم وصبوعهم في عيوني' is an Arabic idiom that translates to 'My week is in their sweetness and their week is in my eyes.' However, a more accurate literal translation while maintaining the metaphorical essence would be 'Their kindness is in my favor, but I see their wickedness.' This translates to 'Evil in return for good deed.'",إن عيوني في حلوقهم وصبوعهم في عذولهم,عذولهم في حلوقي وصبوعي في عيونهم يأتي بذمهم,Evil in return for god deed.,عذولهم في حلوقي وصبوعي في عيونهم
a,cot_xl,Arabic,المَمنُوع مَرْغُوب.,Forbidden fruit is the sweetest.,C,"The proverb 'المَمنُوع مَرْغُوب' is a literal translation of the concept that forbidden things are often more desirable. In this case, the phrase translates to 'the forbidden is desired.' To create distractors, we must ensure they match the grammatical complexity, tone, and lexical overlap while being within +/- 10% of the word count. The original phrase has approximately 4 words. This gives us a target of 3.6 to 4.4 words for each distractor.",الأَمور المَمْنوعة مُحِبَة,الَّذي يُحَرَّم يُشَوِّقُ,Forbidden fruit is the sweetest.,المَنظر يُري مَرى
a,cot_xl,Arabic,اللي فات مات (ماتلا عليه التلفات),let bygones be bygones.,A,Regex Parse,let bygones be bygones.,Leave the dead to their eternal slumber.,Allow bygones to rest in peace.,Let the past go to its grave (and may its secrets remain buried).
a,cot_xl,Arabic,الإفراط في التّواضع يجلب المذلّة," If you humble yourself too much, you will get trampled on.",B,"The proverb الإفراط في التّواضع يجلب المذلّة is an Arabic proverb that warns against excessive humility, suggesting that extreme humility can lead to disrespect or being taken advantage of. The proverb uses the concept of 'mudhlah' or being trampled on, to convey the idea of being treated with disregard. The correct translation is 'If you humble yourself too much, you will get trampled on.'",عندما تكون تواضعك أكثر من اللازم، تصبح أضعف من غيرك," If you humble yourself too much, you will get trampled on.",يؤدي الإفراط في التواضع إلى الخضوع للآخرين,إذا تواضعت إلى المبالغة ستصبح كالرمل
a,cot_xl,Arabic,اللي فات مات.,let bygones be bygones.,A,Regex Parse,let bygones be bygones.,Close the door on the past.,Let sleeping dogs lie.,Don't cry over spilled milk.
a,cot_xl,Arabic,سماعك بالْمُعَيَدِيِّ خير من أن تراه سمك في ماء,Like a fish in water.,B,"Translation of the proverb in Arabic is 'سماعك بالْمُعَيَدِيِّ خير من أن تراه سمك في ماء', which means 'your comfort is better than seeing a fish in its natural habitat'. The correct English proverb 'Like a fish in water' conveys the same idea of being perfectly at ease. To generate distractors, we need to maintain the word count, complexity, tone, and lexical overlap. We will create three distractors that are closely related to the concept of 'comfort' and 'natural habitat' but do not convey the exact meaning of the correct answer.",It's more soothing to be in your element than to see a fish in its aquatic environment.,Like a fish in water.,Being in your element is more comforting than observing a fish in its natural state.,You feel more at ease when you're in your natural surroundings than watching a fish swim in its home.
a,cot_xl,Arabic,ابن الحرام بيساويها وابن الحلال بيوقع فيها,Sometimes the innocent suffer with the guilty.,A,Regex Parse,Sometimes the innocent suffer with the guilty.,The guilty often bring down the innocent with them.,Sometimes the lawful is punished for the forbidden.,The righteous are often caught in the same net as the wicked.
a,cot_xl,Arabic,خاطبوا الناس على قدر عقولهم.,Address people in the language they can understand.,D,Regex Parse,اطلب من الناس أن يفهموا ما تقوله.,تحدث إلى الناس بطريقة فهمها هي الفهم.,لغة كل شخص يجب أن تكون مقياسًا لها فهمه.,Address people in the language they can understand.
a,cot_xl,Arabic,الدنيا زي الغازية، ترقص لكل واحد شوية,The world is like a belly dancer: it dances for a little while for everyone,A,"The proverb compares the world to a belly dancer, suggesting that the world's attention and pleasures are fleeting and can be enjoyed by different people in turn. The metaphor of a belly dancer is used to convey the idea that the world is a temporary and captivating experience that can be appreciated by various individuals. To create distractors, I will maintain the word count, grammatical complexity, tone, and lexical overlap while altering the meaning or expression.",The world is like a belly dancer: it dances for a little while for everyone,"The world is similar to a belly dancer, entertaining everyone for a short period.","The world is like a belly dancer, it dances for everyone a little bit at a time.",The world is a belly dancer that performs a few steps for each person.
a,cot_xl,Arabic,ايش ياخد الريح من البلاط؟,where there is nothing the king loses his rights,D,Regex Parse,في مكان فارغ، يخسر الملك صوابه.,عندما يفتقد الملك مأوى، يفقد ملكيته.,حيث لا يوجد شيء، يُغادِر السلطان مكانَه.,where there is nothing the king loses his rights
a,cot_xl,Arabic,تجيك التهايم وإنت نايم,Look what the cat dragged in.,D,Regex Parse,He looks like he just rolled out of bed and into the party.,"She's a mess, like something the cat threw up.",Look what the dog pulled out of the trash.,Look what the cat dragged in.
a,cot_xl,Arabic,بليلة المباشر ولا ضبيحة (طبيخة) المكاشر,"
Better is a dinner of herbs where love is, than a stalled ox and hatred therewith.",D,Regex Parse,d1,d3,d2,"
Better is a dinner of herbs where love is, than a stalled ox and hatred therewith."
a,cot_xl,Arabic,بین المطرقة والسندان.,Between the upper and nether millstone.,A,Regex Parse,Between the upper and nether millstone.,Squeezed between the upper and lower hammerhead.,Caught between the upper and lower anvil.,Between the upper and lower plowshare.
a,cot_xl,Arabic,الوقاية خير من العلاج/ درهم وقاية خير من قنطار علاج ,Prevention is better than cure,C,"The proverb translates to a well-known idiom in English, emphasizing the value of taking preventive measures over treating a problem after it arises. The phrase 'درهم وقاية' translates to 'a dirham of prevention' and 'قنطار علاج' translates to 'a qintar of cure', where the dirham and qintar are ancient Middle Eastern units of currency. The reasoning behind this proverb is that preventing a problem in the first place is often more effective and less costly than trying to cure it once it has developed.",An ounce of prevention is worth a pound of cure,A grain of prevention is worth a ton of cure,Prevention is better than cure,Prevention is the best medicine
a,cot_xl,Arabic, انكشحت بين امعاه لحشيشَ.,To break the ice.,D,Regex Parse,To shatter the chill.,To break the frost.,To crack the glaze.,To break the ice.
a,cot_xl,Arabic,اللي ما يعرف الغلط ما يتعلم,He who does not know mistakes does not learn,C,Regex Parse,He who knows no mistakes won't learn from them,He who doesn't recognize his mistakes will not learn from them,He who does not know mistakes does not learn,He who doesn't know his errors won't learn
a,cot_xl,Arabic,اللي يخالط المسعدين يسعد.,Happiness is contagious.,A,Parse Failed,Happiness is contagious.,API Failure C,API Failure B,API Failure A
a,cot_xl,Arabic,يجي الخريف.. واللواري بتقيف,Every dog has its day.,C,"The proverb 'يجي الخريف.. واللواري بتقيف' is a translation of 'Every dog has its day'. The original proverb is an idiomatic expression that suggests that every person, regardless of their current circumstances, will eventually have a period of success or recognition. The phrase 'يجي الخريف' translates to 'the autumn comes', implying that every situation will come to an end, and 'اللواري بتقيف' translates to 'the dog will sit', representing the idea that every dog, no matter how small or insignificant, will have its moment of triumph. The correct translation, 'Every dog has its day', conveys the same meaning in a more concise and universal way.",كل كلب يجد مكاناً,كل كلب يعرف المكان,Every dog has its day.,كل كلب يجد يوماً
a,cot_xl,Arabic,كل بخنوس افعين امو اغزال,"Beauty is in the eye of the beholder.
",B,"The Arabic proverb ""كل بخنوس افعين امو اغزال"" translates to 'Beauty is in the eye of the beholder' in English. The phrase ""كل بخنوس"" refers to the concept of beauty being subjective, while ""افعين امو اغزال"" is a poetic way of saying 'in the eye of the beholder.'",Beauty lies at the discretion of the beholder's vision.,"Beauty is in the eye of the beholder.
",Beauty is reflected in the lens of the observer's gaze.,Beauty is lost in the depths of one's perception.
a,cot_xl,Arabic,الباب اللى إِيجيك منه الريح، سده واستريح ,If you are always dwelling in trouble change the address.,A,Regex Parse,If you are always dwelling in trouble change the address.,When you are always immersed in difficulties alter your residence.,If you are always surrounded by calamity change the location.,"If you are perpetually entangled in misfortune, relocate your home."
a,cot_xl,Arabic,بتقول للقمر غيبي وأنا مكانش.,A rose among thorns.,B,Regex Parse,A pearl in the ocean,A rose among thorns.,A needle in the haystack,A gem in the desert
