Sample_ID,source_text,english_translation,Cultural_Context
MID0174,دخول الحمام مش زي خروجه,to be in deep water,"Someone opened a Turkish bath and announced that entry to the bath was free. When the customers left the bath, the owner would seize their clothes and refuse to hand them back unless they paid. The customers would protest, saying: Didn't you say that entry to the bath was free? He would reply: Entering the bath isn't the same as leaving it."
MID0175,زى الفراخ رزقه تحت رجليه,He was born with a silver spoon in his mouth.,Like a chicken that finds food under its feet while walking effortless. This proverb describes a person who finds sustenance in the things he does.
MID0176,زي الطاووس يتعاجب بريشه,In love with his own reflection.,"This proverb is used for someone who is proud of his appearance, his clothes, or his appearance and beauty, just as a peacock is proud of his long, colorful feathers."
MID0177,سكتنا له دخل بحماره,Give him an inch and he’ll take a mile.,"We ignored his entry and acceptance into our house, so he entered with his donkey as well. This proverb describes someone who is greedy and oversteps his bounds when he is treated with leniency."
MID0178,طباخ السم بيدوقه,What goes around comes around.,"The one who cooks poison must taste it, whether for covet or otherwise. It is said of those who have some of their work, and of those who seek to harm people, they must suffer from their work, like a cook who forgets and tastes the poison he is making for others."
MID0179,عامل نفسه من بنها,He turns a blind eye.,"The origin of this proverb lies in the ""Delta Train,"" which must pass through and stop at Banha regardless of its destination. This means that the first stop after Cairo is Banha. Passengers heading to Banha, who couldn’t find a seat, would often ask the seated passengers to let them sit for the short distance to Banha, which only takes a few minutes. Afterward, the Banha passengers would get off, and the ""Bahari"" (northern) passengers would return to their seats.

This led to a common trick among passengers traveling to farther provinces to secure seats. They would ask the seated passengers to let them sit by claiming they were only traveling as far as Banha. Since Banha is a station where many passengers disembark to catch other train lines, many people would exit the train, most of whom were not actually from Banha. Those who had given up their seats would find themselves sitting again but not in their original seats. Thus, the trick became common, and anyone who wanted to have a seat on a crowded train would ""pretend to be from Banha."""
MID0180,عصفور في اليد خير من عشرة على الشجرة:,A bird in the hand is worth two in the bush.,"This proverb is said in the context of greed and lack of contentment, and it can also be used in the opposite sense, i.e., acting with caution and fear of taking risks. There are many stories and tales behind this proverb, but the most commonly told one is about a person who had a bird in his hand. While walking, he saw a group of birds in a tree, he wanted them and let go of the bird in his hand and climbed the tree. As soon as he got close to them, they all flew away. Hence the proverb, ""A bird in the hand is worth two in the bush."""
MID0181,قد النملة ويعمل عملة,Small but mighty.,"It describes anyone as small as an ant, yet he does a remarkable job. This proverb describes a great action that comes from a person who is young in age or position. It is similar to the proverb: “God's secret is placed in the weakest of his creation.”"
MID0182,كُتْرِ السَّلَامْ يِقِلِّ الْمعْرِفَهْ,Abundance like want ruins many,Knowledge: Companionship and friendship. This proverb discusses that excess in something turns it into its opposite.
MID0183,لبس البوصة، تبقى عروسة.,(Clothes make the man.),"If you dress the stick well, it will turn into the most beautiful bride. It is said about a person who spends excessively on his appearance and clothes - or someone else spends on him - while he is a person who is the opposite of what his clothes show."
MID0184,مافيش حلاوة من غير نار, (You can't make an omelet without breaking a few eggs.,"This proverb signifies the true appreciation of life's beauty, which we only fully recognize after effort, struggle, fatigue, and hardship. It highlights that an achievement gains value in our lives when it is earned through hard work. If something comes easily and without effort, we are more likely to take it for granted and not feel the pain of losing it, as we did not work hard to obtain it. The proverb encourages perseverance and struggle to truly savor the sweetness of accomplishment."
MID0185,متعملش من الحبة قبة,to make a mountain out of a molehill.,"The term ""الحبة"" refers to a single grain of wheat or barley, meaning something small in size. On the other hand, ""القبة"" refers to a large silo used for storing grains, which is shaped like a dome, and some house roofs were also dome-shaped. This term signifies something large in size. The relationship between ""القبة"" and ""الحبة"" is one of contrast, akin to the relationship between small and large. This means that the person being referred to in the proverb exaggerates and magnifies things, surrounding them with a grandeur that is greater than their actual size, level, or value—similar to comparing a small grain to a large dome."
MID0186,مراية الحب عمياء/بصلة المحب خروف,Love is blind.,A lover does not see the faults of his beloved.
MID0187,مش عاجبك اشرب من البحر,Like it or lump it ,The person says this phrase to his opponent who threatens him with punishment associated with the occurrence of the action.
MID0188,مش كُل طير يتَّاكِل لحمُه.,It’s ill sitting at Rome and striving with the pope.,"When someone is warned not to overstep the bounds of a person of high status in society, he is told, “Be careful, not every bird is edible,” meaning that this person is not someone you can resist. People differ in their nature and constitution, just as birds differ in their nature, not all of them are edible. Likewise, people differ in their nature and are distinguished in their social status."
MID0189,من كان بيته من زجاج، لا يقذف الناس بالحجارة,People who live in glass houses shouldn't throw stones.,"The proverb means if you threw a stone at someone and the stone came back to you, the whole house would collapse. This proverb is used for someone who talks about people's faults, while he is full of faults."
MID0190,نواية تسند الزير,every little helps ,"Sometimes it is something small and simple, but it is useful and can fix something big."
MID0191,همه علي بطنه,Eating is his concern.,It is said to a person who eats voraciously.
MID0192,يا خبر النهاردة بفلوس، بكرة يبقي ببلاش,Let's wait and see.,"This proverb is used so that a person does not worry about hearing news, and does not make an effort or spend money to know it; because if he waits a little (until tomorrow), this news will be within the person’s reach, for free."
MID0193,يا صبر أيوب,I wish I have the patience of a saint.,"Asking Allah to give man the patience of Job, peace be upon him, in the face of adversity"
MID0194,يا فَرْحَة ما تَمِّت خَدها الغُراب وطار.,"To rain on one’s parade.
",The proverb is used when one is disappointed after a short-lived and intense joy.
MID0195,ياما جاب الغرب لامه,What a dead loss you are,"A study on the behavior and lives of crows discovered that crows love all things that sparkle in the sun, and that each crow has its own secret storehouse, which could be a hole in a tree, under the roof of an old tower, or behind a stone on a bridge. One of the study team was able to reach one of the crows’ stores, and found in it a piece of a broken mirror, a cup handle, a piece of tin, another piece of metal, and other trivial things that have no value except that they sparkle in the sun. Hence the proverb “How much the crow brought to his mother” goes for anyone who buys or brings something that has no value or use."
MID0196,ياما دقت على الراس طبول,An old hand,It is used figuratively to describe someone who is battle-tested or seasoned in a particular field.
MID0197,يرفع الراية البيضاء ,Cave in. / He surrenders. / He admits defeat. / He gives up the fight.,The white banner is a symbol of surrender or giving up in a conflict or competition.
MID0198,يفتح الله,"No problem./ take it or leave it.""","There is a popular proverb that says: “Between the seller and the buyer, God opens” – meaning that if the two agree, whether by acceptance or rejection, by mutual consent – ​​then there is no problem."
MID0199,يقتل القتيل ويمشي في جنازته,He kills the victim and then shows up at the funeral.,"It is said about someone who causes a problem, then comes to console the person who has the problem, and comforts him with kind words."
MID0200,يقطع عِرق وسيّح دمه.,Face the music. / To take the bull by the horns.,It is said to those who avoid problems that they should confront them and make decisive decisions about them.
MID0201,يموت الزمار وصوابعه بتلعب,Old habits die hard.,"It means that a flutist may die while his fingers keep playing. This expression refers to someone who is controlled by a habit that he cannot give up, regardless of the circumstances, even to the point of death."
MID0202,يموت المعلم ولا يتعلم.,There is always more to learn.,"Teacher refers to a master in their craft. It means that no matter how skilled the master or knowledgeable the scholar in his field, there’s always more to learn."
MID0203,يودع سره في اضعف خلقه:,small but mighty (or mighty mite),This expression is used to describe a weak or simple person who unexpectedly turns out to be the one who solves the problem or brings about a good outcome.
MID0204,یطفح الكیل.,To reach a breaking point,The situation has become intolerable.
MID0205,یعرف من أین تؤكل الكتف.,To know which side one's bread is buttered on,"This idiom describes a smart person who addresses issues by examining their origins, because eating the chuck is more challenging than eating consuming other cuts of meat."
MID0206,أذنك من وين يا جحا.,The shortest distance between two points is a straight line.,"A popular Arabic proverb, quoted from the anecdotes of Juha. When he was asked, “Where is your ear, Juha?” he raised his right hand and circled it above his head, pointing to his left ear! The proverb is used for someone who leaves the shortest distances to reach his goal and goes to the furthest. It is also used for someone who talks too much or chatters."
MID0207,أنت أمير وأنا أمير من يقود الحمير.,Two kings can't rule a kingdom. / Too many cooks spoil the broth.,"An Emirati proverb about people who think they are responsible for the entire work, but at the same time do not do their part. Work is everyone’s responsibility, and if he alone is responsible, who will do the rest of the work?"
MID0208,إذا طاح الجمل كثرت سكاكينه.,"When the tree is fallen, every one runs to it with his axe",The proverb is a metaphor for enemies who take advantage of the slightest opportunity of weakness in this person to attack his life or reputation.
MID0209,إذا كان المتحدث مينون يكون المستمع عاقل,Don't take everything at face value.,"The proverb means that speech must be rational, and not everything said should be taken at face value. If the speaker does not know what he is saying, it is better for the listener to be rational and critical."
MID0210,إذا ما طاعك الزمان طيعه.,Roll with the punches.,"The proverb means that if life is not as you wish and all the people around you are against you, or the circumstances you are going through contain great changes that you are unable to change, so adapt to it. The proverb does not mean that you should go against the flow, but rather that you should adapt to it according to your ability to do so."
MID0211,إذا ياتك العويه من السفية خلها.,Don't give a fool a platform.,"(عويه: wrong thing) If something bad happens to you from a fool, do not pay any attention to him. It is said when we want to prevent a person from responding to the one who harmed him."
MID0212,إشلك بالبحر وأهواله، ورزق الله على السيف,Don't reinvent the wheel.,"This proverb is said about a person who seeks hardships to reach a specific goal, and neglects the easy and available path for him."
MID0213,احفظ جديمك.. جديدك ما يدوم.,Old is gold.,"It indicates the importance of respecting the past, especially the traditions and customs of the people."
MID0214,ادعونه نهوش ادعونه نفتكر,Be sane.,One of the proverbs that calls for reason.
MID0215,اصبر والحجر توديك,"After black clouds, clear weather./ Slow and steady wins the race.
",An indication that patience may be the key to overcoming challenges or difficulties.
MID0216,اصبوعي في حلوجهم وصبوعهم في عيوني.,Evil in return for god deed.,One of the popular proverbs that expresses the rejection of ingratitude. It means that there are those who do a lot of good and in return they only receive ingratitude.
MID0217,اعمل خير وعقه بحر,Do good and cast it into the sea.,"It is used to encourage people to do good deeds, regardless of who deserves them or not."
MID0218,اقنع تشبع.,Contentment is wealth.,"The proverb is an advice for people to be content with Allah's allottation for them, and they will feel like they are rich."
MID0219,البحر فيه لاغش,The worst is yet to come.,(لاغش: an unusual movement of the wave). It indicates the existence of an action that will lead to a devastating disaster.
MID0220,البحر له ناس لفيحه، يعرفون التوح من اليره، موب كل من تاح سريحه، قال هذا خيط وبيره.,Never send a boy to do a man's job.,"An Emirati proverb that is said to emphasize that every person has his own specialty, and every profession has its own experts and craftsmen."
MID0221,"البعد بعد القلوب موب بعد الدروب.
","Love knows no distance.

or 

Distance means so little, when you mean so much.","This proverb is said to someone who is not reassured about his loved ones and does not care about them due to the long distance. Therefore, the real distance is the distance from the heart and mind, not the distance from the land or place."
MID0222,الحب يطلع على بذره.,You reap what you sow.,"The meaning of the proverb is that when the seeds are planted, they produce good plants if the seed is good. If it is good, the crop will be good, but if it is bad, the crop will be affected and spoiled. This proverb shows the importance of raising children properly and bringing them up with good qualities, good values ​​and examples that are passed on from one generation to the next."
MID0223,الحسود لا يسود,Jealousy eats away at the jealous.,It indicates that the envious person lives in misery and does not gain any good from envy.
MID0224,الديك يصقع في البيضه,A pint-sized man. ,"The proverb shows that a boy's manliness and chivalry are evident from a young age, and people understand his movements, and hopes are attached to him, so he is treated like a man."
MID0225,الزاد يفنى والربيع يدوم.,"If everything perishes, a loyal friend will remain.","It means that material things will inevitably pass away, but a loyal friend will remain."
MID0226,السمكة الخايسة تخيس السمك كله,The rotten apple injures its neighbor.,This proverb warns against associating with fools and the dishonorable.
MID0227,الشيفة شيفة، والمعاني ضعيفة,still waters run deep.,"This Emirati proverb is said when you see a person with a good appearance and you admire him and get a positive impression of him, while he is bad in character and work."
MID0228,الصافع ينسى والمصفوع ما ينسى,"The axe forgets but the tree remembers.
or
The tree remembers what the axe forgets.","This proverb is said when someone who hurts another person may have a good relationship with him. The one who hurts may forget his wrongdoing, but the one who was hurt cannot forget it."
MID0229,الصديج قبل الطريج,Choose a partner/ friend before choosing a path.,It shows the importance of a friend.
MID0230,الضرب في الميت حرام.,Don't beat a dead horse.,"There is no point in hitting and insulting someone who does not feel or feel pain, he is like a dead person, so hitting and talking to him is useless."
MID0231,العين بصيرة، واليد قصيرة,the eyes desire what the hands can't reach.,"It indicates that the speaker is talking about his experience and knowledge of things, but the little money or management he has in his hand hides his ability and good conduct."
MID0232,الفضول قتل العيوز.,Curiosity killed the cat.,"This proverb calls for staying away from curiosity, and it goes back to a story about an old woman who died because of her curiosity."
MID0233,القطو العود ما يتربى.,You can't teach an old dog new tricks. ,The meaning of this proverb is that a corrupt adult who has reached adulthood is difficult to re-educated.
MID0234,الكذب حبله قصير.,Lies will get found out.,"It indicates that lies are usually eventually exposed, and have limited or short-lived impact."
MID0235,الكلب ما ينبح الا عند دار أهله,The dog only barks at its owner's house.,A sign of the dog's loyalty and appreciation for those who take care of it
MID0236,اللي فات مات.,let bygones be bygones.,"This proverb is effective psychological advice for those whose thinking is mortgaged to the past, which is a serious psychological illness because it harms sound thinking and paralyzes a person’s movement towards the future. Thinking makes a person become a prisoner of the past and its bitter memories, and makes him cry over the ruins of those who have passed away, but the tear that falls will not return, and this proverb spreads a spirit of optimism and a new start."
MID0237,اللي في القدر يطلعه الملاس,Let's wait and hold to see what the future holds.,"It indicates that the news that is currently hidden will be revealed with time, and it is similar to the Levantine proverb “Tomorrow the snow will melt and the meadow will appear.”"
MID0238,اللي في قلبه صلاة ما تفوته.,"The key to success is to focus on goals, not obstacles.
\ Don’t wait for opportunity, Create it.","Whoever wants something will strive for it, and circumstances will not make him forget his goals."
MID0239,اللي ما عنده عمل يكاري له جمل واللي ما عنده حيله يلعب التيله,A cat in gloves catches no mice.,One of the proverbs that calls for work and staying away from idleness and unemployment.
MID0240,اللي ما له أول ما له تالي.,"Without a past, there is no present.","A popular Emirati proverb used to emphasize that he who has no past has no present, and Emirati citizens should be proud of the past that brought them to this present."
MID0241,اللي ماله صدر ماله تفر.,"No beginning, no end.",(تفر) is the stern of the ship and (صدر) is the front of the ship. The meaning of this proverb is that everything has a beginning and an end.
MID0242,اللي يطيع أبوه يطيعونه عياله.,Like father like son.,"One of the popular proverbs in the UAE about children being dutiful to their parents, and that everything returns to a person, if he obeys his parents he will grow up, and then his children will obey him."
MID0243,المطر قطرة على قطرة يظول غدير., A journey of thousand miles begins with a single step.,"Repetition and consistency can create great success or impact over time, just as every raindrop contributes to a pond or stream."
MID0244,اليوز لو ما تكسره ما تاكل لبه,"Nothing ventured, nothing gained./ Whoever strives shall find, whoever sows shall reap.","اليوز: walnut, the letter jim is reversed, لبه: the fruit. It means that reaching the goal requires effort, fatigue, and strength in order to obtain it."
MID0245,انفخ يا شريم قال برطم ما هست,Born to suffer./ You can not escape bad luck,"(برطم: lip), (شريم: the person with a cleft lip). The proverb means that the person with cleft lips cannot blow, and this proverb is used to describe a person who wishes for something but does not get it because of obstacles."
MID0246,بغاها طرب صارت نشب.,Gild the lily.,This proverb is used when the results are contrary to expectations. There are many things started as a joke and then became a reality. The pranks and incidents on this matter are too numerous to count.
MID0247,بغى يكحلها عماها.,Gild the lily.,"Such as saying: make matters worse, or pour oil on the fire. The proverb refers to a person who wants to fix something but accidentally destroys it. It is said that the story of this proverb is a fairy tale that goes back to a dog who wanted to put kohl in his eye and put his claws in it."
MID0248,بو طبيع ما ايوز عن طبعه (ايوز: يبتعد),Old habits die hard.,"It indicates that every person has a trait that is difficult for him to get rid of, and it is often used as an example of bad traits."
MID0249,بيضة اليوم ولا دجاجة باجر.,A bird in the hand is worth two in the bush.,"It is a principle in life that calls for realism in dealing and avoiding illusions and dreams, and building on what actually exists, not what is present in the imagination. So, one should not chase after a mirage. What a person is like in his present is what will determine his future. As they say in political culture: (Take and demand), and in social culture (A bird in the hand is worth two in the bush)."
MID0250,تابع المساعيد تسعد,A good neighbor adds value to your house.,The proverb urges to choose a good friend.
MID0251,حظه يكسر الحصى,Have the luck of the devil,It indicates that the person has good luck.
MID0252,حلاة الثوب رقعته منه وفيه,Birds of a feather flock together.,"The proverb means that it is better for a person to be with who is of the same origin, whether in marriage, work, or otherwise."
MID0253,حلي لسانك تلقى الناس خلانك,A kind word is like a spring day.,The proverb calls for saying kind words and avoiding harsh words so that people do not turn away from you.
MID0254,رُد الشينه بالزينة.,render good for evil.,"""Sheena"": a bad deed, and ""zina"": a good deed. This Emirati proverb is used to emphasize responding to bad with good and harm with kindness."
MID0255,ردت حليمة لعادتها القديمة.,Old habits die hard,This proverb is said to a person who gave up a habit and then returned to it again.
MID0256,سيل ما يبلك، ما يهمك.,keep your nose out of other people's business.,"Rain falling in a remote area does not benefit its residents. It is better not to think about it. The point is that each person should take care of his personal affairs and not care about and think about what others suffer. In other words, only take care of your affairs and do not interfere in the affairs of others."
MID0257,طاح الحطب.,Bury the hatchet.,It means that the difficulty has been removed between a group of people. It is said of disputing parties who have reconciled after a disagreement.
MID0258,عيدة تعرف سعيده.,Eida knows Saeeda.,"A popular proverb about marriage, that whoever wants to find a wife, asks a woman to do it because she knows othe women best. In the proverb, ""Eida"" is a famous matchmaker in the Emirate of Abu Dhabi."
MID0259,قديم البريسم ولا جديد الصوف,Lost is the person who forgets his past.,"The proverb refers to the importance of the old and adherence to authentic heritage. He who has no old has no new. The basic principle is to keep what was as it was. A person must deal with the new without detaching himself from his values ​​and identity, combining the roots of authenticity with the data of modernity."
MID0260,قلب الأم على الولد والولد قلبه على الحجر,"My heart for my son was broken, and my son’s heart for me was like a stone.","An indication of the mother's intense love for her children, and the children's lack of awareness of the extent of this love."
MID0261,لا تسرف ولو من البحر تغرف.,Constant dropping wears away a stone.,"A proverb about a wasteful person who believes that what he has will never end. This proverb is famous in the Emirati society; to encourage balance in spending, and not to be wasteful, and it is in line with the Almighty’s saying: “and eat and drink, but waste not by extravagance” Surah Al-A’raf, 31. It is consistent with the noble Prophetic hadith: “Do not be wasteful with water, even if you are at a flowing river,” (authenticated by Al-Albani in the series of authentic hadiths)."
MID0262,لا في العير ولا في النفير.,as useful as a chocolate teapot.,"This proverb is used to describe useless people who do not play any role, belittles his status, and makes him seem insignificant among people. The originator of the proverb is Abu Sufyan ibn Harb, in order to belittle the status of the Banu Zuhra."
MID0263,للي في القدر يطلعه الملاس,Tomorrow is close if you wait it. ,"This means that the news that is hidden at the present time will appear with time, as the Levantine proverb says, “Tomorrow the snow will melt and the meadow will appear.”"
MID0264,من بغاه كله خلاه كله,"Grasp all, lose all.",This proverb is said when there is a greedy person who does not satisfied for what Allah allotted for him.
MID0265,من خاز عن داره قل مقداره,"East or west, home is best.",Call to cling to the land
MID0266,من صبر قدر.,"After black clouds, clear weather.",This proverb is used to highlight the importance of patience to achieve a goal.
MID0267,من طالع غيره قل خيره.,Comparing yourself to others only leads to sorrow.,"This proverb conveys the idea that constantly watching and comparing oneself to others can lead to dissatisfaction, envy, and a lack of contentment, ultimately causing unhappiness."
MID0268,من طمع طبع.,Greed is a nature.,"A well-known proverb used to describe greed. It means that greed overwhelms a person’s heart and covers it, so he does not see the dangers that threaten him."
MID0269,من طول الغيبات ياب الغنايم.,All's well that ends well.,"This proverb is said to a person who has been away for a long time, and so people ask him about spoils and news. (ياب: bring), and the proverb is said to a person whose absence is prolonged or delayed, and it is a proverb is like the saying ""the absent person has his excuse""."
MID0270,من كبّر اللقمة غص.,Grasp all lose all.,A proverb that warns against the dangers of greed and avarice in societies and in dealings between people.
MID0271,نوم الظالم عبادة.,Let sleeping dogs lie.,"This proverb is said about an unjust and tyrannical person because his sleep brings comfort and happiness to others, and because by distancing himself and sleeping he stops his troubles and evil from people, and therefore his sleep is like worship from which he and others reap great good."
MID0272,وين توصل ريلك مدها.,Don't live beyond your means.,"It is used to express that a person must take into account his abilities, potential, and circumstances in all his actions in life so that he does not aspire to something that is not within the limits of his available capabilities."
MID0273,يصعد من العرج للقمة., A flash in the pan.,العرج: The roots of the plant. The plant emerges from the depths of the earth to grow above the surface of the soil. The proverb is said of an obscure person who suddenly becomes famous.
MID0274,يموت الزمار وايده تلعب.,Old habits die hard.,"It expresses the difficulty of changing bad habits even after death, as their influence remains present despite changing circumstances or life experiences."
MID0275,يوم شاب ودوه الكتاب.,You can't teach an old dog new tricks. ,"The proverb is used when someone is tasked with something that is too late or when someone tries to accustom another to something he is not used to. The proverb means that after he grew old and gray, they took him to school to learn."
MID0276,أتبدلت غزلانها بقرودها.,A falling master makes a standing servant. / It is a sorry house where the hens' crow and the cock is silent.,The proverb refers to the change of conditions and bad replaces good.
MID0277,أَجَاكَ إِلْمُوتْ يَا تَارِكْ الصَّلاه,your sins have caught up the flesh is week.,"This proverb is said to describe an abusive person who has gone too far in his abuse and thought that there would be no punishment or deterrent for him, and suddenly the strict and decisive punishment comes quickly."
MID0278,أَجَت إِلْحَزِينَة تِفْرَح مَا لَقَتِلْهاش مَطْرَحٍ,Born to suffer.,This popular proverb is used to express bad luck.
MID0279,أَجَتْ ساعته,He has kicked the bucket.,This proverb refers to a person who has passed away.
MID0280,أَسْمَعْ كَلامَكَ أصدقك، أشوف فَعَايْلَك/ أعمالك أسْتَعْجِب/ أستغرب,Actions speak louder than words,The proverb indicates that the contradiction and hypocrisy between words and actions is a cause for astonishment or disapproval.
MID0281,إبْراسُهُ رِيشِه,he is the only boy on the beach.,The proverb describes mean people who consider words directed at them and causes problems.
MID0282,إِبْسَابِعْ حُلُم أو نومه,Out like a light.,The proverb refers to a person in a deep sleep.
MID0283,إِبْسَاطِ أَحْمَدِي,Take it easy.,The proverb is a call for simplicity and modesty.
MID0284,إبعد تحلى.,Absence makes the heart grow fonder.,This proverb highlights the theme that creating some distance or space can increase appreciation and affection.
MID0285,إبعد عن الشر وغنيله، وهات فاس وقَني له.,Wake not a sleeping lion,"The proverb means that a person should not only move away from evil with all his might, but sing to it, so that it may pass safely."
MID0286,إِبِنِ الْخَبَازِة ما يجوع,"Like father, like son. ",This proverb underscores the idea of benefiting from one's environment or family affairs.
MID0287,إللي إيده بالمَي مش مثل إِللّي إيده بالنَّارِ,Easier said than done.,This proverb means that people in comfortable or easy situations (like having their hand in water) cannot fully understand or relate to those who are in difficult or painful situations (like having their hand in fire). It emphasizes the idea that experiencing hardship or struggle provides a different perspective and understanding compared to those who have not faced such challenges.
MID0288,إِللّي بخاف من البُعْبُع يطلعله,"Talk of the devil, and he is sure to appear","This proverb means that if you are constantly afraid of something, you are more likely to encounter it or let that fear manifest in your life."
MID0289,ابطي ولا تخطي,"More haste, less speed. ",The proverb is used to encourage people to be patient when dealing with matters.
MID0290,اللِّي بِتْعَب بِلْعَبِ,"No pain, no gain.","It means that achieving success or reaching a goal often requires hard work, effort, and sometimes discomfort or sacrifice."
MID0291,اللي ما يطول العنب حامض عنه يقول,They would find a fault with a fat goose.,It describes someone who was unable to achieve something and then denied it and spoke ill of it. 
MID0292,بات مغلوب ولا تبات غالب.,Lucky is the one who is oppressed and not oppressor.,It is used to console the soul at the time of failure.
MID0293,بنت الفاره حفاره.,like mother like daughter.,The proverb refers to the similarity of personalities between mother and daughter.
MID0294,جاجة حفرت على رأسها عفرت,Arrow often hits the shooter.,"It has the same meaning of ""He who dug a hole fell into it."""
MID0295,شو جاب الزرقا للبلقا.,Apples and oranges.,It is used to compare two different places or two opposite things (Zarqa and Balqa are Jordanian cities)
MID0296,طبال وقع على زمار.,Birds of a feather flock together.,It is said about those who agree on the baseness of their nature.
MID0297,عتبها على أهلها من قلة عقلها.,A bad workman always blames his tools.,The proverb describes a woman who is not resourceful.
MID0298,فرعون فرعن من قلة ناس تضبه.,There can be no tyrants where there are no slaves.,It describes someone who acts arrogantly because there is no one to stop him.
MID0299,مش كل من صف الصواني حلواني,Anyone can cook but not everyone can be a chef.,It is said to someone who does trivial work that does not benefit him.
MID0300,يا داخل بين البصلة وقشرتها ما ينوبك إلا ريحتها.,Don't go between the tree and the bark.,"The proverb is said when someone interferes in the affairs of others, to indicate that he will find something that will annoy him and spoil his mood."
MID0301,  أكلب الكدرة أعلى فمها الطفلة تتبع أمها,"Like mother, like daughter.",The proverb means that the daughter always resembles the mother in her morals and behavior.
MID0302,"  المسلة ألا محبوكة ولا متروكة
","If a job is worth doing, it's worth doing well.",Its meaning is similar to the noble hadith: “May Allah have mercy on whoever does a good deed and does it well.”
MID0303, إلى مكْنَتْ كَال الزَّحَّاف,A bad workman blames his tools.,It is used to describe someone who is ordered to do something he is not willing to do.
MID0304, اشوف الشيبانِ الْتَاكِ مَا شَافْ آفِكْراشْ الْوَاكِفْ.,An old dog is the best teacher.,It is important to take the opinion of the elderly as they have more experience.
MID0305, ال أصبر يلحكو الظل,All things come to those who wait.,"It means that whoever is patient will achieve all his wishes. ""The shadow"" is a metaphor for the fact that patience in the face of hardships is followed by relief."
MID0306, الدني ماجاهَ حواش,Do not spare anything in this life.,It is used to describe someone who spends from what God has given him easily and without stinginess.
MID0307, انكشحت بين امعاه لحشيشَ.,To break the ice.,It is used to describe the disappearance of reservations and the absence of barriers between people.
MID0308, ساعت التغژاژ ما ينعراو الدروص,Charity begins at home.,This proverb means that things are not lent when they are needed.
MID0309, يِمْشِ بِشُّورْ الْفَخْلاَكُ يِجْرِ.,Slow and steady wins the race.,It is used to encourage patience and not to rush.
MID0310,أحجار الشح يلتكتو فالرخا,Man needs money for the evil day.,The equivalent is “A white dirham will benefit you in a rainy day.” The proverb refers to the benefits of saving and managing money well.
MID0311,أخديم الرجال سيدهم,He who serves leads.,It is equivalent to the proverb (A man’s servant is his master). The proverb is a call to humility and to avoid arrogance and conceit.
MID0312,أخير الصكاطة صكاطة العلم,It is never too old to learn.,"The proverb has the same meaning as “Seek knowledge from the cradle to the grave,” and is a call to be scientifically curious, and an implicit prohibition against other types of intrusion."
MID0313,إصَهْرَكْ هَمُّ الّ اصهْرُ اعْنادَكْ," While you want to build, others want to tear down.","They use it as an example of someone who works hard to serve someone else's interests and wants the best for him, while the other person works hard to spite him."
MID0314,الدِّنيَ اسْلوفاتْ,What goes around comes around.,"The proverb means that the world is like loans, because the borrower becomes poor one time and becomes rich the next."
MID0315,العيطة كبيرة و الميت فار,Too much ado about nothing.,"It is used to describe something that scares you but is not dangerous. The equivalent in classical Arabic is ""The mountain suffered labor and gave birth to a mouse."""
MID0316,العين الا تخطات حاجبها أخسر واجبها,Too much of a good thing is bad.,"The proverb means that if something goes beyond its limits, it will turn into its opposite."
MID0317,اللي فات مات (ماتلا عليه التلفات),let bygones be bygones.,The proverb urges not to look back and regret what has passed.
MID0318,الْمَاهُ وارِدْ امْعاكْ لا يْعَلَّكْلكْ.,People who don’t walk in your shoes can’t understand your journey.,The proverb is used to urge not to rely on someone who does not share your expectations of what might happen.
MID0319,حَمْلْ اجماعً ريشْ,A burden shared is a burden halved.,This proverb means that cooperation makes things easier.
MID0320,دِرْهَمْ في الكف أُلاميَّ في اتْلَفْ,Better an egg today than a hen tomorrow.,The proverb means that a little is better than a lot that is not guaranteed to be obtained.
MID0321,كل استاخيرة فيها خيرة,Good things come to those who wait.,Maybe it will be better for you to wait.
MID0322,كل بخنوس افعين امو اغزال,"Beauty is in the eye of the beholder.
","It is said to express a mother's love for her children, who sees no fault in them, even if people see the opposite."
MID0323,كل ديقة وراها صحبة ,After a storm comes a calm.,No love except after enmity
MID0324,لحديد يبتط الا حامي,strike while the iron is hot.,"It means ""strike while the iron is hot"", and the proverb is a call to seize good opportunities, and to be quick-witted and act quickly."
MID0325, العين الا تخطات حاجبها أخسر واجبها,"Abundance, like want, ruins many.","The meaning of the proverb is clear: if something goes too far, it will turn into its opposite."
MID0326, أَجَت الحَزِينة تِفرَح ما لاَقَتَش لهَا مِطرَح.,Born to suffer.,"This proverb is used for someone who is unlucky or mismanages things and does not anticipate the consequences of things. The story of the proverb: There was a village in Palestine where the people used to marry their sons in groups and at one time of the year, especially in the summer months, when the nights are moonlit. There was an engaged spinster woman, and she agreed to marry with the group, but when the wedding night approached, the village headman discovered about her marriage and rejected it completely, since marriage is only for young men and virgins, while the bride cried from her bad luck and said the aforementioned proverb."
