task,strategy,language,sample_id,source_proverb,proverb_en,correct_meaning,cultural_context_available,Choice_A,Choice_B,Choice_C,Choice_D,Answer,distractor_1,distractor_2,distractor_3,raw_response,parse,complete,len_r,distinct,quality
a,cot_en,English,48,Charity begins at home,"The proverb 'charity begins at home' expresses the overriding demand to take care of one's family, before caring for others.","The proverb 'charity begins at home' expresses the overriding demand to take care of one's family, before caring for others.",False,"The proverb 'charity begins at home' expresses the overriding demand to take care of one's family, before caring for others.",people must give to their immediate family before donating elsewhere,charity organizations must be headquartered at home,charity is only done inside one's house,A,charity is only done inside one's house,charity organizations must be headquartered at home,people must give to their immediate family before donating elsewhere,"<reasoning>The proverb 'charity begins at home' can be misinterpreted in various ways if taken literally. One might think it implies that charity is limited to the physical home, or that it only involves financial transactions. Another incorrect assumption could be that the proverb is about the location where charity events or organizations are based. Lastly, someone might interpret it as a rule a",1.0,1.0,0.4,0.95,98.5
a,cot_en,English,49,Chickens come home to roost,Bad deeds or words return to discomfort their perpetrator.,Bad deeds or words return to discomfort their perpetrator.,False,People moving back to their hometowns,Bad deeds or words return to discomfort their perpetrator.,The physical structure where chickens rest,Chickens returning to their coop at night,B,Chickens returning to their coop at night,People moving back to their hometowns,The physical structure where chickens rest,"<reasoning>When considering the proverb ""Chickens come home to roost,"" a literal interpretation might lead a reader to misunderstand the intended meaning, which is about the consequences of one's actions. Incorrect literal readings could involve actual chickens, the act of coming home, or the roost itself, rather than the metaphorical consequences of bad deeds. A wrong interpretation might think i",1.0,1.0,0.7,0.91,97.3
a,cot_en,English,50,Cleanliness is next to godliness,The proverb 'cleanliness is next to godliness' expresses the idea that those who are pure and wholesome are close to God.,The proverb 'cleanliness is next to godliness' expresses the idea that those who are pure and wholesome are close to God.,False,Washing hands is a direct path to becoming a deity,There is a divine scoreboard ranking cleanliness near godliness,God has a neighbor who prioritizes cleanliness,The proverb 'cleanliness is next to godliness' expresses the idea that those who are pure and wholesome are close to God.,D,God has a neighbor who prioritizes cleanliness,There is a divine scoreboard ranking cleanliness near godliness,Washing hands is a direct path to becoming a deity,"<reasoning>The proverb 'cleanliness is next to godliness' is often misunderstood when taken literally. Some readers might think it implies a physical location, a ranking system, or a direct comparison between cleanliness and godliness. They might imagine a literal next-door neighbor, a scorekeeping system for moral purity, or a direct equation of hygiene with divine status. These interpretations m",1.0,1.0,0.41,0.89,96.7
a,cot_en,English,51,"Close, but no cigar",The expression 'close but no cigar' is used to indicate that someone has fallen just short of a successful outcome and failed to secure any reward.,The expression 'close but no cigar' is used to indicate that someone has fallen just short of a successful outcome and failed to secure any reward.,False,someone is close to lighting a cigar but fails,the person is near a cigar but can't have it,The expression 'close but no cigar' is used to indicate that someone has fallen just short of a successful outcome and failed to secure any reward.,a carnival game player is skilled but doesn't get a cigar prize,C,the person is near a cigar but can't have it,a carnival game player is skilled but doesn't get a cigar prize,someone is close to lighting a cigar but fails,"<reasoning>The phrase ""close, but no cigar"" could be misinterpreted in various ways if taken literally. One might think it refers to a situation where someone is physically near a cigar but doesn't have one. Another interpretation could be that it describes a person who is good at a task, like shooting or throwing, but is not rewarded with a cigar, which was a common prize at carnivals and fairs. ",1.0,1.0,0.4,0.75,92.5
a,cot_en,English,52,Clutch at straws,"Try any route to get out of a desperate situation, no matter how unlikely it is to succeed.","Try any route to get out of a desperate situation, no matter how unlikely it is to succeed.",False,collecting straws as a resource,"Try any route to get out of a desperate situation, no matter how unlikely it is to succeed.",grasping straw objects for comfort,catching straw-like items as a solution,B,grasping straw objects for comfort,catching straw-like items as a solution,collecting straws as a resource,"<reasoning>When considering the proverb ""Clutch at straws"", a reader might misinterpret it in various literal ways. They could think it's about physically grasping at straw objects, possibly for comfort or as a physical activity. Another misunderstanding could be related to trying to catch or hold onto things that are made of straw or resemble straw, thinking this action itself has some inherent v",1.0,1.0,0.3,0.93,97.9
a,cot_en,English,54,Cock and bull story,A fanciful and unbelievable tale.,A fanciful and unbelievable tale.,False,A fanciful and unbelievable tale.,tales of a bull that befriends a cock,a story about a rooster and a bull fighting,a narrative from a farm with many cocks and bulls,A,a story about a rooster and a bull fighting,a narrative from a farm with many cocks and bulls,tales of a bull that befriends a cock,"<reasoning>When encountering the phrase ""cock and bull story,"" a literal reader might misinterpret it as referring to actual stories about roosters and bulls, rather than understanding its idiomatic meaning. They might think it's about farm animals, animal fights, or even tales from a specific farm. This misinterpretation could lead to confusing and amusing misunderstandings. For example, one migh",1.0,1.0,1.8,0.87,96.1
a,cot_en,English,55,Cold feet,"To 'get cold feet' is to become disheartened or timid, losing one's previous enthusiasm or courage.","To 'get cold feet' is to become disheartened or timid, losing one's previous enthusiasm or courage.",False,experiencing a medical condition that causes cold feet,stepping on a cold surface that lowers foot temperature,"To 'get cold feet' is to become disheartened or timid, losing one's previous enthusiasm or courage.",having physically cold feet due to being outside on a chilly day,C,having physically cold feet due to being outside on a chilly day,experiencing a medical condition that causes cold feet,stepping on a cold surface that lowers foot temperature,"<reasoning>The phrase ""cold feet"" can be misinterpreted in various literal ways, such as having physically cold feet due to environmental conditions, having feet that are cold to the touch due to a medical condition, or experiencing a sudden chill in one's feet. These interpretations are plausible but incorrect as they do not convey the idiomatic meaning of losing enthusiasm or courage. </reasonin",1.0,1.0,0.6,0.81,94.3
a,cot_en,English,56,Come clean,To make a full disclosure; to confess.,To make a full disclosure; to confess.,False,To make a full disclosure; to confess.,take a shower,do laundry,wash your hands,A,wash your hands,take a shower,do laundry,"<reasoning>The phrase ""come clean"" is an idiom that means to confess or make a full disclosure, but a literal interpretation could lead to misunderstandings. A reader might think it means to physically clean oneself, to reveal a dirty secret, or to change one's physical appearance to appear clean. These interpretations are plausible but incorrect, as the phrase is meant to be figurative, not liter",1.0,0.0,0.38,1.0,70.0
a,cot_en,English,57,Come up trumps,"To complete something well or successfully, especially in circumstances in which it isn't expected.","To complete something well or successfully, especially in circumstances in which it isn't expected.",False,emerging from a trumpet,"To complete something well or successfully, especially in circumstances in which it isn't expected.",rising up through a pipe,drawing a high card in a game,B,emerging from a trumpet,drawing a high card in a game,rising up through a pipe,"<reasoning>The phrase ""come up trumps"" could be misinterpreted in various literal ways. A reader might think it refers to emerging from a trumpet, given the word ""trumps"" sounds similar to the musical instrument. Another possible wrong interpretation could be related to playing cards, where ""trumps"" refers to a suit that takes precedence over others, but in this context, it might be misunderstood ",1.0,0.6666666666666666,0.38,0.89,86.7
a,cot_en,English,58,Come what come may,Let whatever events crop up come to pass.,Let whatever events crop up come to pass.,False,Expect the arrival of any object,Bring whatever you like,Invite whatever comes your way,Let whatever events crop up come to pass.,D,Bring whatever you like,Expect the arrival of any object,Invite whatever comes your way,"<reasoning>The phrase ""Come what come may"" is an idiomatic expression that means to accept whatever happens, but a literal reading could lead to misinterpretations. One might think it's about the arrival of objects or people, another might consider it as a command to bring something, and another could see it as related to a form of permission or invitation. These misunderstandings arise from takin",1.0,0.6666666666666666,0.62,0.96,88.8
a,cot_en,English,60,Cool as a cucumber,As cool as a cucumber' means calm and unruffled.,As cool as a cucumber' means calm and unruffled.,False,As cool as a cucumber' means calm and unruffled.,needing to be stored in a refrigerator,being green in color,having a low body temperature,A,having a low body temperature,being green in color,needing to be stored in a refrigerator,"<reasoning>The phrase ""cool as a cucumber"" is an idiomatic expression that is often misinterpreted in a literal sense. A reader might think it's about the actual temperature or properties of a cucumber, rather than the intended figurative meaning of being calm. Some might assume it's about being related to cucumbers, or having a physical similarity to them. Others could interpret it as needing to ",1.0,0.6666666666666666,0.59,0.94,88.2
a,cot_en,English,61,Cost an arm and a leg,"A large, possibly exorbitant, amount of money.","A large, possibly exorbitant, amount of money.",False,organ transplantation fees,price of prosthetic limbs,amputation surgery costs,"A large, possibly exorbitant, amount of money.",D,amputation surgery costs,price of prosthetic limbs,organ transplantation fees,"<reasoning>The phrase ""cost an arm and a leg"" is an idiomatic expression that does not literally mean that something requires the sacrifice of a limb in exchange for it. A reader might misinterpret this phrase as having to do with physical injury, surgery, or prosthetics, rather than understanding it as a metaphor for something being expensive. This could lead to literal interpretations such as th",1.0,0.0,0.48,1.0,70.0
a,cot_en,English,62,Count your chickens before they are hatched,Don't be hasty in evaluating one's assets.,Don't be hasty in evaluating one's assets.,False,Don't be hasty in evaluating one's assets.,Prepare the coop for newly hatched chickens,Manually count each chicken to ensure accuracy,Take inventory of all chickens on the farm,A,Take inventory of all chickens on the farm,Prepare the coop for newly hatched chickens,Manually count each chicken to ensure accuracy,"<reasoning>The proverb ""Count your chickens before they are hatched"" is often misunderstood in a literal sense. A reader might think it's about actually counting chickens, rather than understanding the underlying message of not being hasty in evaluating one's assets. They might jump to conclusions such as taking inventory of farm animals, preparing for a chicken hatch, or making sure they have an ",1.0,1.0,1.05,0.95,98.5
a,cot_en,English,63,Crocodile tears,To weep crocodile tears is to put on an insincere show of sorrow.,To weep crocodile tears is to put on an insincere show of sorrow.,False,To weep crocodile tears is to put on an insincere show of sorrow.,a type of tear drop that resembles crocodile skin,tears actually shed by crocodiles,a condition causing eye irritation in crocodiles,A,tears actually shed by crocodiles,a condition causing eye irritation in crocodiles,a type of tear drop that resembles crocodile skin,"<reasoning>The phrase ""crocodile tears"" is an idiom that has a metaphorical meaning, but a literal reading might lead to misunderstandings. A reader might think it refers to actual tears shed by crocodiles, or a condition affecting the eyes of crocodiles, or even a type of tear or drop that resembles crocodile physiology. This could lead to incorrect interpretations such as the idea that crocodile",1.0,1.0,0.54,0.95,98.5
a,cot_en,English,64,Curate's egg,Something bad that is called good out of politeness or timidity.,Something bad that is called good out of politeness or timidity.,False,a type of egg owned by a curate,an egg that has been carefully selected,an egg of high quality approved by a curate,Something bad that is called good out of politeness or timidity.,D,a type of egg owned by a curate,an egg that has been carefully selected,an egg of high quality approved by a curate,"<reasoning>The phrase ""Curate's egg"" is a metaphorical expression that originates from a cartoon in Punch magazine, where a curate is served a bad egg and, not wanting to offend his host, claims it is good in parts. A literal interpretation might misunderstand the context and the idiom's meaning, leading to misinterpretations such as the egg being a specific type of egg that belongs to or is prefe",1.0,1.0,0.73,0.78,93.4
a,cot_en,English,65,Curiosity killed the cat,Inquisitiveness can lead one into dangerous situations.,Inquisitiveness can lead one into dangerous situations.,False,The government is advising against cat curiosity,Inquisitiveness can lead one into dangerous situations.,The phrase is warning against owning curious cats,A cat was killed because it was curious,B,A cat was killed because it was curious,The phrase is warning against owning curious cats,The government is advising against cat curiosity,"<reasoning>The proverb ""Curiosity killed the cat"" is often misinterpreted in a literal sense, leading to various incorrect understandings. One might think it's about a cat's curiosity, a cat being killed, or an actual cat being the center of the story. These literal interpretations deviate from the proverb's intended meaning, which is about the dangers of being overly inquisitive. A reader might j",1.0,1.0,1.1,0.87,96.1
a,cot_en,English,66,Customer is always right - The,"The customer is always right' is a trading slogan that states a company's keenness to be seen to put the customer first. The implied suggestion is that the company is so customer focussed that they will say the customer is right, even if they aren't.","The customer is always right' is a trading slogan that states a company's keenness to be seen to put the customer first. The implied suggestion is that the company is so customer focussed that they will say the customer is right, even if they aren't.",False,Businesses must obey every customer demand without exception,"The customer is always right' is a trading slogan that states a company's keenness to be seen to put the customer first. The implied suggestion is that the company is so customer focussed that they will say the customer is right, even if they aren't.",Customers are omniscient and never make mistakes,The customer's opinion overrides all facts and expert advice,B,Customers are omniscient and never make mistakes,Businesses must obey every customer demand without exception,The customer's opinion overrides all facts and expert advice,"<reasoning>The phrase ""The customer is always right"" can be misinterpreted in several ways. A literal reading might lead one to believe that the customer is infallible, which is not the intended meaning. This could result in absurd conclusions, such as the customer being correct in all matters, including those unrelated to the business or its products. Another incorrect interpretation could be tha",1.0,1.0,0.18,0.98,99.4
a,cot_en,English,67,Cut off your nose to spite your face,To 'cut off your nose to spite your face' is to disadvantage yourself in order to do harm to an adversary.,To 'cut off your nose to spite your face' is to disadvantage yourself in order to do harm to an adversary.,False,Physically removing your nose as an act of revenge,To 'cut off your nose to spite your face' is to disadvantage yourself in order to do harm to an adversary.,Causing self-inflicted injury to your face out of spite,Mutilating your nose to provoke a reaction from someone else,B,Physically removing your nose as an act of revenge,Causing self-inflicted injury to your face out of spite,Mutilating your nose to provoke a reaction from someone else,"<reasoning>When considering the literal meaning of the proverb ""Cut off your nose to spite your face,"" a reader might misinterpret it as actually involving self-mutilation or harm to oneself, possibly as a form of revenge or retaliation. This could lead to several incorrect literal interpretations. For instance, one might think it involves a violent act against oneself to provoke a reaction, or it",1.0,1.0,0.44,0.88,96.4
a,cot_en,English,68,Daniel come to judgement,Someone who makes a wise judgement about something that has previously proven difficult to resolve.,Someone who makes a wise judgement about something that has previously proven difficult to resolve.,False,A biblical figure is arriving at a conclusion,Daniel is going to court,Someone who makes a wise judgement about something that has previously proven difficult to resolve.,A person named Daniel is facing punishment,C,Daniel is going to court,A biblical figure is arriving at a conclusion,A person named Daniel is facing punishment,"<reasoning>When considering the proverb ""Daniel come to judgement"", a reader might misinterpret it in various ways. One possible literal misinterpretation could be that the phrase refers to a person named Daniel who is approaching a legal judgement, perhaps in a courtroom setting. Another mistake could be thinking that ""Daniel"" is a metaphor for a specific time or event, implying that judgement is",1.0,1.0,0.44,0.85,95.5
a,cot_en,English,69,Dark horse,"A dark horse is someone, who was previously little known, emerges to prominence in a competition.","A dark horse is someone, who was previously little known, emerges to prominence in a competition.",False,a horse that races at night,a horse with a black coat,a horse with an unknown pedigree,"A dark horse is someone, who was previously little known, emerges to prominence in a competition.",D,a horse with a black coat,a horse that races at night,a horse with an unknown pedigree,"<reasoning>When considering the proverb ""dark horse,"" a reader might jump to literal interpretations that are unrelated to the idiomatic meaning of unexpected prominence. For instance, they might think of an actual horse with a dark coat, or a mysterious figure on a horse, or even a horse in a competition that takes place at night. These literal readings miss the essence of the proverb, which is a",1.0,1.0,0.38,0.73,91.9
a,cot_en,English,70,Darkest hour - The,The darkest hour is the time when bad events are at their worst and most dispiriting.,The darkest hour is the time when bad events are at their worst and most dispiriting.,False,The darkest hour is the time when bad events are at their worst and most dispiriting.,a 60-minute period during a solar eclipse,the hour of the winter solstice,the hour just before sunrise,A,the hour just before sunrise,a 60-minute period during a solar eclipse,the hour of the winter solstice,"<reasoning>The phrase ""The darkest hour"" could be misinterpreted in various literal ways. A reader might think it refers to a specific hour of the day when it is actually darkest, or to an hour that is dark due to a lack of lighting. Another incorrect interpretation could be that it refers to a 60-minute period with the most astronomy-related darkness, such as during an eclipse. A third misinterpr",1.0,1.0,0.38,0.92,97.6
a,cot_en,English,71,Darkest hour is just before the dawn - The,"There is hope, even in the worst of circumstances.","There is hope, even in the worst of circumstances.",False,The hour before dawn is literally darker than all other hours,"There is hope, even in the worst of circumstances.",Dawn always follows the darkest hour in a 24-hour cycle,The darkest time of day occurs right before sunrise,B,The darkest time of day occurs right before sunrise,Dawn always follows the darkest hour in a 24-hour cycle,The hour before dawn is literally darker than all other hours,"<reasoning>The phrase ""Darkest hour is just before the dawn"" could be misinterpreted in various ways if taken literally. For instance, one might think it refers to a specific time of day when darkness is most profound, or it could be misconstrued as a statement about the nature of time itself, where ""darkest"" and ""dawn"" are not metaphorical but actual descriptors of periods of the day. Additionall",1.0,1.0,1.11,0.87,96.1
a,cot_en,English,72,Dead as a dodo,Unambiguously and unequivocally dead.,Unambiguously and unequivocally dead.,False,Unambiguously and unequivocally dead.,comparing the deceased to the physical appearance of a dodo,relating the death to the dodo's native habitat,implying the cause of death is the same as the dodo's extinction,A,comparing the deceased to the physical appearance of a dodo,relating the death to the dodo's native habitat,implying the cause of death is the same as the dodo's extinction,"<reasoning>The phrase ""Dead as a dodo"" is an idiomatic expression that means something or someone is undoubtedly dead or extinct. However, a literal reading might lead to incorrect interpretations. For instance, one might think it's about the actual state of being a dodo, or related to the physical characteristics of a dodo. Another misunderstanding could be about comparing the dead state to the d",1.0,1.0,2.5,0.84,95.2
a,cot_en,English,73,Dead as a doornail,"To be 'as dead as a doornail' is to be utterly dead, devoid of life (when applied to people, plants or animals) or finished with, unusable (when applied to inanimate objects).","To be 'as dead as a doornail' is to be utterly dead, devoid of life (when applied to people, plants or animals) or finished with, unusable (when applied to inanimate objects).",False,a doornail that has rusted away,a doornail found at a crime scene,a doornail that has been hammered too many times,"To be 'as dead as a doornail' is to be utterly dead, devoid of life (when applied to people, plants or animals) or finished with, unusable (when applied to inanimate objects).",D,a doornail that has been hammered too many times,a doornail that has rusted away,a doornail found at a crime scene,"<reasoning>The phrase ""dead as a doornail"" might lead to literal misinterpretations due to its metaphoric nature. A reader might mistakenly think it refers to the condition of an actual doornail after being used in a door, or some condition related to doornails and death. They could also interpret it as a comparison to a doornail that has been harmed or damaged in some way, or to a scenario where ",1.0,1.0,0.24,0.76,92.8
a,cot_en,English,74,Dead in the water,A dead in the water ship is one that is motionless and without power. The figurative expression 'dead in the water' means 'unable to function; without hope of future success; doomed'.,A dead in the water ship is one that is motionless and without power. The figurative expression 'dead in the water' means 'unable to function; without hope of future success; doomed'.,False,a boat with a dead engine,a person drowned,A dead in the water ship is one that is motionless and without power. The figurative expression 'dead in the water' means 'unable to function; without hope of future success; doomed'.,a fish that has died,C,a fish that has died,a boat with a dead engine,a person drowned,"<reasoning>When considering the phrase ""dead in the water,"" a literal interpretation might lead a reader to think of it in terms of something or someone being physically deceased and submerged in water, or perhaps something that has stopped working while in water. Wrong interpretations could involve actual death or cessation of function due to being in water, rather than the idiomatic meaning of b",1.0,0.6666666666666666,0.15,0.87,86.1
a,cot_en,English,75,Devil and the deep blue sea,"In difficulty, faced with two dangerous alternatives.","In difficulty, faced with two dangerous alternatives.",False,"In difficulty, faced with two dangerous alternatives.",a choice between selling one's soul and drowning,a supernatural being versus a large body of water,a location where the devil resides near an ocean,A,a supernatural being versus a large body of water,a choice between selling one's soul and drowning,a location where the devil resides near an ocean,"<reasoning>The phrase ""devil and the deep blue sea"" could be misinterpreted in various ways. A literal reading might lead one to think of an actual devil, perhaps a supernatural being, and the deep blue sea as a physical body of water. This could lead to interpretations that are far removed from the idiomatic meaning of being caught between two difficult choices. For example, one might think of a ",1.0,1.0,1.24,0.94,98.2
a,cot_en,English,76,Devil take the hindmost - The,A proverbial phrase indicating that those who lag behind will receive no aid.,A proverbial phrase indicating that those who lag behind will receive no aid.,False,The devil will possess the souls of those at the back,The devil is a competitor in a race,A proverbial phrase indicating that those who lag behind will receive no aid.,The phrase is an invitation for the devil to claim a physical object,C,The devil is a competitor in a race,The phrase is an invitation for the devil to claim a physical object,The devil will possess the souls of those at the back,"<reasoning>The phrase ""Devil take the hindmost"" could be misinterpreted in several ways if taken literally. One possible misinterpretation is that the devil is being invited to take something or someone that is last in a sequence or position. Another misunderstanding could be that the phrase is referring to a competition or race where the devil is a participant who is expected to overtake the last",1.0,1.0,0.82,0.83,94.9
a,cot_en,English,77,Diamond in the rough,Someone who is basically good hearted but lacking social graces and respect for the law.,Someone who is basically good hearted but lacking social graces and respect for the law.,False,Someone who is basically good hearted but lacking social graces and respect for the law.,an uncut gemstone that needs polishing,a valuable mineral encased in a rough rock,a precious stone buried in a coarse terrain,A,a precious stone buried in a coarse terrain,an uncut gemstone that needs polishing,a valuable mineral encased in a rough rock,"<reasoning>When interpreting the proverb ""Diamond in the rough"" literally, a reader might think of a diamond that has not been cut or polished, which could lead to various incorrect assumptions. For instance, they might imagine an actual diamond buried in a rough or unrefined setting, or a diamond that needs to be extracted from a coarse material. Another possible misinterpretation could involve a",1.0,1.0,0.49,0.94,98.2
a,cot_en,English,78,Die has been cast - The,The die has been cast' means that an irrevocable choice has been made.,The die has been cast' means that an irrevocable choice has been made.,False,The die has been cast' means that an irrevocable choice has been made.,a game of chance is being played,a gambling game is taking place,a metal die is being manufactured,A,a gambling game is taking place,a metal die is being manufactured,a game of chance is being played,"<reasoning>The phrase ""Die has been cast"" is often misunderstood in a literal sense, where people might think it refers to an actual die, such as one used in games, being thrown or dropped. This could lead to several incorrect interpretations, including the idea that a game of chance is being played, a gambling event is occurring, or a manufacturing process involving metal dies is underway. These ",1.0,1.0,0.49,0.73,91.9
a,cot_en,English,79,Different kettle of fish,A different kettle of fish' is an alternative to what has been previously considered; a different thing altogether.,A different kettle of fish' is an alternative to what has been previously considered; a different thing altogether.,False,comparing kettles used for cooking fish,a unique method of cooking fish in a kettle,A different kettle of fish' is an alternative to what has been previously considered; a different thing altogether.,a kettle containing a distinct type of fish,C,a kettle containing a distinct type of fish,comparing kettles used for cooking fish,a unique method of cooking fish in a kettle,"<reasoning>The phrase ""different kettle of fish"" could be misinterpreted in various literal ways. A reader might think it refers to an actual kettle containing fish, and the difference lies in the type of fish or the cooking method. They might also consider it to be about comparing two or more kettles that have fish in them, focusing on the differences in the kettles themselves or the fish they co",1.0,1.0,0.43,0.8,94.0
a,cot_en,English,80,Dish fit for the gods - A,An offering of high quality.,An offering of high quality.,False,a plate made of precious metals,An offering of high quality.,a meal served to deity figures,a culinary creation with mystical properties,B,a meal served to deity figures,a plate made of precious metals,a culinary creation with mystical properties,"<reasoning>The phrase ""Dish fit for the gods"" could be misinterpreted in several ways. One possible misinterpretation is that it refers to a type of cuisine or a specific dish that is literally served to gods, rather than being a figurative expression of high quality. Another possible misinterpretation is that it refers to a dish that is extremely expensive or luxurious, but not necessarily of hig",1.0,1.0,1.2,0.91,97.3
a,cot_en,English,82,Dog in the manger,Spiteful and mean-spirited.,Spiteful and mean-spirited.,False,a dog is trapped inside a manger,Spiteful and mean-spirited.,a dog is eating food from a manger,a dog is blocking access to a manger,B,a dog is eating food from a manger,a dog is blocking access to a manger,a dog is trapped inside a manger,"<reasoning>The phrase ""dog in the manger"" could be misinterpreted in various literal ways, considering the components of the phrase. A reader might think it refers to an actual dog that is physically located in a manger, possibly eating or resting. Another interpretation could involve the dog somehow preventing other animals from accessing the manger, perhaps by guarding it. A third wrong interpre",1.0,1.0,2.56,0.57,87.1
a,cot_en,English,83,Dog is a man's best friend,"An animal that performs valuable service to humans, often with reference to dogs.","An animal that performs valuable service to humans, often with reference to dogs.",False,Humans and dogs are biologically equivalent species,Dogs are better friends than humans,"An animal that performs valuable service to humans, often with reference to dogs.",All dogs are friendly to all people,C,Dogs are better friends than humans,All dogs are friendly to all people,Humans and dogs are biologically equivalent species,"<reasoning>The proverb ""Dog is a man's best friend"" is often misunderstood when taken literally. A wrong literal reading might assume that the statement is comparing the value of human relationships to those with dogs, implying that a dog is superior to any human friend. Another misinterpretation could be that all dogs, without exception, are friendly and loving towards humans, which is not the ca",1.0,1.0,0.51,0.77,93.1
a,cot_en,English,84,Dollars to doughnuts,An outcome that is almost assured; a certainty.,An outcome that is almost assured; a certainty.,False,betting dollars against receiving doughnuts,exchanging money for doughnuts,comparing the value of dollars to doughnuts,An outcome that is almost assured; a certainty.,D,exchanging money for doughnuts,comparing the value of dollars to doughnuts,betting dollars against receiving doughnuts,"<reasoning>When considering the proverb ""Dollars to doughnuts,"" some readers might misinterpret it literally due to the mention of specific items, dollars and doughnuts, leading them to think about direct exchanges, comparisons, or transactions involving these items. This could result in interpretations that are far removed from the proverb's intended meaning of near certainty. Three such literal ",1.0,0.6666666666666666,0.67,0.86,85.8
a,cot_en,English,85,Donkey's years,A very long time.,A very long time.,False,A very long time.,the average lifespan of a donkey,the time it takes for a donkey to mature,a unit of time measurement based on donkey growth stages,A,the average lifespan of a donkey,the time it takes for a donkey to mature,a unit of time measurement based on donkey growth stages,"<reasoning>The phrase ""donkey's years"" is an idiom that means a very long time. A literal interpretation might lead a reader to think of the actual years a donkey lives, or the years it takes for a donkey to reach a certain age or stage in its life. Another wrong interpretation could be related to the donkey itself, such as the time it takes for a donkey to learn something or complete a task. A th",1.0,1.0,2.08,0.78,93.4
a,cot_en,English,86,Don't cast your pearls before swine,Items of quality offered to those who aren't cultured enough to appreciate them.,Items of quality offered to those who aren't cultured enough to appreciate them.,False,never toss your valuables in the presence of animals,Items of quality offered to those who aren't cultured enough to appreciate them.,don't throw pearls at pigs because it's dangerous for them,avoid doing anything fancy near pigs,B,don't throw pearls at pigs because it's dangerous for them,avoid doing anything fancy near pigs,never toss your valuables in the presence of animals,"<reasoning>The proverb 'Don't cast your pearls before swine' is a metaphorical expression that advises against offering something valuable to someone who won't appreciate it. However, a literal interpretation might lead to misunderstandings. For instance, one might think it's about actual pearls and pigs, rather than the symbolic meaning. This could lead to absurd conclusions, such as not throwing",1.0,1.0,0.64,0.98,99.4
a,cot_en,English,87,Don't change horses in midstream,Don't change your leader or your basic position when part-way through a campaign or a project .,Don't change your leader or your basic position when part-way through a campaign or a project .,False,Horses should not be replaced with other animals when wading through water,Do not swap one horse for another while crossing a river,It is inadvisable to remove a horse from a stream and replace it with a different one,Don't change your leader or your basic position when part-way through a campaign or a project .,D,Do not swap one horse for another while crossing a river,Horses should not be replaced with other animals when wading through water,It is inadvisable to remove a horse from a stream and replace it with a different one,"<reasoning>The proverb 'Don't change horses in midstream' is a metaphorical expression that advises against altering a course of action or leadership during a critical phase of a project or campaign. A literal interpretation might lead one to think of actual horses and streams, rather than the figurative meaning of persistence and stability in a challenging situation. Therefore, wrong literal read",1.0,1.0,0.78,0.93,97.9
a,cot_en,English,88,Don't keep a dog and bark yourself,The proverbial saying 'don't keep a dog and bark yourself' is advice that you should not pay someone to do a task and then do it yourself.,The proverbial saying 'don't keep a dog and bark yourself' is advice that you should not pay someone to do a task and then do it yourself.,False,The proverbial saying 'don't keep a dog and bark yourself' is advice that you should not pay someone to do a task and then do it yourself.,It is pointless to have a dog for protection if you are just going to scare away intruders by barking yourself,Refuse to have a dog if you plan on imitating its barks,Do not own a dog if you are going to make loud noises yourself,A,Do not own a dog if you are going to make loud noises yourself,Refuse to have a dog if you plan on imitating its barks,It is pointless to have a dog for protection if you are just going to scare away intruders by barking yourself,"<reasoning>The proverb 'don't keep a dog and bark yourself' could be misinterpreted in several literal ways. One might think it's about the treatment or behavior towards pets, especially dogs. Another misunderstanding could be related to the sounds or actions associated with dogs, like barking. Lastly, it might be misconstrued as advice on how to manage or interact with a dog, particularly in situ",1.0,1.0,0.58,0.74,92.2
a,cot_en,English,89,Don't look a gift horse in the mouth,The proverbial saying 'don't look a gift horse in the mouth' means don't be ungrateful when you receive a gift.,The proverbial saying 'don't look a gift horse in the mouth' means don't be ungrateful when you receive a gift.,False,Don't check the condition of a gift before accepting it from someone,Never inspect the teeth of a horse that someone gives you,The proverbial saying 'don't look a gift horse in the mouth' means don't be ungrateful when you receive a gift.,Avoid staring at a horse when it's given to you as a present,C,Never inspect the teeth of a horse that someone gives you,Avoid staring at a horse when it's given to you as a present,Don't check the condition of a gift before accepting it from someone,"<reasoning>The proverb 'don't look a gift horse in the mouth' is often misinterpreted literally, leading to incorrect understandings of its meaning. A literal reading might lead one to believe it's about inspecting horses, gifts, or both in unusual ways. Some might think it's about not examining the age or condition of a horse given as a gift, which doesn't align with the true intent of the prover",1.0,1.0,0.6,0.87,96.1
a,cot_en,English,90,Don't shut the stable door after the horse has bolted,Don't waste time taking precautions when the damage has already been done.,Don't waste time taking precautions when the damage has already been done.,False,stable doors should be locked before horses arrive,always leave stable doors open,horses can bolt at any time so be prepared,Don't waste time taking precautions when the damage has already been done.,D,always leave stable doors open,horses can bolt at any time so be prepared,stable doors should be locked before horses arrive,"<reasoning>When interpreting the proverb ""Don't shut the stable door after the horse has bolted"" literally, a reader might misunderstand the actual message. They could think it's about the physical act of closing a stable door or the timing of when a horse escapes, rather than the idiomatic warning against taking precautions after an event has occurred. This could lead to interpretations that are ",1.0,1.0,0.61,0.89,96.7
