task,strategy,language,sample_id,source_proverb,proverb_en,correct_meaning,cultural_context_available,Choice_A,Choice_B,Choice_C,Choice_D,Answer,distractor_1,distractor_2,distractor_3,raw_response,parse,complete,len_r,distinct,quality
a,zs,Spanish,MID0134,El que no arriesga no gana,He who does not risk does not win,He who does not risk does not win,False,Not risking anything means you will not gain any prizes,A person who doesn't take risks will never earn anything,"If you don't expose yourself to danger, you won't receive rewards",He who does not risk does not win,D,A person who doesn't take risks will never earn anything,"If you don't expose yourself to danger, you won't receive rewards",Not risking anything means you will not gain any prizes,"{""1"": [""It is better to have one bird physically in your hand than to see a hundred birds flying in the sky"", ""Holding a bird gives you more value than counting birds that are flying"", ""A single bird you are touching is heavier than a hundred birds mid-air""], ""2"": [""God gives extra help to people who wake up before sunrise"", ""Those who wake up early receive divine assistance directly from God"", ""G",1.0,1.0,1.29,0.94,98.2
a,zs,Spanish,MID0135,En casa del herrero cuchillo de palo,"In the blacksmith's house, wooden knife","In the blacksmith's house, wooden knife",False,"In the blacksmith's house, metal knives are forbidden",A wooden knife is preferred in the blacksmith's home,The blacksmith only uses wooden tools at home,"In the blacksmith's house, wooden knife",D,A wooden knife is preferred in the blacksmith's home,The blacksmith only uses wooden tools at home,"In the blacksmith's house, metal knives are forbidden","{""1"": [""A wooden knife is preferred in the blacksmith's home"", ""The blacksmith only uses wooden tools at home"", ""In the blacksmith's house, metal knives are forbidden""], ""2"": [""People who eat garlic become annoyed easily"", ""Garlic should be eaten when irritated"", ""Eating garlic causes emotional reactions""], ""3"": [""Smile at storm clouds when outdoors"", ""Always wear a happy expression during rain"", ",1.0,1.0,1.39,0.83,94.9
a,zs,Spanish,MID0136,El que se pica ajos come,He who gets annoyed eats garlic,He who gets annoyed eats garlic,False,Eating garlic causes emotional reactions,He who gets annoyed eats garlic,Garlic should be eaten when irritated,People who eat garlic become annoyed easily,B,People who eat garlic become annoyed easily,Garlic should be eaten when irritated,Eating garlic causes emotional reactions,"{""1"": [""A wooden knife is preferred in the blacksmith's home"", ""The blacksmith only uses wooden tools at home"", ""In the blacksmith's house, metal knives are forbidden""], ""2"": [""People who eat garlic become annoyed easily"", ""Garlic should be eaten when irritated"", ""Eating garlic causes emotional reactions""], ""3"": [""Smile at storm clouds when outdoors"", ""Always wear a happy expression during rain"", ",1.0,1.0,1.0,0.91,97.3
a,zs,Spanish,MID0137,A mal tiempo buena cara,To bad weather a good face,To bad weather a good face,False,Face bad weather with a cheerful facial expression,To bad weather a good face,Always wear a happy expression during rain,Smile at storm clouds when outdoors,B,Smile at storm clouds when outdoors,Always wear a happy expression during rain,Face bad weather with a cheerful facial expression,"{""1"": [""A wooden knife is preferred in the blacksmith's home"", ""The blacksmith only uses wooden tools at home"", ""In the blacksmith's house, metal knives are forbidden""], ""2"": [""People who eat garlic become annoyed easily"", ""Garlic should be eaten when irritated"", ""Eating garlic causes emotional reactions""], ""3"": [""Smile at storm clouds when outdoors"", ""Always wear a happy expression during rain"", ",1.0,1.0,1.17,0.95,98.5
a,zs,Spanish,MID0139,La ocasión la pintan calva,Opportunity is bald,Opportunity is bald,False,Opportunity is bald,Opportunity is always depicted as bald in paintings,Baldness symbolizes lucky moments in art,Artists paint opportunity without hair,A,Artists paint opportunity without hair,Opportunity is always depicted as bald in paintings,Baldness symbolizes lucky moments in art,"{""1"": [""A wooden knife is preferred in the blacksmith's home"", ""The blacksmith only uses wooden tools at home"", ""In the blacksmith's house, metal knives are forbidden""], ""2"": [""People who eat garlic become annoyed easily"", ""Garlic should be eaten when irritated"", ""Eating garlic causes emotional reactions""], ""3"": [""Smile at storm clouds when outdoors"", ""Always wear a happy expression during rain"", ",1.0,1.0,2.11,0.95,98.5
a,zs,Spanish,MID0140,El muerto al hoyo y el vivo al bollo,The dead to the grave and the living to the bun,The dead to the grave and the living to the bun,False,Bury the dead quickly so the living can celebrate with pastries,"After burial, survivors eat buns immediately",The dead should be buried near places selling buns,The dead to the grave and the living to the bun,D,"After burial, survivors eat buns immediately",The dead should be buried near places selling buns,Bury the dead quickly so the living can celebrate with pastries,"{""1"": [""A wooden knife is preferred in the blacksmith's home"", ""The blacksmith only uses wooden tools at home"", ""In the blacksmith's house, metal knives are forbidden""], ""2"": [""People who eat garlic become annoyed easily"", ""Garlic should be eaten when irritated"", ""Eating garlic causes emotional reactions""], ""3"": [""Smile at storm clouds when outdoors"", ""Always wear a happy expression during rain"", ",1.0,1.0,0.79,0.94,98.2
a,zs,Spanish,MID0141,A falta de pan buenas son tortas,"When there's no bread, cakes are good","When there's no bread, cakes are good",False,Bread becomes cakes when missing,Cakes are better than bread when available,"When you lack bread, you should eat only cakes","When there's no bread, cakes are good",D,Cakes are better than bread when available,"When you lack bread, you should eat only cakes",Bread becomes cakes when missing,"{""1"": [""Cakes are better than bread when available"", ""When you lack bread, you should eat only cakes"", ""Bread becomes cakes when missing""], ""2"": [""Trees provide shade only if touched"", ""Good people are like trees that give shade"", ""Physically leaning on a tree improves health""], ""3"": [""Bad weather requires a cheerful expression"", ""Face the rain with a smile to stay dry"", ""A good face protects from",1.0,1.0,1.0,0.78,93.4
a,zs,Spanish,MID0142,El que a buen árbol se arrima buena sombra le cobija,He who leans on a good tree gets good shade,He who leans on a good tree gets good shade,False,Good people are like trees that give shade,Trees provide shade only if touched,Physically leaning on a tree improves health,He who leans on a good tree gets good shade,D,Trees provide shade only if touched,Good people are like trees that give shade,Physically leaning on a tree improves health,"{""1"": [""Cakes are better than bread when available"", ""When you lack bread, you should eat only cakes"", ""Bread becomes cakes when missing""], ""2"": [""Trees provide shade only if touched"", ""Good people are like trees that give shade"", ""Physically leaning on a tree improves health""], ""3"": [""Bad weather requires a cheerful expression"", ""Face the rain with a smile to stay dry"", ""A good face protects from",1.0,1.0,0.7,0.94,98.2
a,zs,Spanish,MID0147,Al mal tiempo buena cara,To bad times a good face,To bad times a good face,False,A good face protects from storms,To bad times a good face,Face the rain with a smile to stay dry,Bad weather requires a cheerful expression,B,Bad weather requires a cheerful expression,Face the rain with a smile to stay dry,A good face protects from storms,"{""1"": [""Cakes are better than bread when available"", ""When you lack bread, you should eat only cakes"", ""Bread becomes cakes when missing""], ""2"": [""Trees provide shade only if touched"", ""Good people are like trees that give shade"", ""Physically leaning on a tree improves health""], ""3"": [""Bad weather requires a cheerful expression"", ""Face the rain with a smile to stay dry"", ""A good face protects from",1.0,1.0,1.17,0.89,96.7
a,zs,Spanish,MID0148,Ojos que no ven corazón que no siente,Eyes that don't see heart that doesn't feel,Eyes that don't see heart that doesn't feel,False,Heart rate drops when eyes don't see,Blindness causes emotional numbness,"If eyes are closed, the heart stops feeling",Eyes that don't see heart that doesn't feel,D,"If eyes are closed, the heart stops feeling",Blindness causes emotional numbness,Heart rate drops when eyes don't see,"{""1"": [""Cakes are better than bread when available"", ""When you lack bread, you should eat only cakes"", ""Bread becomes cakes when missing""], ""2"": [""Trees provide shade only if touched"", ""Good people are like trees that give shade"", ""Physically leaning on a tree improves health""], ""3"": [""Bad weather requires a cheerful expression"", ""Face the rain with a smile to stay dry"", ""A good face protects from",1.0,0.6666666666666666,0.79,0.95,88.5
a,zs,Spanish,MID0151,A río revuelto ganancia de pescadores,In troubled river profit for fishermen,In troubled river profit for fishermen,False,Rivers become profitable when they flood,Fishermen thrive in polluted rivers,Turbulent water increases fish population instantly,In troubled river profit for fishermen,D,Fishermen thrive in polluted rivers,Turbulent water increases fish population instantly,Rivers become profitable when they flood,"{""1"": [""Cakes are better than bread when available"", ""When you lack bread, you should eat only cakes"", ""Bread becomes cakes when missing""], ""2"": [""Trees provide shade only if touched"", ""Good people are like trees that give shade"", ""Physically leaning on a tree improves health""], ""3"": [""Bad weather requires a cheerful expression"", ""Face the rain with a smile to stay dry"", ""A good face protects from",1.0,1.0,0.94,0.97,99.1
a,zs,Spanish,MID0154,Camarón que se duerme se lo lleva la corriente,The sleeping shrimp is carried by the current,The sleeping shrimp is carried by the current,False,The sleeping shrimp is carried by the current,The current only carries shrimp that are awake,A shrimp that sleeps will swim against the current,Sleeping shrimp can control the direction of the current,A,A shrimp that sleeps will swim against the current,The current only carries shrimp that are awake,Sleeping shrimp can control the direction of the current,"{""1"": [""A shrimp that sleeps will swim against the current"", ""The current only carries shrimp that are awake"", ""Sleeping shrimp can control the direction of the current""], ""2"": [""Planting wind produces storm clouds"", ""People who collect wind will eventually gather storms"", ""Sowing wind seeds results in a harvest of storms""], ""3"": [""Silence means you are asleep"", ""Whoever is quiet inherits property",1.0,1.0,1.08,0.75,92.5
a,zs,Spanish,MID0157,Quien siembra vientos recoge tempestades,He who sows winds reaps storms,He who sows winds reaps storms,False,Planting wind produces storm clouds,People who collect wind will eventually gather storms,Sowing wind seeds results in a harvest of storms,He who sows winds reaps storms,D,Planting wind produces storm clouds,People who collect wind will eventually gather storms,Sowing wind seeds results in a harvest of storms,"{""1"": [""A shrimp that sleeps will swim against the current"", ""The current only carries shrimp that are awake"", ""Sleeping shrimp can control the direction of the current""], ""2"": [""Planting wind produces storm clouds"", ""People who collect wind will eventually gather storms"", ""Sowing wind seeds results in a harvest of storms""], ""3"": [""Silence means you are asleep"", ""Whoever is quiet inherits property",1.0,1.0,1.22,0.9,97.0
a,zs,Spanish,MID0158,El que calla otorga,He who is silent grants,He who is silent grants,False,Granting something requires staying silent,Whoever is quiet inherits property,Silence means you are asleep,He who is silent grants,D,Silence means you are asleep,Whoever is quiet inherits property,Granting something requires staying silent,"{""1"": [""A shrimp that sleeps will swim against the current"", ""The current only carries shrimp that are awake"", ""Sleeping shrimp can control the direction of the current""], ""2"": [""Planting wind produces storm clouds"", ""People who collect wind will eventually gather storms"", ""Sowing wind seeds results in a harvest of storms""], ""3"": [""Silence means you are asleep"", ""Whoever is quiet inherits property",1.0,1.0,1.0,1.0,100.0
a,zs,Spanish,MID0161,El que espera desespera,He who waits despairs,He who waits despairs,False,He who waits despairs,Desperate people are always waiting,Waiting too long causes others to despair,The act of waiting turns people into despair,A,Desperate people are always waiting,Waiting too long causes others to despair,The act of waiting turns people into despair,"{""1"": [""A shrimp that sleeps will swim against the current"", ""The current only carries shrimp that are awake"", ""Sleeping shrimp can control the direction of the current""], ""2"": [""Planting wind produces storm clouds"", ""People who collect wind will eventually gather storms"", ""Sowing wind seeds results in a harvest of storms""], ""3"": [""Silence means you are asleep"", ""Whoever is quiet inherits property",1.0,1.0,1.67,0.86,95.8
a,zs,Spanish,MID0181,A buen entendedor pocas palabras bastan,To a good listener few words suffice,To a good listener few words suffice,False,Few words are needed to become a good listener,Good listeners require many words to understand,To a good listener few words suffice,A good understanding comes from speaking many words,C,Few words are needed to become a good listener,Good listeners require many words to understand,A good understanding comes from speaking many words,"{""1"": [""A shrimp that sleeps will swim against the current"", ""The current only carries shrimp that are awake"", ""Sleeping shrimp can control the direction of the current""], ""2"": [""Planting wind produces storm clouds"", ""People who collect wind will eventually gather storms"", ""Sowing wind seeds results in a harvest of storms""], ""3"": [""Silence means you are asleep"", ""Whoever is quiet inherits property",1.0,1.0,1.14,0.77,93.1
a,zs,Spanish,MID0186,A palabras necias oídos sordos,To foolish words deaf ears,To foolish words deaf ears,False,Foolish words can make ears become deaf,Deaf people should not listen to foolish words,One must speak foolishly to deaf ears,To foolish words deaf ears,D,Deaf people should not listen to foolish words,Foolish words can make ears become deaf,One must speak foolishly to deaf ears,"{""1"": [""Deaf people should not listen to foolish words"", ""Foolish words can make ears become deaf"", ""One must speak foolishly to deaf ears""], ""2"": [""Every pig celebrates Saint Martin's feast"", ""Saint Martin's day only comes for pigs"", ""Pigs are born on Saint Martin's day""], ""3"": [""A person who sings while eating will stand up quickly"", ""Eating and singing causes indigestion requiring standing"", ""T",1.0,1.0,1.47,0.81,94.3
a,zs,Spanish,MID0331,A cada cerdo le llega su San Martín,To every pig comes its Saint Martin's day,To every pig comes its Saint Martin's day,False,To every pig comes its Saint Martin's day,Every pig celebrates Saint Martin's feast,Pigs are born on Saint Martin's day,Saint Martin's day only comes for pigs,A,Every pig celebrates Saint Martin's feast,Saint Martin's day only comes for pigs,Pigs are born on Saint Martin's day,"{""1"": [""Deaf people should not listen to foolish words"", ""Foolish words can make ears become deaf"", ""One must speak foolishly to deaf ears""], ""2"": [""Every pig celebrates Saint Martin's feast"", ""Saint Martin's day only comes for pigs"", ""Pigs are born on Saint Martin's day""], ""3"": [""A person who sings while eating will stand up quickly"", ""Eating and singing causes indigestion requiring standing"", ""T",1.0,1.0,0.83,0.75,92.5
a,zs,Spanish,MID0332,El que come y canta por algo se levanta,He who eats and sings gets up for something,He who eats and sings gets up for something,False,Eating and singing causes indigestion requiring standing,Those who eat and sing must have a reason to get up,A person who sings while eating will stand up quickly,He who eats and sings gets up for something,D,A person who sings while eating will stand up quickly,Eating and singing causes indigestion requiring standing,Those who eat and sing must have a reason to get up,"{""1"": [""Deaf people should not listen to foolish words"", ""Foolish words can make ears become deaf"", ""One must speak foolishly to deaf ears""], ""2"": [""Every pig celebrates Saint Martin's feast"", ""Saint Martin's day only comes for pigs"", ""Pigs are born on Saint Martin's day""], ""3"": [""A person who sings while eating will stand up quickly"", ""Eating and singing causes indigestion requiring standing"", ""T",1.0,1.0,1.07,0.91,97.3
a,zs,Spanish,MID0333,No hay peor sordo que el que no quiere oír,There is no worse deaf person than the one who does not want to hear,There is no worse deaf person than the one who does not want to hear,False,Deafness is worse when it's intentional,There is no worse deaf person than the one who does not want to hear,People who don't want to hear are physically deaf,A deaf person who refuses to listen is the worst kind,B,People who don't want to hear are physically deaf,Deafness is worse when it's intentional,A deaf person who refuses to listen is the worst kind,"{""1"": [""Deaf people should not listen to foolish words"", ""Foolish words can make ears become deaf"", ""One must speak foolishly to deaf ears""], ""2"": [""Every pig celebrates Saint Martin's feast"", ""Saint Martin's day only comes for pigs"", ""Pigs are born on Saint Martin's day""], ""3"": [""A person who sings while eating will stand up quickly"", ""Eating and singing causes indigestion requiring standing"", ""T",1.0,1.0,0.58,0.92,97.6
a,zs,Spanish,MID0334,El que da primero da dos veces,He who gives first gives twice,He who gives first gives twice,False,Giving early doubles the gift amount,He who gives first gives twice,The first giver receives double in return,Giving first means you give two gifts,B,Giving first means you give two gifts,The first giver receives double in return,Giving early doubles the gift amount,"{""1"": [""Deaf people should not listen to foolish words"", ""Foolish words can make ears become deaf"", ""One must speak foolishly to deaf ears""], ""2"": [""Every pig celebrates Saint Martin's feast"", ""Saint Martin's day only comes for pigs"", ""Pigs are born on Saint Martin's day""], ""3"": [""A person who sings while eating will stand up quickly"", ""Eating and singing causes indigestion requiring standing"", ""T",1.0,1.0,1.11,0.92,97.6
a,zs,Spanish,MID0336,El que ríe último ríe mejor,He who laughs last laughs best,He who laughs last laughs best,False,"If you wait to laugh, your laugh will be stronger.",Only the last person to laugh has good laughter.,"Laughter is measured by how long it lasts, not the moment it occurs.",He who laughs last laughs best,D,Only the last person to laugh has good laughter.,"Laughter is measured by how long it lasts, not the moment it occurs.","If you wait to laugh, your laugh will be stronger.","{""1"": [""Only the last person to laugh has good laughter."", ""Laughter is measured by how long it lasts, not the moment it occurs."", ""If you wait to laugh, your laugh will be stronger.""], ""2"": [""A person with one eye can only be king in a place with no doctors."", ""In a place where everyone wears blindfolds, the one who sees a little becomes ruler."", ""Being partially sighted automatically grants roya",1.0,1.0,1.78,0.94,98.2
a,zs,Spanish,MID0337,En tierra de ciegos el tuerto es rey,In the land of the blind the one-eyed man is king,In the land of the blind the one-eyed man is king,False,A person with one eye can only be king in a place with no doctors.,In the land of the blind the one-eyed man is king,Being partially sighted automatically grants royal status when others are blind.,"In a place where everyone wears blindfolds, the one who sees a little becomes ruler.",B,A person with one eye can only be king in a place with no doctors.,"In a place where everyone wears blindfolds, the one who sees a little becomes ruler.",Being partially sighted automatically grants royal status when others are blind.,"{""1"": [""Only the last person to laugh has good laughter."", ""Laughter is measured by how long it lasts, not the moment it occurs."", ""If you wait to laugh, your laugh will be stronger.""], ""2"": [""A person with one eye can only be king in a place with no doctors."", ""In a place where everyone wears blindfolds, the one who sees a little becomes ruler."", ""Being partially sighted automatically grants roya",1.0,1.0,1.24,0.94,98.2
