stage,variant,language,proverb,correct_meaning,raw_model_output,status,error,mcq_id,model,prompt,extracted_vote
audit,baseline,,,,B,,,baseline_Yoruba_12,anthropic/claude-opus-4.8,"Which option is correct?

A. A house does not burn and fill the eyes with sleep.
B. Health is not valued till sickness comes.
C. It is in the household that a featherless chicken is shunned; were it a partridge, humans would have killed it for food.
D. The pathway gaboon viper defiantly occu pies the whole path.",B
audit,baseline,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,baseline_Yoruba_12,openai/gpt-5,"Which option is correct?

A. A house does not burn and fill the eyes with sleep.
B. Health is not valued till sickness comes.
C. It is in the household that a featherless chicken is shunned; were it a partridge, humans would have killed it for food.
D. The pathway gaboon viper defiantly occu pies the whole path.",
audit,baseline,,,,,,,baseline_Yoruba_12,google/gemini-2.5-pro,"Which option is correct?

A. A house does not burn and fill the eyes with sleep.
B. Health is not valued till sickness comes.
C. It is in the household that a featherless chicken is shunned; were it a partridge, humans would have killed it for food.
D. The pathway gaboon viper defiantly occu pies the whole path.",
audit,baseline,,,,"We are asked: ""Which option is",,,baseline_Yoruba_12,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. A house does not burn and fill the eyes with sleep.
B. Health is not valued till sickness comes.
C. It is in the household that a featherless chicken is shunned; were it a partridge, humans would have killed it for food.
D. The pathway gaboon viper defiantly occu pies the whole path.",
audit,baseline,,,,C,,,baseline_Yoruba_13,anthropic/claude-opus-4.8,"Which option is correct?

A. Watch out, watch out, for here it comes!’’ For such a thing one would best prepare a snare.
B. The toad is only slightly taller than the earth.
C. That a calabash faces downward is no anti-social sign; the calabash is only acting ac cording to its nature.
D. Don’t waste your time trying to make a stubborn, il logical person understand your point; it will likely go over their head anyway.",C
audit,baseline,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,baseline_Yoruba_13,openai/gpt-5,"Which option is correct?

A. Watch out, watch out, for here it comes!’’ For such a thing one would best prepare a snare.
B. The toad is only slightly taller than the earth.
C. That a calabash faces downward is no anti-social sign; the calabash is only acting ac cording to its nature.
D. Don’t waste your time trying to make a stubborn, il logical person understand your point; it will likely go over their head anyway.",
audit,baseline,,,,,,,baseline_Yoruba_13,google/gemini-2.5-pro,"Which option is correct?

A. Watch out, watch out, for here it comes!’’ For such a thing one would best prepare a snare.
B. The toad is only slightly taller than the earth.
C. That a calabash faces downward is no anti-social sign; the calabash is only acting ac cording to its nature.
D. Don’t waste your time trying to make a stubborn, il logical person understand your point; it will likely go over their head anyway.",
audit,baseline,,,,"We are asked: ""Which option is",,,baseline_Yoruba_13,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Watch out, watch out, for here it comes!’’ For such a thing one would best prepare a snare.
B. The toad is only slightly taller than the earth.
C. That a calabash faces downward is no anti-social sign; the calabash is only acting ac cording to its nature.
D. Don’t waste your time trying to make a stubborn, il logical person understand your point; it will likely go over their head anyway.",
audit,baseline,,,,D,,,baseline_Yoruba_14,anthropic/claude-opus-4.8,"Which option is correct?

A. Instead of apologizing for past misbehavior, a child should rather guard against a repeti tion.
B. Those who have experienced trauma from a mistake are less likely to repeat it.
C. Sudden pouncing does not capture greatness; working like a slave does not ensure anything.
D. It is the potsherd that precedes the live coal gatherer",D
audit,baseline,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,baseline_Yoruba_14,openai/gpt-5,"Which option is correct?

A. Instead of apologizing for past misbehavior, a child should rather guard against a repeti tion.
B. Those who have experienced trauma from a mistake are less likely to repeat it.
C. Sudden pouncing does not capture greatness; working like a slave does not ensure anything.
D. It is the potsherd that precedes the live coal gatherer",
audit,baseline,,,,,,,baseline_Yoruba_14,google/gemini-2.5-pro,"Which option is correct?

A. Instead of apologizing for past misbehavior, a child should rather guard against a repeti tion.
B. Those who have experienced trauma from a mistake are less likely to repeat it.
C. Sudden pouncing does not capture greatness; working like a slave does not ensure anything.
D. It is the potsherd that precedes the live coal gatherer",
audit,baseline,,,,"We are asked: ""Which option is",,,baseline_Yoruba_14,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Instead of apologizing for past misbehavior, a child should rather guard against a repeti tion.
B. Those who have experienced trauma from a mistake are less likely to repeat it.
C. Sudden pouncing does not capture greatness; working like a slave does not ensure anything.
D. It is the potsherd that precedes the live coal gatherer",
audit,misconception-based,,,,D,,,misconception-based_Arabic_0,anthropic/claude-opus-4.8,"Which option is correct?

A. Winds blow counter to what the ship wants.
B. Sharing of food is not pleasant if one par ticipant has nothing; it is when one has something that one shares.
C. The parrot never dies in the grazing field. 
D. Whoever steals a poor person’s chicken steals from an incessant complainer.",D
audit,misconception-based,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,misconception-based_Arabic_0,openai/gpt-5,"Which option is correct?

A. Winds blow counter to what the ship wants.
B. Sharing of food is not pleasant if one par ticipant has nothing; it is when one has something that one shares.
C. The parrot never dies in the grazing field. 
D. Whoever steals a poor person’s chicken steals from an incessant complainer.",
audit,misconception-based,,,,,,,misconception-based_Arabic_0,google/gemini-2.5-pro,"Which option is correct?

A. Winds blow counter to what the ship wants.
B. Sharing of food is not pleasant if one par ticipant has nothing; it is when one has something that one shares.
C. The parrot never dies in the grazing field. 
D. Whoever steals a poor person’s chicken steals from an incessant complainer.",
audit,misconception-based,,,,"We are asked: ""Which option is",,,misconception-based_Arabic_0,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Winds blow counter to what the ship wants.
B. Sharing of food is not pleasant if one par ticipant has nothing; it is when one has something that one shares.
C. The parrot never dies in the grazing field. 
D. Whoever steals a poor person’s chicken steals from an incessant complainer.",
audit,misconception-based,,,,D,,,misconception-based_Arabic_1,anthropic/claude-opus-4.8,"Which option is correct?

A. If one tries hard enough, they can find their way ar ound any law or rule.
B. Love is blind.
C. The pot calling the kettle black.
D. Whoever gets burned by soup blows on yogurt",D
audit,misconception-based,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,misconception-based_Arabic_1,openai/gpt-5,"Which option is correct?

A. If one tries hard enough, they can find their way ar ound any law or rule.
B. Love is blind.
C. The pot calling the kettle black.
D. Whoever gets burned by soup blows on yogurt",
audit,misconception-based,,,,,,,misconception-based_Arabic_1,google/gemini-2.5-pro,"Which option is correct?

A. If one tries hard enough, they can find their way ar ound any law or rule.
B. Love is blind.
C. The pot calling the kettle black.
D. Whoever gets burned by soup blows on yogurt",
audit,misconception-based,,,,"The user is asking ""Which option is",,,misconception-based_Arabic_1,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. If one tries hard enough, they can find their way ar ound any law or rule.
B. Love is blind.
C. The pot calling the kettle black.
D. Whoever gets burned by soup blows on yogurt",
audit,misconception-based,,,,A,,,misconception-based_Arabic_2,anthropic/claude-opus-4.8,"Which option is correct?

A. in insignificant nail resulted in the loss of the rider. Small things can have huge implications. So, don’t ignore nuances and minute details. They’re the ones that stand people out.
B. The trouble that befalls the eyes will also af fect the nose.
C. Charity begins at home.
D. However long it may take, the stammerer will eventually say, ‘‘Father.’’",A
audit,misconception-based,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,misconception-based_Arabic_2,openai/gpt-5,"Which option is correct?

A. in insignificant nail resulted in the loss of the rider. Small things can have huge implications. So, don’t ignore nuances and minute details. They’re the ones that stand people out.
B. The trouble that befalls the eyes will also af fect the nose.
C. Charity begins at home.
D. However long it may take, the stammerer will eventually say, ‘‘Father.’’",
audit,misconception-based,,,,,,,misconception-based_Arabic_2,google/gemini-2.5-pro,"Which option is correct?

A. in insignificant nail resulted in the loss of the rider. Small things can have huge implications. So, don’t ignore nuances and minute details. They’re the ones that stand people out.
B. The trouble that befalls the eyes will also af fect the nose.
C. Charity begins at home.
D. However long it may take, the stammerer will eventually say, ‘‘Father.’’",
audit,misconception-based,,,,"We are asked: ""Which option is",,,misconception-based_Arabic_2,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. in insignificant nail resulted in the loss of the rider. Small things can have huge implications. So, don’t ignore nuances and minute details. They’re the ones that stand people out.
B. The trouble that befalls the eyes will also af fect the nose.
C. Charity begins at home.
D. However long it may take, the stammerer will eventually say, ‘‘Father.’’",
audit,misconception-based,,,,D,,,misconception-based_Arabic_3,anthropic/claude-opus-4.8,"Which option is correct?

A. Out of the frying pan into the fire.
B. Even small gifts or payments are welcome.
C. The snail rejects the fate of being swallowed by a snake.
D. A bird in the hand is worth two in the bush.",D
audit,misconception-based,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,misconception-based_Arabic_3,openai/gpt-5,"Which option is correct?

A. Out of the frying pan into the fire.
B. Even small gifts or payments are welcome.
C. The snail rejects the fate of being swallowed by a snake.
D. A bird in the hand is worth two in the bush.",
audit,misconception-based,,,,,,,misconception-based_Arabic_3,google/gemini-2.5-pro,"Which option is correct?

A. Out of the frying pan into the fire.
B. Even small gifts or payments are welcome.
C. The snail rejects the fate of being swallowed by a snake.
D. A bird in the hand is worth two in the bush.",
audit,misconception-based,,,,"The user is asking ""Which option is",,,misconception-based_Arabic_3,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Out of the frying pan into the fire.
B. Even small gifts or payments are welcome.
C. The snail rejects the fate of being swallowed by a snake.
D. A bird in the hand is worth two in the bush.",
audit,misconception-based,,,,D,,,misconception-based_Arabic_4,anthropic/claude-opus-4.8,"Which option is correct?

A. A bad workman always blames his tools.
B. The husband’s death is the bane of a woman.
C. Two hundred animals will not lie in ambush for a leopard.
D. Continuous effort is necessary in order to accomplish something.",D
audit,misconception-based,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,misconception-based_Arabic_4,openai/gpt-5,"Which option is correct?

A. A bad workman always blames his tools.
B. The husband’s death is the bane of a woman.
C. Two hundred animals will not lie in ambush for a leopard.
D. Continuous effort is necessary in order to accomplish something.",
audit,misconception-based,,,,,,,misconception-based_Arabic_4,google/gemini-2.5-pro,"Which option is correct?

A. A bad workman always blames his tools.
B. The husband’s death is the bane of a woman.
C. Two hundred animals will not lie in ambush for a leopard.
D. Continuous effort is necessary in order to accomplish something.",
audit,misconception-based,,,,"We are asked: ""Which option is",,,misconception-based_Arabic_4,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. A bad workman always blames his tools.
B. The husband’s death is the bane of a woman.
C. Two hundred animals will not lie in ambush for a leopard.
D. Continuous effort is necessary in order to accomplish something.",
audit,misconception-based,,,,D,,,misconception-based_English_5,anthropic/claude-opus-4.8,"Which option is correct?

A. It is the person taller than another who shows no respect for the other.
B. A person might be overcome by trouble or adversity when least expected.
C. The lion claims the forest; the lion claims the forest without a quiver of arrows.
D. Half a loaf is better than no bread.",D
audit,misconception-based,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,misconception-based_English_5,openai/gpt-5,"Which option is correct?

A. It is the person taller than another who shows no respect for the other.
B. A person might be overcome by trouble or adversity when least expected.
C. The lion claims the forest; the lion claims the forest without a quiver of arrows.
D. Half a loaf is better than no bread.",
audit,misconception-based,,,,,,,misconception-based_English_5,google/gemini-2.5-pro,"Which option is correct?

A. It is the person taller than another who shows no respect for the other.
B. A person might be overcome by trouble or adversity when least expected.
C. The lion claims the forest; the lion claims the forest without a quiver of arrows.
D. Half a loaf is better than no bread.",
audit,misconception-based,,,,"We are asked: ""Which option is",,,misconception-based_English_5,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. It is the person taller than another who shows no respect for the other.
B. A person might be overcome by trouble or adversity when least expected.
C. The lion claims the forest; the lion claims the forest without a quiver of arrows.
D. Half a loaf is better than no bread.",
audit,misconception-based,,,,D,,,misconception-based_English_6,anthropic/claude-opus-4.8,"Which option is correct?

A. If you haven’t met or spoken to a friend or relative in long time, he’ll be forgotten. Such friendships eventually wither away or may just remain a distant acquaintance.
B. An elder who does not secretly lend one six pence: if he embarks on building a house, one does not show up to help.
C. This proverb can be used as a caution that we should know our limits and weaknesses, or as motivation to disc over our strengths and hidden talents.
D. The cane rat that attempts to uproot a palm tree will lose all its teeth in the attempt.",D
audit,misconception-based,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,misconception-based_English_6,openai/gpt-5,"Which option is correct?

A. If you haven’t met or spoken to a friend or relative in long time, he’ll be forgotten. Such friendships eventually wither away or may just remain a distant acquaintance.
B. An elder who does not secretly lend one six pence: if he embarks on building a house, one does not show up to help.
C. This proverb can be used as a caution that we should know our limits and weaknesses, or as motivation to disc over our strengths and hidden talents.
D. The cane rat that attempts to uproot a palm tree will lose all its teeth in the attempt.",
audit,misconception-based,,,,,,,misconception-based_English_6,google/gemini-2.5-pro,"Which option is correct?

A. If you haven’t met or spoken to a friend or relative in long time, he’ll be forgotten. Such friendships eventually wither away or may just remain a distant acquaintance.
B. An elder who does not secretly lend one six pence: if he embarks on building a house, one does not show up to help.
C. This proverb can be used as a caution that we should know our limits and weaknesses, or as motivation to disc over our strengths and hidden talents.
D. The cane rat that attempts to uproot a palm tree will lose all its teeth in the attempt.",
audit,misconception-based,,,,"We are asked: ""Which option is",,,misconception-based_English_6,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. If you haven’t met or spoken to a friend or relative in long time, he’ll be forgotten. Such friendships eventually wither away or may just remain a distant acquaintance.
B. An elder who does not secretly lend one six pence: if he embarks on building a house, one does not show up to help.
C. This proverb can be used as a caution that we should know our limits and weaknesses, or as motivation to disc over our strengths and hidden talents.
D. The cane rat that attempts to uproot a palm tree will lose all its teeth in the attempt.",
audit,misconception-based,,,,B,,,misconception-based_English_7,anthropic/claude-opus-4.8,"Which option is correct?

A. Before the child was born, one had someone as a playmate.
B. The orderliness is the orderliness of termites; the multiplicity is the multiplicity of the swarming brown ants.
C. You can only shop, buy, or acquire based on your financial resources.
D. No rule or principle is perfectly inflexible, permanent, or unchanging .",B
audit,misconception-based,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,misconception-based_English_7,openai/gpt-5,"Which option is correct?

A. Before the child was born, one had someone as a playmate.
B. The orderliness is the orderliness of termites; the multiplicity is the multiplicity of the swarming brown ants.
C. You can only shop, buy, or acquire based on your financial resources.
D. No rule or principle is perfectly inflexible, permanent, or unchanging .",
audit,misconception-based,,,,,,,misconception-based_English_7,google/gemini-2.5-pro,"Which option is correct?

A. Before the child was born, one had someone as a playmate.
B. The orderliness is the orderliness of termites; the multiplicity is the multiplicity of the swarming brown ants.
C. You can only shop, buy, or acquire based on your financial resources.
D. No rule or principle is perfectly inflexible, permanent, or unchanging .",
audit,misconception-based,,,,"We are asked: ""Which option is",,,misconception-based_English_7,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Before the child was born, one had someone as a playmate.
B. The orderliness is the orderliness of termites; the multiplicity is the multiplicity of the swarming brown ants.
C. You can only shop, buy, or acquire based on your financial resources.
D. No rule or principle is perfectly inflexible, permanent, or unchanging .",
audit,misconception-based,,,,A,,,misconception-based_English_8,anthropic/claude-opus-4.8,"Which option is correct?

A. Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.
B. Who is as great as God? No human being knows tomorrow.
C. He-who-lives-with-one-without-knowing one’s-habits: he is one’s enemy.
D. Internal conflict weakens a group.",A
audit,misconception-based,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,misconception-based_English_8,openai/gpt-5,"Which option is correct?

A. Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.
B. Who is as great as God? No human being knows tomorrow.
C. He-who-lives-with-one-without-knowing one’s-habits: he is one’s enemy.
D. Internal conflict weakens a group.",
audit,misconception-based,,,,,,,misconception-based_English_8,google/gemini-2.5-pro,"Which option is correct?

A. Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.
B. Who is as great as God? No human being knows tomorrow.
C. He-who-lives-with-one-without-knowing one’s-habits: he is one’s enemy.
D. Internal conflict weakens a group.",
audit,misconception-based,,,,"The user is asking ""Which option is",,,misconception-based_English_8,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.
B. Who is as great as God? No human being knows tomorrow.
C. He-who-lives-with-one-without-knowing one’s-habits: he is one’s enemy.
D. Internal conflict weakens a group.",
audit,misconception-based,,,,Could you please share the prover,,,misconception-based_English_9,anthropic/claude-opus-4.8,"Which option is correct?

A. A proverbial saying, often used in circumstances where it is thought that saying nothing is preferable to speaking.
B. As long as the outcome is good, problems on the way don’t matter.
C. A good deed is never lost.
D. Take benefit from what you have",
audit,misconception-based,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,misconception-based_English_9,openai/gpt-5,"Which option is correct?

A. A proverbial saying, often used in circumstances where it is thought that saying nothing is preferable to speaking.
B. As long as the outcome is good, problems on the way don’t matter.
C. A good deed is never lost.
D. Take benefit from what you have",
audit,misconception-based,,,,,,,misconception-based_English_9,google/gemini-2.5-pro,"Which option is correct?

A. A proverbial saying, often used in circumstances where it is thought that saying nothing is preferable to speaking.
B. As long as the outcome is good, problems on the way don’t matter.
C. A good deed is never lost.
D. Take benefit from what you have",
audit,misconception-based,,,,"The user is asking ""Which option is",,,misconception-based_English_9,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. A proverbial saying, often used in circumstances where it is thought that saying nothing is preferable to speaking.
B. As long as the outcome is good, problems on the way don’t matter.
C. A good deed is never lost.
D. Take benefit from what you have",
audit,misconception-based,,,,B,,,misconception-based_Yoruba_10,anthropic/claude-opus-4.8,"Which option is correct?

A. The world does not wish that one rid oneself of the burden one carries; it is one’s head that relieves one.
B. Mistakes or mishaps are inevitable.
C. Dirt does not matter; only the sanitary inspector fusses.
D. If one removes secreted matter from the eye, one shows it to the eye.",B
audit,misconception-based,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,misconception-based_Yoruba_10,openai/gpt-5,"Which option is correct?

A. The world does not wish that one rid oneself of the burden one carries; it is one’s head that relieves one.
B. Mistakes or mishaps are inevitable.
C. Dirt does not matter; only the sanitary inspector fusses.
D. If one removes secreted matter from the eye, one shows it to the eye.",
audit,misconception-based,,,,,,,misconception-based_Yoruba_10,google/gemini-2.5-pro,"Which option is correct?

A. The world does not wish that one rid oneself of the burden one carries; it is one’s head that relieves one.
B. Mistakes or mishaps are inevitable.
C. Dirt does not matter; only the sanitary inspector fusses.
D. If one removes secreted matter from the eye, one shows it to the eye.",
audit,misconception-based,,,,We are given a multiple-choice question:,,,misconception-based_Yoruba_10,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. The world does not wish that one rid oneself of the burden one carries; it is one’s head that relieves one.
B. Mistakes or mishaps are inevitable.
C. Dirt does not matter; only the sanitary inspector fusses.
D. If one removes secreted matter from the eye, one shows it to the eye.",A
audit,misconception-based,,,,B,,,misconception-based_Yoruba_11,anthropic/claude-opus-4.8,"Which option is correct?

A. There is an excess of familiarity at the root of all hostilities.
B. Quality of people is a good indicator of the quality of their leader. We expect our bureaucracy, politicians, and other leaders to be impeccable. But they don’t descend from heavens. They come from the very people they represent, and hence their quality will be reflective of the quality of people.
C. In a battle, someti mes a retreat is the best tactic.
D. Going-and-returning is the manner of the hand’s journey to the mouth. B",B
audit,misconception-based,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,misconception-based_Yoruba_11,openai/gpt-5,"Which option is correct?

A. There is an excess of familiarity at the root of all hostilities.
B. Quality of people is a good indicator of the quality of their leader. We expect our bureaucracy, politicians, and other leaders to be impeccable. But they don’t descend from heavens. They come from the very people they represent, and hence their quality will be reflective of the quality of people.
C. In a battle, someti mes a retreat is the best tactic.
D. Going-and-returning is the manner of the hand’s journey to the mouth. B",
audit,misconception-based,,,,,,,misconception-based_Yoruba_11,google/gemini-2.5-pro,"Which option is correct?

A. There is an excess of familiarity at the root of all hostilities.
B. Quality of people is a good indicator of the quality of their leader. We expect our bureaucracy, politicians, and other leaders to be impeccable. But they don’t descend from heavens. They come from the very people they represent, and hence their quality will be reflective of the quality of people.
C. In a battle, someti mes a retreat is the best tactic.
D. Going-and-returning is the manner of the hand’s journey to the mouth. B",
audit,misconception-based,,,,The user is asking me to identify which,,,misconception-based_Yoruba_11,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. There is an excess of familiarity at the root of all hostilities.
B. Quality of people is a good indicator of the quality of their leader. We expect our bureaucracy, politicians, and other leaders to be impeccable. But they don’t descend from heavens. They come from the very people they represent, and hence their quality will be reflective of the quality of people.
C. In a battle, someti mes a retreat is the best tactic.
D. Going-and-returning is the manner of the hand’s journey to the mouth. B",
audit,misconception-based,,,,D,,,misconception-based_Yoruba_12,anthropic/claude-opus-4.8,"Which option is correct?

A. A house does not burn and fill the eyes with sleep.
B. It is with the wise person in mind that one makes the idiot’s garment full length.
C. The eyes never see a beautiful person with out acknowledging him or her.
D. The squirrel is waiting for an excuse to get away and is told that its parents-in-law’s slave has escaped; the eagle prepares to depart for Ìbarà, and the breeze lifts its tail feathers; time, it says, to get going.",D
audit,misconception-based,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,misconception-based_Yoruba_12,openai/gpt-5,"Which option is correct?

A. A house does not burn and fill the eyes with sleep.
B. It is with the wise person in mind that one makes the idiot’s garment full length.
C. The eyes never see a beautiful person with out acknowledging him or her.
D. The squirrel is waiting for an excuse to get away and is told that its parents-in-law’s slave has escaped; the eagle prepares to depart for Ìbarà, and the breeze lifts its tail feathers; time, it says, to get going.",
audit,misconception-based,,,,,,,misconception-based_Yoruba_12,google/gemini-2.5-pro,"Which option is correct?

A. A house does not burn and fill the eyes with sleep.
B. It is with the wise person in mind that one makes the idiot’s garment full length.
C. The eyes never see a beautiful person with out acknowledging him or her.
D. The squirrel is waiting for an excuse to get away and is told that its parents-in-law’s slave has escaped; the eagle prepares to depart for Ìbarà, and the breeze lifts its tail feathers; time, it says, to get going.",
audit,misconception-based,,,,"We are asked: ""Which option is",,,misconception-based_Yoruba_12,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. A house does not burn and fill the eyes with sleep.
B. It is with the wise person in mind that one makes the idiot’s garment full length.
C. The eyes never see a beautiful person with out acknowledging him or her.
D. The squirrel is waiting for an excuse to get away and is told that its parents-in-law’s slave has escaped; the eagle prepares to depart for Ìbarà, and the breeze lifts its tail feathers; time, it says, to get going.",
audit,misconception-based,,,,D,,,misconception-based_Yoruba_13,anthropic/claude-opus-4.8,"Which option is correct?

A. An animal that performs valuable service to humans, often with reference to dogs.
B. The toad is only slightly taller than the earth.
C. Detractors are not scarce; nothing is more difficult to find than reputation menders; reputation menders are far fewer than de tractors.
D. Don’t get sidetracked by trivial details; only a thing’s essence truly matters.",D
audit,misconception-based,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,misconception-based_Yoruba_13,openai/gpt-5,"Which option is correct?

A. An animal that performs valuable service to humans, often with reference to dogs.
B. The toad is only slightly taller than the earth.
C. Detractors are not scarce; nothing is more difficult to find than reputation menders; reputation menders are far fewer than de tractors.
D. Don’t get sidetracked by trivial details; only a thing’s essence truly matters.",
audit,misconception-based,,,,,,,misconception-based_Yoruba_13,google/gemini-2.5-pro,"Which option is correct?

A. An animal that performs valuable service to humans, often with reference to dogs.
B. The toad is only slightly taller than the earth.
C. Detractors are not scarce; nothing is more difficult to find than reputation menders; reputation menders are far fewer than de tractors.
D. Don’t get sidetracked by trivial details; only a thing’s essence truly matters.",
audit,misconception-based,,,,"We are asked: ""Which option is",,,misconception-based_Yoruba_13,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. An animal that performs valuable service to humans, often with reference to dogs.
B. The toad is only slightly taller than the earth.
C. Detractors are not scarce; nothing is more difficult to find than reputation menders; reputation menders are far fewer than de tractors.
D. Don’t get sidetracked by trivial details; only a thing’s essence truly matters.",
audit,misconception-based,,,,A,,,misconception-based_Yoruba_14,anthropic/claude-opus-4.8,"Which option is correct?

A. A small mistake may be a warning sign of something worse to come.
B. The son of the butcher inherits a knife.
C. Sudden pouncing does not capture greatness; working like a slave does not ensure anything.
D. A king derives only awe from beheading people; the king does not drink blood.",A
audit,misconception-based,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,misconception-based_Yoruba_14,openai/gpt-5,"Which option is correct?

A. A small mistake may be a warning sign of something worse to come.
B. The son of the butcher inherits a knife.
C. Sudden pouncing does not capture greatness; working like a slave does not ensure anything.
D. A king derives only awe from beheading people; the king does not drink blood.",
audit,misconception-based,,,,,,,misconception-based_Yoruba_14,google/gemini-2.5-pro,"Which option is correct?

A. A small mistake may be a warning sign of something worse to come.
B. The son of the butcher inherits a knife.
C. Sudden pouncing does not capture greatness; working like a slave does not ensure anything.
D. A king derives only awe from beheading people; the king does not drink blood.",
audit,misconception-based,,,,"We are asked: ""Which option is",,,misconception-based_Yoruba_14,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. A small mistake may be a warning sign of something worse to come.
B. The son of the butcher inherits a knife.
C. Sudden pouncing does not capture greatness; working like a slave does not ensure anything.
D. A king derives only awe from beheading people; the king does not drink blood.",
audit,taxonomy-guided,,,,B,,,taxonomy-guided_Arabic_0,anthropic/claude-opus-4.8,"Which option is correct?

A. Winds blow counter to what the ship wants.
B. Avoid the company of liars, but if you can’t, don’t believe them.
C. Consistency is the key to success.
D. There-is-no-problem always travels in the company of problem.",B
audit,taxonomy-guided,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,taxonomy-guided_Arabic_0,openai/gpt-5,"Which option is correct?

A. Winds blow counter to what the ship wants.
B. Avoid the company of liars, but if you can’t, don’t believe them.
C. Consistency is the key to success.
D. There-is-no-problem always travels in the company of problem.",
audit,taxonomy-guided,,,,,,,taxonomy-guided_Arabic_0,google/gemini-2.5-pro,"Which option is correct?

A. Winds blow counter to what the ship wants.
B. Avoid the company of liars, but if you can’t, don’t believe them.
C. Consistency is the key to success.
D. There-is-no-problem always travels in the company of problem.",
audit,taxonomy-guided,,,,The user is asking me to identify which,,,taxonomy-guided_Arabic_0,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Winds blow counter to what the ship wants.
B. Avoid the company of liars, but if you can’t, don’t believe them.
C. Consistency is the key to success.
D. There-is-no-problem always travels in the company of problem.",
audit,taxonomy-guided,,,,D,,,taxonomy-guided_Arabic_1,anthropic/claude-opus-4.8,"Which option is correct?

A. No matter how someone dresses, it's the same person underneath.
B. Love is blind.
C. I wish I have the patience of a saint.
D. Tortoise has entered into a narrow-necked pot; now, getting out is a problem.",D
audit,taxonomy-guided,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,taxonomy-guided_Arabic_1,openai/gpt-5,"Which option is correct?

A. No matter how someone dresses, it's the same person underneath.
B. Love is blind.
C. I wish I have the patience of a saint.
D. Tortoise has entered into a narrow-necked pot; now, getting out is a problem.",
audit,taxonomy-guided,,,,,,,taxonomy-guided_Arabic_1,google/gemini-2.5-pro,"Which option is correct?

A. No matter how someone dresses, it's the same person underneath.
B. Love is blind.
C. I wish I have the patience of a saint.
D. Tortoise has entered into a narrow-necked pot; now, getting out is a problem.",
